when,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
09-May-2017 22:45:07,4.412664,1447,-561,531,243,580,200
09-May-2017 23:15:14,4.412664,1439,-564,530,239,580,205
09-May-2017 23:45:13,4.412664,1451,-552,527,235,579,197
10-May-2017 00:00:12,4.39536,1456,-560,531,240,582,206
10-May-2017 00:15:07,4.39536,1456,-560,531,240,582,206
10-May-2017 00:30:10,4.39536,1448,-558,531,246,578,202
10-May-2017 00:45:11,4.39536,1448,-558,531,246,578,202
10-May-2017 01:00:12,4.39536,1437,-559,528,237,579,199
10-May-2017 01:30:15,4.39536,1439,-550,527,233,580,197
10-May-2017 01:45:12,4.39536,1439,-550,527,233,580,197
10-May-2017 02:15:10,4.378191,1431,-560,528,234,580,197
10-May-2017 02:30:12,4.378191,1429,-560,529,237,583,198
10-May-2017 02:45:10,4.378191,1429,-560,529,237,583,198
10-May-2017 03:00:12,4.378191,1430,-543,533,238,583,206
10-May-2017 03:15:10,4.378191,1430,-543,533,238,583,206
10-May-2017 03:30:13,4.378191,1426,-564,532,246,583,200
10-May-2017 03:45:10,4.378191,1426,-564,532,246,583,200
10-May-2017 04:00:12,4.361155,1428,-568,530,241,584,201
10-May-2017 04:15:10,4.361155,1428,-568,530,241,584,201
10-May-2017 04:30:12,4.361155,1428,-551,531,238,585,203
10-May-2017 04:45:05,4.361155,1428,-551,531,238,585,203
10-May-2017 05:00:07,4.361155,1417,-548,530,234,581,205
10-May-2017 05:15:11,4.344251,1427,-557,531,244,584,202
10-May-2017 05:30:15,4.344251,1427,-557,531,244,584,202
10-May-2017 05:45:10,4.344251,1427,-580,532,247,660,201
10-May-2017 06:00:15,4.344251,1427,-580,532,247,660,201
10-May-2017 06:15:12,4.361155,1418,-560,532,234,664,203
10-May-2017 06:30:09,4.361155,1418,-560,532,234,664,203
10-May-2017 06:45:10,4.378191,1427,-565,536,243,677,210
10-May-2017 07:00:09,4.378191,1427,-565,536,243,677,210
10-May-2017 07:15:15,4.412664,1414,-532,536,242,674,209
10-May-2017 07:30:13,4.412664,1414,-532,536,242,674,209
10-May-2017 07:45:11,4.430106,1412,-567,536,251,680,202
10-May-2017 08:00:17,4.430106,1412,-567,536,251,680,202
10-May-2017 08:15:12,4.430106,1393,-542,536,239,681,209
10-May-2017 08:30:14,4.430106,1393,-542,536,239,681,209
10-May-2017 08:45:07,4.465406,1394,-544,540,241,696,216
10-May-2017 09:00:09,4.465406,1394,-544,540,241,696,216
10-May-2017 09:30:13,4.483267,1380,-535,540,250,711,214
10-May-2017 09:45:10,4.483267,1365,-533,540,243,725,215
10-May-2017 10:00:13,4.483267,1365,-533,540,243,725,215
10-May-2017 10:15:07,4.465406,1353,-538,537,246,743,211
10-May-2017 10:45:15,4.465406,1344,-522,537,244,760,206
10-May-2017 11:30:17,4.483267,1352,-525,537,239,896,244
10-May-2017 11:45:15,4.519423,1350,-530,534,235,991,255
10-May-2017 12:00:13,4.519423,1350,-530,534,235,991,255
10-May-2017 12:15:11,4.501272,1343,-541,534,242,1092,242
10-May-2017 12:30:16,4.501272,1343,-541,534,242,1092,242
10-May-2017 12:45:10,4.519423,1342,-530,531,229,1247,261
10-May-2017 13:15:10,4.483267,1320,-517,529,225,1369,253
10-May-2017 13:30:12,4.483267,1320,-517,529,225,1369,253
10-May-2017 14:00:14,4.483267,1318,-526,526,230,1471,256
10-May-2017 14:15:10,4.483267,1307,-519,526,227,1551,273
10-May-2017 14:30:09,4.483267,1307,-519,526,227,1551,273
10-May-2017 14:45:11,4.378191,1301,-517,529,241,1058,206
10-May-2017 15:15:10,4.465406,1291,-512,531,239,948,195
10-May-2017 15:30:14,4.465406,1291,-512,531,239,948,195
10-May-2017 15:45:10,4.447686,1279,-504,528,232,891,210
10-May-2017 16:00:39,4.447686,1279,-504,528,232,891,210
10-May-2017 16:15:06,4.430106,1277,-503,529,230,855,214
10-May-2017 16:30:09,4.430106,1277,-503,529,230,855,214
10-May-2017 16:45:08,4.39536,1278,-528,527,235,827,210
10-May-2017 17:00:16,4.39536,1278,-528,527,235,827,210
10-May-2017 17:15:12,4.361155,1286,-514,528,236,807,212
10-May-2017 17:45:10,4.344251,1291,-539,527,239,791,207
10-May-2017 18:00:08,4.344251,1291,-539,527,239,791,207
10-May-2017 18:15:05,4.310834,1297,-522,527,243,776,221
10-May-2017 19:00:07,4.294317,1307,-527,526,240,762,219
10-May-2017 19:15:11,4.294317,1299,-517,523,232,748,208
10-May-2017 19:30:13,4.294317,1299,-517,523,232,748,208
10-May-2017 19:45:10,4.277926,1313,-530,527,235,741,214
10-May-2017 20:00:07,4.277926,1313,-530,527,235,741,214
10-May-2017 20:15:10,4.277926,1316,-525,524,234,728,218
10-May-2017 20:45:10,4.261661,1316,-535,523,236,721,205
10-May-2017 21:00:09,4.261661,1316,-535,523,236,721,205
10-May-2017 21:15:10,4.261661,1320,-537,524,240,714,218
10-May-2017 21:45:10,4.245518,1325,-528,523,231,706,211
10-May-2017 22:15:15,4.245518,1324,-529,524,231,702,211
10-May-2017 22:30:12,4.245518,1324,-529,524,231,702,211
10-May-2017 22:45:11,4.229497,1323,-543,521,239,692,208
10-May-2017 23:00:17,4.229497,1323,-543,521,239,692,208
10-May-2017 23:15:10,4.213597,1329,-526,524,230,689,208
10-May-2017 23:30:12,4.213597,1329,-526,524,230,689,208
10-May-2017 23:45:05,4.213597,1329,-547,522,242,681,204
11-May-2017 00:00:07,4.213597,1329,-547,522,242,681,204
11-May-2017 00:15:05,4.197815,1323,-527,522,231,677,205
11-May-2017 00:30:12,4.197815,1323,-527,522,231,677,205
11-May-2017 00:45:07,4.182152,1328,-538,521,241,671,201
11-May-2017 01:00:11,4.182152,1328,-538,521,241,671,201
11-May-2017 01:15:07,4.182152,1332,-541,522,236,670,199
11-May-2017 01:30:08,4.182152,1332,-541,522,236,670,199
11-May-2017 01:45:04,4.166605,1340,-538,524,243,664,209
11-May-2017 02:00:06,4.166605,1340,-538,524,243,664,209
11-May-2017 02:15:05,4.151174,1339,-533,524,233,662,204
11-May-2017 02:30:08,4.151174,1339,-533,524,233,662,204
11-May-2017 02:45:05,4.135855,1342,-532,524,234,656,206
11-May-2017 03:00:12,4.135855,1342,-532,524,234,656,206
11-May-2017 03:15:05,4.12065,1339,-547,525,238,657,198
11-May-2017 03:30:07,4.12065,1339,-547,525,238,657,198
11-May-2017 03:45:07,4.105556,1346,-532,524,233,653,201
11-May-2017 04:00:06,4.105556,1346,-532,524,233,653,201
11-May-2017 04:15:10,4.090572,1341,-513,525,235,649,201
11-May-2017 04:30:06,4.090572,1341,-513,525,235,649,201
11-May-2017 05:00:07,4.060931,1342,-514,525,226,647,199
11-May-2017 05:15:10,3.988672,1347,-545,524,236,646,194
11-May-2017 05:30:11,3.988672,1347,-545,524,236,646,194
11-May-2017 05:45:06,3.491641,1352,-544,525,235,641,200
11-May-2017 06:30:07,3.491641,1352,-544,525,235,641,200
11-May-2017 06:45:09,3.491641,1352,-544,525,235,641,200
11-May-2017 07:00:12,3.491641,1352,-544,525,235,641,200
11-May-2017 07:15:25,3.491641,1352,-544,525,235,641,200
11-May-2017 08:00:11,3.491641,1352,-544,525,235,641,200
11-May-2017 08:15:11,3.491641,1352,-544,525,235,641,200
11-May-2017 08:30:25,3.491641,1352,-544,525,235,641,200
11-May-2017 08:45:10,3.491641,1352,-544,525,235,641,200
11-May-2017 09:00:12,3.491641,1352,-544,525,235,641,200
11-May-2017 09:30:13,3.491641,1352,-544,525,235,641,200
11-May-2017 09:45:10,3.491641,1352,-544,525,235,641,200
11-May-2017 10:30:12,3.491641,1352,-544,525,235,641,200
11-May-2017 10:45:10,3.491641,1352,-544,525,235,641,200
11-May-2017 11:45:11,3.491641,1352,-544,525,235,641,200
11-May-2017 13:30:15,3.491641,1352,-544,525,235,641,200
11-May-2017 13:45:10,3.491641,1352,-544,525,235,641,200
11-May-2017 14:00:13,3.491641,1352,-544,525,235,641,200
11-May-2017 15:00:12,3.491641,1352,-544,525,235,641,200
11-May-2017 15:15:13,3.491641,1352,-544,525,235,641,200
11-May-2017 15:30:12,3.491641,1352,-544,525,235,641,200
11-May-2017 15:45:09,3.491641,1352,-544,525,235,641,200
11-May-2017 16:00:11,3.491641,1352,-544,525,235,641,200
11-May-2017 16:30:08,3.491641,1352,-544,525,235,641,200
11-May-2017 16:45:05,3.491641,1352,-544,525,235,641,200
11-May-2017 17:15:11,3.491641,1352,-544,525,235,641,200
11-May-2017 17:45:11,3.491641,1352,-544,525,235,641,200
11-May-2017 18:00:08,3.491641,1352,-544,525,235,641,200
11-May-2017 18:30:08,3.491641,1352,-544,525,235,641,200
11-May-2017 18:45:04,3.491641,1352,-544,525,235,641,200
11-May-2017 19:00:10,3.491641,1352,-544,525,235,641,200
11-May-2017 19:15:09,3.491641,1352,-544,525,235,641,200
11-May-2017 19:30:10,3.491641,1352,-544,525,235,641,200
11-May-2017 19:45:09,3.491641,1352,-544,525,235,641,200
11-May-2017 20:00:09,3.491641,1352,-544,525,235,641,200
11-May-2017 20:15:09,3.491641,1352,-544,525,235,641,200
11-May-2017 20:30:11,3.491641,1352,-544,525,235,641,200
11-May-2017 21:00:12,3.491641,1352,-544,525,235,641,200
11-May-2017 21:15:09,3.491641,1352,-544,525,235,641,200
11-May-2017 21:30:10,3.491641,1352,-544,525,235,641,200
11-May-2017 21:45:04,3.491641,1352,-544,525,235,641,200
11-May-2017 22:00:10,3.491641,1352,-544,525,235,641,200
11-May-2017 22:45:04,3.491641,1352,-544,525,235,641,200
11-May-2017 23:30:10,3.491641,1352,-544,525,235,641,200
12-May-2017 00:15:05,3.491641,1352,-544,525,235,641,200
12-May-2017 00:30:05,3.491641,1352,-544,525,235,641,200
12-May-2017 00:45:04,3.491641,1352,-544,525,235,641,200
12-May-2017 01:00:12,3.491641,1352,-544,525,235,641,200
12-May-2017 01:15:11,3.491641,1352,-544,525,235,641,200
12-May-2017 01:30:05,3.491641,1352,-544,525,235,641,200
12-May-2017 01:45:06,3.491641,1352,-544,525,235,641,200
12-May-2017 02:00:04,3.491641,1352,-544,525,235,641,200
12-May-2017 02:15:10,3.491641,1352,-544,525,235,641,200
12-May-2017 02:30:15,3.491641,1352,-544,525,235,641,200
12-May-2017 02:45:10,3.491641,1352,-544,525,235,641,200
12-May-2017 03:00:06,3.491641,1352,-544,525,235,641,200
12-May-2017 03:15:11,3.491641,1352,-544,525,235,641,200
12-May-2017 03:30:09,3.491641,1352,-544,525,235,641,200
12-May-2017 03:45:11,3.491641,1352,-544,525,235,641,200
12-May-2017 04:00:10,3.491641,1352,-544,525,235,641,200
12-May-2017 04:30:07,3.491641,1352,-544,525,235,641,200
12-May-2017 04:45:10,3.491641,1352,-544,525,235,641,200
12-May-2017 05:00:05,3.491641,1352,-544,525,235,641,200
12-May-2017 05:15:10,3.491641,1352,-544,525,235,641,200
12-May-2017 05:30:04,3.491641,1352,-544,525,235,641,200
12-May-2017 05:45:07,3.491641,1352,-544,525,235,641,200
18-May-2017 10:45:42,5.237462,2853,-536,608,188,744,190
18-May-2017 11:00:47,5.262051,2943,-569,606,191,1106,257
18-May-2017 11:29:57,5.262051,3036,-576,604,191,1193,245
18-May-2017 12:30:44,5.237462,2577,-526,606,194,1459,315
18-May-2017 13:00:38,5.237462,2764,-532,604,185,1722,470
18-May-2017 13:15:36,5.237462,2764,-532,604,185,1722,470
18-May-2017 14:00:43,5.237462,2764,-532,604,185,1722,470
18-May-2017 14:30:43,5.237462,2764,-532,604,185,1722,470
18-May-2017 15:15:39,5.237462,2764,-532,604,185,1722,470
18-May-2017 17:30:38,5.237462,2764,-532,604,185,1722,470
18-May-2017 18:00:41,5.237462,2764,-532,604,185,1722,470
18-May-2017 18:45:39,5.237462,2764,-532,604,185,1722,470
19-May-2017 08:00:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 08:15:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 09:00:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 09:15:46,5.237462,2764,-532,604,185,1722,470
19-May-2017 09:30:49,5.237462,2764,-532,604,185,1722,470
19-May-2017 09:45:43,5.237462,2764,-532,604,185,1722,470
19-May-2017 10:30:39,5.237462,2764,-532,604,185,1722,470
19-May-2017 11:00:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 11:15:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 11:30:39,5.237462,2764,-532,604,185,1722,470
19-May-2017 12:15:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 13:15:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 13:30:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 14:00:40,5.237462,2764,-532,604,185,1722,470
19-May-2017 14:15:37,5.237462,2764,-532,604,185,1722,470
19-May-2017 14:30:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 16:45:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 17:00:40,5.237462,2764,-532,604,185,1722,470
19-May-2017 17:15:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 17:30:43,5.237462,2764,-532,604,185,1722,470
19-May-2017 17:45:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 18:30:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 19:00:43,5.237462,2764,-532,604,185,1722,470
19-May-2017 19:45:36,5.237462,2764,-532,604,185,1722,470
19-May-2017 20:00:38,5.237462,2764,-532,604,185,1722,470
19-May-2017 20:45:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 00:00:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 00:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 00:30:40,5.237462,2764,-532,604,185,1722,470
20-May-2017 01:00:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 01:15:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 01:30:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 02:00:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 02:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 02:30:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 02:45:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 03:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 03:45:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 04:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 05:00:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 05:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 06:15:41,5.237462,2764,-532,604,185,1722,470
20-May-2017 07:30:39,5.237462,2764,-532,604,185,1722,470
20-May-2017 10:45:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 13:00:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 13:45:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 16:00:39,5.237462,2764,-532,604,185,1722,470
20-May-2017 16:15:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 18:15:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 19:45:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 20:00:35,5.237462,2764,-532,604,185,1722,470
20-May-2017 20:45:38,5.237462,2764,-532,604,185,1722,470
20-May-2017 21:15:39,5.237462,2764,-532,604,185,1722,470
20-May-2017 21:30:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 22:00:36,5.237462,2764,-532,604,185,1722,470
20-May-2017 22:15:37,5.237462,2764,-532,604,185,1722,470
20-May-2017 23:30:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 00:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 00:30:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 00:45:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 01:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 02:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 03:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 04:15:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 04:45:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 05:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 05:30:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 06:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 06:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 06:45:40,5.237462,2764,-532,604,185,1722,470
21-May-2017 07:00:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 07:30:41,5.237462,2764,-532,604,185,1722,470
21-May-2017 07:45:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 08:00:35,5.237462,2764,-532,604,185,1722,470
21-May-2017 08:30:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 09:00:35,5.237462,2764,-532,604,185,1722,470
21-May-2017 09:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 09:45:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 10:45:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 11:45:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 12:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 12:45:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 13:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 13:15:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 13:30:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 13:45:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 14:00:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 14:45:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 15:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 16:30:35,5.237462,2764,-532,604,185,1722,470
21-May-2017 16:45:36,5.237462,2764,-532,604,185,1722,470
21-May-2017 17:15:37,5.237462,2764,-532,604,185,1722,470
21-May-2017 17:45:39,5.237462,2764,-532,604,185,1722,470
21-May-2017 18:45:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 19:30:35,5.237462,2764,-532,604,185,1722,470
21-May-2017 20:15:40,5.237462,2764,-532,604,185,1722,470
21-May-2017 20:45:38,5.237462,2764,-532,604,185,1722,470
21-May-2017 21:30:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 00:00:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 00:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 01:15:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 01:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 01:45:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 03:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 04:00:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 04:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 05:45:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 06:00:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 06:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 07:00:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 07:15:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 07:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 07:45:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 08:30:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 09:00:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 09:15:34,5.237462,2764,-532,604,185,1722,470
22-May-2017 09:45:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 10:45:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 11:00:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 12:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 12:45:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 13:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 13:45:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 15:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 15:45:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 16:30:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 17:15:35,5.237462,2764,-532,604,185,1722,470
22-May-2017 17:30:38,5.237462,2764,-532,604,185,1722,470
22-May-2017 18:45:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 20:30:38,5.237462,2764,-532,604,185,1722,470
22-May-2017 20:45:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 21:15:37,5.237462,2764,-532,604,185,1722,470
22-May-2017 22:00:36,5.237462,2764,-532,604,185,1722,470
22-May-2017 22:15:36,5.237462,2764,-532,604,185,1722,470
23-May-2017 04:30:38,5.237462,2764,-532,604,185,1722,470
23-May-2017 04:45:40,5.237462,2764,-532,604,185,1722,470
23-May-2017 05:00:34,5.237462,2764,-532,604,185,1722,470
23-May-2017 05:15:39,5.237462,2764,-532,604,185,1722,470
23-May-2017 05:30:34,5.237462,2764,-532,604,185,1722,470
23-May-2017 05:45:35,5.237462,2764,-532,604,185,1722,470
23-May-2017 06:46:07,5.237462,2764,-532,604,185,1722,470
23-May-2017 07:00:34,5.237462,2764,-532,604,185,1722,470
23-May-2017 08:00:34,5.237462,2764,-532,604,185,1722,470
23-May-2017 08:45:37,5.237462,2764,-532,604,185,1722,470
23-May-2017 09:15:43,5.237462,2764,-532,604,185,1722,470
23-May-2017 10:00:36,5.4942,1680,-501,628,177,548,126
23-May-2017 13:30:36,5.4942,1680,-501,628,177,548,126
23-May-2017 13:45:36,5.4942,1680,-501,628,177,548,126
23-May-2017 14:00:39,5.4942,1680,-501,628,177,548,126
23-May-2017 14:15:36,5.4942,1680,-501,628,177,548,126
23-May-2017 15:15:34,5.4942,1680,-501,628,177,548,126
23-May-2017 15:45:34,5.4942,1680,-501,628,177,548,126
23-May-2017 16:45:34,5.4942,1680,-501,628,177,548,126
23-May-2017 17:00:34,5.4942,1680,-501,628,177,548,126
23-May-2017 17:15:35,5.4942,1680,-501,628,177,548,126
23-May-2017 17:45:35,5.4942,1680,-501,628,177,548,126
23-May-2017 18:30:34,5.4942,1680,-501,628,177,548,126
23-May-2017 18:45:34,5.4942,1680,-501,628,177,548,126
23-May-2017 19:00:36,5.4942,1680,-501,628,177,548,126
23-May-2017 19:45:34,5.4942,1680,-501,628,177,548,126
23-May-2017 20:30:33,5.4942,1680,-501,628,177,548,126
23-May-2017 22:45:33,5.4942,1680,-501,628,177,548,126
23-May-2017 23:00:34,5.4942,1680,-501,628,177,548,126
23-May-2017 23:45:33,5.4942,1680,-501,628,177,548,126
24-May-2017 00:45:34,5.4942,1680,-501,628,177,548,126
24-May-2017 01:00:34,5.4942,1680,-501,628,177,548,126
24-May-2017 01:45:34,5.4942,1680,-501,628,177,548,126
24-May-2017 02:15:34,5.4942,1680,-501,628,177,548,126
24-May-2017 03:00:34,5.4942,1680,-501,628,177,548,126
24-May-2017 05:15:34,5.4942,1680,-501,628,177,548,126
24-May-2017 05:30:34,5.4942,1680,-501,628,177,548,126
24-May-2017 05:45:34,5.4942,1680,-501,628,177,548,126
24-May-2017 06:45:39,5.4942,1680,-501,628,177,548,126
24-May-2017 07:15:40,5.4942,1680,-501,628,177,548,126
24-May-2017 09:15:34,5.4942,1680,-501,628,177,548,126
24-May-2017 09:30:34,5.4942,1680,-501,628,177,548,126
24-May-2017 09:45:35,5.4942,1680,-501,628,177,548,126
24-May-2017 10:15:36,5.4942,1680,-501,628,177,548,126
24-May-2017 12:15:35,5.4942,1680,-501,628,177,548,126
24-May-2017 12:30:35,5.4942,1680,-501,628,177,548,126
24-May-2017 13:15:33,5.4942,1680,-501,628,177,548,126
24-May-2017 13:30:35,5.4942,1680,-501,628,177,548,126
24-May-2017 13:45:40,5.4942,1680,-501,628,177,548,126
24-May-2017 14:15:37,5.4942,1680,-501,628,177,548,126
24-May-2017 14:45:35,5.4942,1680,-501,628,177,548,126
24-May-2017 15:30:34,5.4942,1680,-501,628,177,548,126
24-May-2017 16:00:36,5.4942,1680,-501,628,177,548,126
24-May-2017 20:15:35,5.4942,1680,-501,628,177,548,126
24-May-2017 20:47:42,5.4942,1680,-501,628,177,548,126
25-May-2017 05:30:33,5.4942,1680,-501,628,177,548,126
25-May-2017 06:15:38,5.4942,1680,-501,628,177,548,126
