when,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
10-May-2017 08:30:15,4.28554,1697,434,930,-249,3360,764
10-May-2017 09:15:19,4.317642,1666,432,918,-245,3350,753
10-May-2017 09:30:15,4.317642,1635,423,908,-245,3343,749
10-May-2017 10:00:17,4.317642,1602,426,899,-249,3336,764
10-May-2017 11:30:20,4.301531,1525,401,871,-242,3320,749
10-May-2017 11:45:34,4.301531,1525,401,871,-242,3320,749
10-May-2017 12:45:13,4.317642,1479,398,853,-238,3309,755
10-May-2017 13:15:13,4.301531,1453,395,843,-240,3294,744
10-May-2017 13:30:15,4.269668,1433,387,836,-239,3290,755
10-May-2017 14:00:15,4.253912,1406,382,824,-235,3281,753
10-May-2017 14:15:13,4.253912,1406,382,824,-235,3281,753
10-May-2017 14:30:17,4.238274,1378,372,816,-237,3272,752
10-May-2017 14:45:13,4.238274,1378,372,816,-237,3272,752
10-May-2017 15:00:23,4.1468,1359,370,806,-231,3266,751
10-May-2017 15:15:13,4.1468,1359,370,806,-231,3266,751
10-May-2017 15:30:18,4.16177,1339,366,801,-230,3257,753
10-May-2017 15:45:18,4.16177,1339,366,801,-230,3257,753
10-May-2017 16:00:54,4.131937,1321,364,790,-230,3245,745
10-May-2017 16:15:14,4.131937,1321,364,790,-230,3245,745
10-May-2017 16:30:12,4.102528,1303,347,782,-223,3235,742
10-May-2017 17:00:17,4.059191,1290,357,775,-226,3226,753
10-May-2017 17:15:13,4.059191,1290,357,775,-226,3226,753
10-May-2017 17:30:11,4.002814,1275,354,769,-224,3217,750
10-May-2017 18:00:16,3.961548,1263,347,762,-224,3203,753
10-May-2017 18:15:08,3.961548,1263,347,762,-224,3203,753
10-May-2017 18:30:09,3.921124,1257,350,752,-217,3188,757
10-May-2017 18:45:09,3.921124,1257,350,752,-217,3188,757
10-May-2017 19:00:11,3.881516,1248,355,745,-224,3176,759
10-May-2017 19:15:13,3.881516,1248,355,745,-224,3176,759
10-May-2017 19:30:14,3.792139,1238,340,739,-216,3165,734
10-May-2017 19:45:13,3.792139,1238,340,739,-216,3165,734
18-May-2017 12:15:42,5.596167,729,196,6635,-940,2243,577
18-May-2017 13:00:39,5.596167,791,221,5231,-472,2284,589
18-May-2017 13:30:40,5.596167,804,227,4363,-340,2315,593
18-May-2017 14:30:45,5.596167,831,256,3320,-323,2344,632
18-May-2017 15:15:40,5.542357,824,240,3099,-366,2356,634
18-May-2017 15:30:45,5.542357,824,240,3099,-366,2356,634
18-May-2017 17:45:40,5.489573,805,232,2210,-356,2418,641
18-May-2017 18:00:42,5.489573,805,232,2210,-356,2418,641
18-May-2017 18:31:05,5.463556,806,245,2086,-358,2431,670
18-May-2017 19:15:39,5.463556,801,238,1879,-353,2451,666
19-May-2017 08:00:40,5.31249,712,213,1002,-272,2524,681
19-May-2017 08:30:59,5.31249,707,222,992,-271,2524,688
19-May-2017 08:46:04,5.31249,701,215,979,-268,2520,672
19-May-2017 11:15:38,5.337085,682,217,921,-255,2532,686
19-May-2017 12:15:38,5.337085,677,209,898,-251,2542,681
19-May-2017 12:45:38,5.361909,671,199,887,-246,2546,680
19-May-2017 13:00:47,5.361909,671,199,887,-246,2546,680
19-May-2017 13:30:40,5.361909,663,206,876,-244,2539,676
19-May-2017 13:45:38,5.337085,663,211,866,-242,2547,680
19-May-2017 14:45:40,5.337085,654,208,847,-245,2552,689
19-May-2017 15:00:43,5.337085,654,208,847,-245,2552,689
19-May-2017 16:00:41,5.31249,651,209,826,-238,2556,684
19-May-2017 16:15:37,5.31249,647,208,819,-232,2558,692
19-May-2017 17:15:37,5.288121,642,210,802,-234,2549,684
19-May-2017 18:00:40,5.288121,638,210,794,-237,2551,698
19-May-2017 18:15:38,5.263974,638,199,783,-232,2546,690
19-May-2017 19:00:44,5.263974,638,201,778,-227,2548,673
19-May-2017 19:45:38,5.240047,642,208,765,-230,2549,696
19-May-2017 20:00:40,5.240047,642,208,765,-230,2549,696
19-May-2017 20:15:38,5.240047,638,196,760,-226,2546,690
20-May-2017 00:00:39,5.19284,635,199,720,-213,2535,680
20-May-2017 00:15:37,5.19284,636,198,716,-213,2534,675
20-May-2017 00:30:41,5.19284,636,198,716,-213,2534,675
20-May-2017 01:30:39,5.169553,637,211,708,-219,2534,691
20-May-2017 02:30:39,5.169553,635,201,699,-213,2530,689
20-May-2017 02:45:37,5.169553,635,201,699,-213,2530,689
20-May-2017 03:00:38,5.169553,637,209,694,-213,2530,680
20-May-2017 03:15:38,5.169553,637,209,694,-213,2530,680
20-May-2017 03:45:38,5.169553,636,216,691,-214,2526,687
20-May-2017 04:15:38,5.146475,638,209,689,-211,2530,682
20-May-2017 04:45:37,5.146475,637,205,684,-209,2526,681
20-May-2017 05:30:39,5.146475,641,211,682,-208,2532,686
20-May-2017 06:30:39,5.146475,638,198,676,-202,2526,680
20-May-2017 07:15:38,5.146475,638,209,677,-210,2526,702
20-May-2017 07:30:41,5.146475,638,210,670,-205,2532,686
20-May-2017 09:45:39,5.169553,627,202,658,-207,2524,681
20-May-2017 10:45:39,5.19284,624,206,656,-206,2534,685
20-May-2017 11:00:44,5.19284,620,206,651,-203,2528,685
20-May-2017 11:15:43,5.19284,620,206,651,-203,2528,685
20-May-2017 12:00:39,5.19284,615,211,648,-207,2529,693
20-May-2017 13:15:38,5.169553,612,202,643,-201,2541,691
20-May-2017 13:30:39,5.169553,609,207,638,-201,2542,684
20-May-2017 14:30:42,5.146475,607,200,632,-199,2557,691
20-May-2017 15:00:39,5.146475,603,211,628,-204,2564,706
20-May-2017 16:15:37,5.146475,602,207,622,-197,2574,694
20-May-2017 16:30:38,5.146475,601,207,621,-200,2580,701
20-May-2017 17:15:38,5.123602,599,211,614,-199,2582,710
20-May-2017 18:45:39,5.100931,602,208,609,-196,2586,703
20-May-2017 19:00:38,5.100931,602,208,609,-196,2586,703
20-May-2017 20:15:39,5.056186,607,197,601,-191,2582,686
20-May-2017 21:15:40,5.034106,604,205,595,-192,2582,701
20-May-2017 21:30:39,5.034106,609,210,594,-191,2584,691
20-May-2017 22:30:39,5.012219,611,209,589,-192,2590,704
20-May-2017 23:30:38,5.012219,611,213,587,-189,2610,709
20-May-2017 23:45:39,5.012219,611,213,587,-189,2610,709
21-May-2017 00:00:37,4.990521,614,211,587,-187,2619,700
21-May-2017 00:45:39,4.990521,614,209,584,-188,2620,697
21-May-2017 02:00:38,4.990521,618,211,585,-188,2639,704
21-May-2017 02:15:39,4.990521,618,211,585,-188,2639,704
21-May-2017 02:45:39,4.96901,618,203,581,-188,2650,704
21-May-2017 03:15:38,4.96901,613,206,576,-187,2646,702
21-May-2017 03:30:37,4.96901,617,211,578,-186,2658,714
21-May-2017 04:00:38,4.96901,617,211,578,-186,2658,714
21-May-2017 04:15:40,4.947684,619,214,577,-188,2662,701
21-May-2017 04:30:36,4.947684,619,214,577,-188,2662,701
21-May-2017 05:45:38,4.947684,617,212,572,-184,2673,712
21-May-2017 06:15:38,4.947684,618,212,570,-187,2674,721
21-May-2017 07:15:44,4.947684,618,217,567,-185,2681,713
21-May-2017 07:30:43,4.947684,618,217,567,-185,2681,713
21-May-2017 07:45:38,4.96901,616,213,569,-185,2690,713
21-May-2017 08:45:39,4.990521,612,200,565,-184,2700,705
21-May-2017 09:00:37,4.990521,612,200,565,-184,2700,705
21-May-2017 10:30:42,4.990521,606,208,564,-181,2752,715
21-May-2017 11:00:37,5.012219,603,206,564,-184,2762,726
21-May-2017 11:30:39,5.012219,598,212,560,-181,2769,721
21-May-2017 12:00:37,5.012219,595,208,558,-182,2779,725
21-May-2017 12:15:38,5.012219,591,200,558,-177,2793,712
21-May-2017 12:30:37,5.012219,591,200,558,-177,2793,712
21-May-2017 13:00:37,5.012219,592,206,555,-176,2800,727
21-May-2017 13:15:40,4.990521,589,209,552,-179,2808,731
21-May-2017 13:30:39,4.990521,589,209,552,-179,2808,731
21-May-2017 13:45:38,4.990521,583,194,552,-176,2815,713
21-May-2017 14:00:37,4.990521,583,194,552,-176,2815,713
21-May-2017 14:15:38,4.990521,581,197,550,-177,2820,726
21-May-2017 14:45:39,4.990521,579,203,552,-178,2825,736
21-May-2017 15:15:39,4.96901,573,191,544,-179,2821,726
21-May-2017 16:00:38,4.96901,572,203,545,-177,2832,729
21-May-2017 17:00:37,4.947684,567,195,540,-177,2824,730
21-May-2017 17:30:37,4.92654,567,205,539,-176,2830,734
21-May-2017 17:45:42,4.905576,567,204,538,-175,2828,731
21-May-2017 18:30:37,4.884789,566,197,535,-173,2829,735
21-May-2017 19:30:37,4.843741,567,191,527,-170,2830,732
21-May-2017 20:00:41,4.823474,569,207,530,-178,2834,733
22-May-2017 00:15:38,4.763679,577,199,520,-171,2858,741
22-May-2017 00:30:38,4.763679,577,199,520,-171,2858,741
22-May-2017 01:30:38,4.744076,579,207,515,-171,2854,745
22-May-2017 03:45:37,4.724633,579,203,515,-174,2854,737
22-May-2017 04:00:38,4.724633,585,191,516,-169,2863,739
22-May-2017 04:30:37,4.724633,583,186,517,-174,2862,739
22-May-2017 04:45:36,4.724633,583,186,517,-174,2862,739
22-May-2017 05:15:37,4.724633,588,192,518,-174,2871,752
22-May-2017 07:15:36,4.744076,592,186,516,-171,2878,744
22-May-2017 07:30:38,4.744076,591,198,514,-177,2877,756
22-May-2017 08:15:36,4.763679,590,195,516,-174,2887,747
22-May-2017 09:15:36,4.783445,588,187,516,-172,2900,745
22-May-2017 09:45:36,4.783445,588,187,516,-172,2900,745
22-May-2017 10:00:40,4.803377,584,191,512,-171,2910,751
22-May-2017 10:15:37,4.803377,584,191,512,-171,2910,751
22-May-2017 10:45:38,4.823474,577,179,514,-167,2913,741
22-May-2017 12:00:38,4.843741,567,184,512,-170,2933,756
22-May-2017 13:00:43,4.843741,561,187,511,-171,2935,758
22-May-2017 14:00:38,4.823474,553,184,508,-175,2931,763
22-May-2017 14:30:40,4.823474,548,181,506,-172,2931,753
22-May-2017 14:45:36,4.823474,548,181,506,-172,2931,753
22-May-2017 15:30:37,4.823474,548,184,506,-173,2937,761
22-May-2017 15:45:37,4.823474,548,184,506,-173,2937,761
22-May-2017 16:00:38,4.823474,548,184,506,-173,2937,761
22-May-2017 17:30:39,4.744076,537,183,495,-169,2930,769
22-May-2017 21:00:39,4.648429,548,186,486,-166,2921,763
22-May-2017 22:00:38,4.62976,543,182,484,-167,2905,753
22-May-2017 22:15:38,4.62976,543,182,484,-167,2905,753
23-May-2017 04:15:38,4.556563,559,187,483,-166,2900,756
23-May-2017 05:00:36,4.538623,560,191,480,-168,2897,761
23-May-2017 05:15:41,4.538623,563,185,481,-166,2898,760
23-May-2017 05:30:36,4.538623,563,185,481,-166,2898,760
23-May-2017 06:00:35,4.520825,561,186,482,-169,2892,751
23-May-2017 07:00:35,4.556563,563,181,482,-164,2949,758
23-May-2017 07:15:37,4.574645,565,185,480,-163,2973,767
23-May-2017 07:45:37,4.59287,565,183,482,-163,2992,768
23-May-2017 08:15:37,4.611241,560,175,481,-167,2995,762
23-May-2017 10:00:38,4.556563,554,179,480,-165,3013,762
23-May-2017 13:30:40,5.764051,531,179,479,-166,3020,770
23-May-2017 15:45:37,5.764051,519,174,471,-158,3021,771
23-May-2017 17:45:38,5.706982,515,182,466,-160,3008,782
23-May-2017 18:00:37,5.706982,515,183,466,-159,3010,780
23-May-2017 18:45:37,5.569132,515,184,463,-163,3006,785
23-May-2017 19:45:37,5.651031,518,180,462,-158,3003,786
23-May-2017 22:45:36,5.623465,524,178,456,-157,2992,768
23-May-2017 23:45:36,5.596167,531,176,457,-158,2989,772
24-May-2017 00:00:37,5.596167,531,181,456,-157,2995,784
24-May-2017 01:15:37,5.569132,534,185,457,-159,2997,776
24-May-2017 01:45:37,5.569132,537,186,457,-160,2999,776
24-May-2017 02:30:36,5.569132,538,184,457,-159,2997,786
24-May-2017 05:15:37,5.515839,541,185,458,-156,3005,774
24-May-2017 05:30:37,5.515839,541,185,458,-156,3005,774
24-May-2017 06:15:36,5.515839,541,192,456,-160,3002,767
24-May-2017 06:45:42,5.489573,543,180,456,-157,3016,786
24-May-2017 07:15:43,5.515839,541,181,457,-156,3013,769
24-May-2017 08:45:38,5.542357,545,183,457,-157,3044,780
24-May-2017 09:15:37,5.542357,536,179,458,-157,3040,779
24-May-2017 10:15:46,5.569132,534,184,460,-158,3063,786
24-May-2017 14:30:37,5.542357,509,177,453,-156,3109,789
24-May-2017 15:00:40,5.569132,501,167,452,-154,3111,788
24-May-2017 16:00:51,5.515839,499,180,452,-160,3112,790
24-May-2017 21:00:37,5.437785,503,178,439,-150,3228,830
25-May-2017 05:45:43,5.337085,518,172,427,-139,3768,800
25-May-2017 06:15:40,5.337085,517,169,426,-137,3762,795
25-May-2017 07:00:38,5.337085,519,165,426,-140,3762,793
25-May-2017 11:00:37,5.412255,509,170,430,-144,3777,817
25-May-2017 11:45:39,5.412255,506,165,430,-140,3774,809
25-May-2017 12:00:35,5.386964,501,169,429,-141,3768,812
25-May-2017 12:15:41,5.386964,501,169,429,-141,3768,812
25-May-2017 12:45:36,5.386964,499,168,430,-144,3763,813
25-May-2017 13:15:36,5.412255,499,168,430,-146,3764,819
25-May-2017 13:45:39,5.386964,495,164,426,-141,3752,812
25-May-2017 14:00:36,5.386964,492,164,427,-148,3744,820
25-May-2017 14:15:36,5.386964,492,164,427,-148,3744,820
25-May-2017 14:30:36,5.361909,490,172,429,-147,3746,838
25-May-2017 15:00:37,5.361909,487,157,426,-140,3741,811
25-May-2017 15:15:37,5.361909,487,157,426,-140,3741,811
25-May-2017 15:45:36,5.361909,488,166,427,-142,3743,829
25-May-2017 16:15:36,5.361909,485,158,422,-139,3736,815
25-May-2017 16:45:36,5.361909,481,171,424,-143,3732,835
25-May-2017 17:15:36,5.337085,481,163,421,-141,3722,825
25-May-2017 17:30:36,5.337085,485,168,423,-140,3719,828
25-May-2017 18:00:36,5.31249,487,168,421,-144,3704,820
25-May-2017 18:30:37,5.31249,484,159,419,-140,3693,820
25-May-2017 18:45:36,5.31249,484,159,419,-140,3693,820
25-May-2017 19:45:36,5.288121,488,166,419,-138,3670,827
25-May-2017 20:15:36,5.263974,487,163,418,-140,3653,823
25-May-2017 21:00:36,5.240047,493,174,414,-141,3617,823
25-May-2017 21:30:35,5.240047,490,175,417,-143,3604,828
26-May-2017 05:45:36,5.169553,507,179,417,-140,3507,818
26-May-2017 07:00:36,5.169553,509,176,415,-143,3497,816
26-May-2017 07:45:35,5.123602,514,176,415,-140,3480,822
26-May-2017 08:45:35,5.169553,515,174,417,-142,3501,827
26-May-2017 09:00:48,5.169553,515,174,417,-142,3501,827
26-May-2017 09:45:36,5.19284,511,163,463,-153,3540,820
26-May-2017 11:15:41,5.240047,510,176,529,-182,3524,829
26-May-2017 12:45:37,5.146475,504,170,506,-173,3499,829
26-May-2017 13:45:35,5.169553,498,171,496,-168,3487,831
26-May-2017 14:00:35,5.012219,498,161,491,-159,3482,825
26-May-2017 14:15:35,5.012219,498,161,491,-159,3482,825
26-May-2017 14:30:35,5.100931,497,162,488,-165,3469,827
26-May-2017 14:45:35,5.100931,497,162,488,-165,3469,827
26-May-2017 15:00:36,5.056186,496,170,485,-163,3468,843
26-May-2017 15:45:42,5.169553,499,170,485,-161,3461,834
26-May-2017 16:00:35,5.100931,494,174,481,-164,3452,843
26-May-2017 16:45:35,5.216337,467,119,479,-162,3442,825
26-May-2017 17:00:37,5.056186,489,168,472,-159,3442,835
26-May-2017 17:15:56,5.056186,489,168,472,-159,3442,835
26-May-2017 17:45:35,5.078459,491,162,474,-164,3437,826
26-May-2017 19:00:40,5.100931,493,176,467,-161,3468,847
27-May-2017 07:30:35,4.843741,521,167,446,-144,3518,816
29-May-2017 05:45:32,4.416898,653,149,5191,-937,2961,749
29-May-2017 07:00:37,4.59287,669,152,6971,-966,2866,690
29-May-2017 08:00:33,4.59287,778,173,8618,-943,2775,629
29-May-2017 13:30:32,3.947981,3182,702,5122,-684,2766,640
29-May-2017 18:45:31,4.073535,2671,511,2983,-551,2948,711
29-May-2017 20:00:32,4.503165,2508,487,2515,-518,3012,743
29-May-2017 20:15:32,4.503165,2457,484,2423,-514,3021,751
29-May-2017 20:45:32,4.485644,2410,473,2339,-500,3037,746
29-May-2017 21:30:32,4.468257,2356,467,2258,-498,3044,751
29-May-2017 21:45:32,4.468257,2306,475,2181,-484,3053,763
29-May-2017 22:15:31,4.350228,2251,459,2115,-473,3061,762
