when,module,battery,wetness,rain,temperature
2017-05-04 12:32:11.924,5,5.02608394622803,1023,0,28.3125
2017-05-04 12:32:26.113,5,5.02608394622803,1023,0,28.375
2017-05-04 12:43:19.242,5,5.02608394622803,1023,0,28.3125
2017-05-04 13:11:32.088,5,5.02608394622803,1023,0,28.125
2017-05-04 13:12:51.706,5,5.02608394622803,1022,0,28.125
2017-05-04 13:41:42.306,5,5.02608394622803,1023,0,29.0625
2017-05-04 13:42:17.120,5,5.02608394622803,986,0,29.0625
2017-05-04 13:43:46.792,5,5.04872465133667,991,0,29
2017-05-04 13:43:53.897,5,5.04872465133667,994,0,29
2017-05-04 13:46:13.673,5,5.02608394622803,991,0,29.0625
2017-05-04 13:49:04.892,5,5.02608394622803,1000,0,29.25
2017-05-04 14:20:17.620,5,5.02608394622803,1023,0,28.6875
2017-05-04 14:50:26.871,5,5.02608394622803,1023,0,28
2017-05-04 15:20:34.206,5,5.02608394622803,1023,0,28.25
2017-05-04 15:50:42.631,5,5.02608394622803,1023,0,28.4375
2017-05-04 16:20:52.069,5,5.02608394622803,1023,0,28.625
2017-05-04 16:51:00.349,5,5.02608394622803,1023,0,28.875
2017-05-04 17:21:07.678,5,5.02608394622803,1023,0,29.0625
2017-05-04 17:51:10.810,5,5.02608394622803,1023,0,29.25
2017-05-04 18:21:09.377,5,5.02608394622803,1023,0,29.375
2017-05-04 18:51:07.921,5,5.02608394622803,1020,0,29.5
2017-05-04 19:21:02.333,5,5.02608394622803,1021,0,29.5
2017-05-04 19:50:56.504,5,5.02608394622803,1017,0,29.5
2017-05-04 20:20:48.669,5,5.02608394622803,1007,0,29.5
2017-05-04 20:50:38.921,5,5.02608394622803,975,0,29.4375
2017-05-04 21:20:27.906,5,5.02608394622803,964,0,29.375
2017-05-04 21:50:16.311,5,5.02608394622803,974,0,29.3125
2017-05-04 22:20:04.446,5,5.02608394622803,983,0,29.1875
2017-05-04 22:49:52.328,5,5.02608394622803,988,0,29.125
2017-05-04 23:19:39.866,5,5.02608394622803,971,0,29
2017-05-04 23:49:27.444,5,5.02608394622803,951,0,28.875
2017-05-05 00:19:15.526,5,5.02608394622803,976,0,28.75
2017-05-05 00:49:03.776,5,5.02608394622803,994,0,28.6875
2017-05-05 01:18:52.038,5,5.02608394622803,998,0,28.5625
2017-05-05 01:48:40.556,5,5.02608394622803,383,1,28.5
2017-05-05 02:18:29.253,5,5.02608394622803,639,0,28.4375
2017-05-05 02:48:17.910,5,5.02608394622803,252,1,28.375
