when,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
20-May-2017 23:30:39,5.07433,2569,3228,397,2189,637,6598
21-May-2017 00:15:41,5.07433,2442,2957,400,2192,955,6096
21-May-2017 01:45:40,5.07433,2559,3174,394,2190,744,6030
21-May-2017 02:00:39,5.07433,2559,3174,394,2190,744,6030
21-May-2017 02:30:39,5.07433,2556,3160,392,2178,734,5933
21-May-2017 02:45:40,5.07433,2420,2903,397,2183,725,6070
21-May-2017 03:30:39,5.07433,2332,2711,412,2175,774,5735
21-May-2017 03:45:40,5.07433,2544,3122,401,2186,766,5633
21-May-2017 04:00:40,5.07433,2544,3122,401,2186,766,5633
21-May-2017 04:15:42,5.07433,2263,2557,413,2186,764,5992
21-May-2017 05:00:38,5.07433,2303,2641,408,2176,724,6069
21-May-2017 05:15:40,5.07433,2304,2639,407,2184,794,6166
21-May-2017 05:30:39,5.07433,2304,2639,407,2184,794,6166
21-May-2017 05:45:39,5.07433,2240,2495,402,2213,822,5873
21-May-2017 07:15:46,5.07433,3384,4790,403729,816859,235,6422
21-May-2017 08:45:40,5.07433,519,-901,404669,818739,382,77
21-May-2017 09:45:39,5.07433,487,-944,405609,820619,-8,-26
21-May-2017 10:00:38,5.07433,487,-944,405609,820619,-8,-26
21-May-2017 10:30:44,5.07433,482,-941,406079,821559,-2,-16
21-May-2017 11:30:40,5.07433,472,-923,406549,822499,4,8
21-May-2017 11:45:40,5.07433,472,-922,406549,822499,2,9
21-May-2017 12:15:40,5.07433,471,-921,407019,823439,10,25
21-May-2017 13:15:42,5.07433,466,-915,407019,823439,0,4
21-May-2017 13:30:46,5.07433,466,-915,407019,823439,0,4
21-May-2017 13:45:40,5.07433,467,-915,437,2371,5,15
21-May-2017 14:00:39,5.07433,467,-915,437,2371,5,15
21-May-2017 14:15:40,5.07433,460,-902,421,2322,1,2
21-May-2017 15:00:38,5.07433,456,-897,430,2345,0,4
21-May-2017 15:30:40,5.07433,455,-893,439,2338,-3,-10
21-May-2017 16:00:39,5.07433,458,-896,414,2220,0,-13
21-May-2017 17:15:41,5.07433,729,-380,410,2191,373,2250
21-May-2017 17:30:39,5.07433,729,-380,410,2191,373,2250
21-May-2017 17:45:43,5.07433,1472,1091,403,2206,-11,3971
22-May-2017 00:30:39,5.07433,3668,5305,400,2218,-162,7037
22-May-2017 01:15:38,5.07433,3404,4790,394,2206,156,6265
22-May-2017 01:30:39,5.07433,3432,4825,404,2215,156,6265
22-May-2017 03:30:39,5.07433,3304,4537,406,2179,0,5638
22-May-2017 04:00:40,5.07433,3184,4287,408,2177,137,6069
22-May-2017 04:15:38,5.07433,3184,4287,408,2177,137,6069
22-May-2017 04:45:38,5.07433,3298,4514,401,2172,98,6148
22-May-2017 05:00:39,5.07433,3370,4641,403,2168,271,6390
22-May-2017 05:15:38,5.07433,3370,4641,403,2168,271,6390
22-May-2017 05:30:39,5.07433,3046,3985,409,2174,333,5678
22-May-2017 05:45:38,5.07433,3046,3985,409,2174,333,5678
22-May-2017 06:00:39,5.07433,2885,3671,410,2166,475,6215
22-May-2017 06:30:39,5.07433,3258,4409,605359,1220119,336,6310
22-May-2017 06:45:37,5.07433,3258,4409,605359,1220119,336,6310
22-May-2017 07:00:40,5.07433,3560,5014,606064,1221529,-33,6511
22-May-2017 07:15:37,5.07433,3560,5014,606064,1221529,-33,6511
22-May-2017 07:45:39,5.07433,2222,2341,606769,1222939,-176,6227
22-May-2017 08:15:37,5.07433,1095,91,404199,817799,823,1649
22-May-2017 08:45:38,5.07433,548,-978,405139,819679,201,41
22-May-2017 09:00:39,5.07433,525,-1012,405609,820619,3,-13
22-May-2017 09:15:37,5.07433,525,-1012,405609,820619,3,-13
22-May-2017 09:45:38,5.07433,514,-1004,406079,821559,-8,-25
22-May-2017 11:00:39,5.07433,495,-970,406549,822499,4,8
22-May-2017 11:15:56,5.07433,495,-970,406549,822499,4,8
22-May-2017 11:30:39,5.07433,491,-961,407019,823439,-1,2
22-May-2017 11:45:38,5.07433,491,-961,407019,823439,-1,2
22-May-2017 12:15:38,5.07433,491,-962,407019,823439,-2,0
22-May-2017 12:30:39,5.07433,488,-959,407019,823439,0,4
22-May-2017 13:30:40,5.07433,487,-957,352,2194,0,4
22-May-2017 13:45:40,5.07433,487,-957,352,2194,0,4
22-May-2017 14:15:38,5.07433,487,-955,406079,821559,-3,-3
22-May-2017 15:45:38,5.07433,481,-943,348,2171,-9,-29
22-May-2017 16:15:41,5.07433,485,-946,408,2219,33,10
22-May-2017 18:15:38,5.07433,1391,832,422,2274,-815,5890
22-May-2017 18:45:47,5.07433,1915,1856,402,2166,-764,6462
22-May-2017 20:45:40,5.07433,3133,4218,396,2150,-806,6848
22-May-2017 21:15:40,5.07433,3196,4343,398,2146,-571,7318
22-May-2017 21:30:41,5.07433,3347,4629,394,2157,-696,7301
22-May-2017 22:00:39,5.07433,3416,4755,397,2151,-730,7234
23-May-2017 04:15:40,5.07433,2705,3212,399,2188,690,6019
23-May-2017 04:30:41,5.07433,2705,3212,399,2188,690,6019
23-May-2017 04:45:43,5.07433,2580,2942,407,2169,876,6706
23-May-2017 05:15:43,5.07433,2534,2837,402,2168,1034,6255
23-May-2017 06:00:37,5.07433,2457,2671,406,2165,698,5583
23-May-2017 07:30:39,5.07433,3446,4652,606769,1222939,-436,7587
23-May-2017 07:45:39,5.07433,1947,1672,607474,1224349,1223,2449
23-May-2017 08:00:37,5.07433,1947,1672,607474,1224349,1223,2449
23-May-2017 08:15:39,5.07433,1133,55,405139,819679,789,1581
23-May-2017 08:30:41,5.07433,1133,55,405139,819679,789,1581
23-May-2017 09:00:48,5.07433,588,-998,405139,819679,334,76
23-May-2017 10:00:39,5.07433,536,-1053,406079,821559,-3,-7
23-May-2017 14:30:45,5.07433,512,-993,405139,819679,27,-3
23-May-2017 15:30:37,5.07433,504,-992,405139,819679,6,-12
23-May-2017 16:00:39,5.07433,502,-988,404669,818739,32,-4
23-May-2017 19:00:41,5.07433,3245,4392,404,2171,-274,8224
23-May-2017 20:00:38,5.07433,3347,4564,401,2155,-313,8146
23-May-2017 20:30:38,5.07433,3567,4987,405,2159,98,8890
23-May-2017 22:00:44,5.07433,3617,5037,404,2168,335,9667
23-May-2017 22:30:38,5.07433,3611,5007,401,2172,-470,7922
24-May-2017 00:00:38,5.07433,3409,4570,408,2168,-470,7921
24-May-2017 00:30:38,5.07433,3273,4295,404,2186,235,8122
24-May-2017 02:00:36,5.07433,2975,3668,408,2185,608,7913
24-May-2017 03:15:38,5.07433,2969,3622,405,2189,641,7580
24-May-2017 03:45:38,5.07433,2615,2909,412,2204,869,6854
24-May-2017 04:45:38,5.07433,2444,2552,413,2199,828,6668
24-May-2017 09:15:38,5.07433,582,-1118,405139,819679,28,-3
24-May-2017 10:15:50,5.07433,563,-1104,406079,821559,-5,-10
24-May-2017 13:45:39,5.07433,537,-1057,407019,823439,0,0
24-May-2017 20:15:39,5.07433,3676,5122,400,2191,-582,7608
25-May-2017 05:30:38,5.07433,2131,1808,411,2205,548,7205
25-May-2017 06:30:38,5.07433,2529,2573,417,2217,1175,9869
25-May-2017 07:00:40,5.07433,3629,4768,433,2265,1339,11891
25-May-2017 10:45:47,5.07433,582,-1147,406079,821559,-2,0
25-May-2017 11:00:38,5.07433,576,-1135,405609,820619,-5,-19
25-May-2017 11:30:47,5.07433,572,-1126,406079,821559,-2,0
25-May-2017 12:00:37,5.07433,568,-1119,406549,822499,6,17
25-May-2017 14:30:37,5.07433,556,-1094,406079,821559,-2,-5
25-May-2017 15:00:39,5.07433,557,-1094,405609,820619,0,-22
25-May-2017 15:30:38,5.07433,555,-1074,404669,818739,60,14
25-May-2017 17:00:38,5.07433,759,-698,279,2018,1265,-757
25-May-2017 18:30:44,5.07433,3710,5124,422,2209,2200,4403
25-May-2017 19:00:38,5.07433,3678,5059,419,2195,564,10528
25-May-2017 20:45:37,5.07433,3357,4334,416,2203,1128,11468
26-May-2017 05:45:38,5.07433,2669,2782,414,2230,893,10810
26-May-2017 06:15:37,5.07433,2620,2685,423,2228,611,10434
26-May-2017 06:45:37,5.07433,2997,3425,432,2220,1574,12361
26-May-2017 08:45:37,5.07433,1144,-246,404669,818739,899,1329
26-May-2017 10:00:35,5.07433,634,-1223,609589,1228579,60,20
26-May-2017 10:30:37,5.07433,632,-1200,405609,820619,94,17
26-May-2017 12:00:37,5.07433,620,-1220,406079,821559,-3,-23
26-May-2017 12:30:37,5.07433,615,-1204,404669,818739,39,4
26-May-2017 13:00:37,5.07433,617,-1217,407019,823439,0,0
26-May-2017 14:00:37,5.07433,606,-1195,406079,821559,-3,-3
26-May-2017 14:30:37,5.07433,606,-1196,406079,821559,0,0
26-May-2017 17:30:36,5.07433,3286,4122,435,2267,3054,6111
26-May-2017 18:30:36,5.07433,3545,4604,414,2302,7167,14336
27-May-2017 07:30:37,5.07433,2122,1508,606769,1222939,1488,7833
27-May-2017 07:45:37,5.07433,1742,766,404434,818269,666,4777
27-May-2017 10:15:36,5.07433,659,-1302,407019,823439,8,17
27-May-2017 16:45:33,5.07433,650,-1170,473,2422,520,83
27-May-2017 17:45:33,5.07433,1353,190,441,2298,2525,5052
27-May-2017 18:15:32,5.07433,1523,508,452,2322,6696,13395
27-May-2017 19:15:33,5.07433,2195,1806,445,2299,-1,0
27-May-2017 20:15:32,5.07433,3087,3566,445,2281,-1,0
27-May-2017 20:45:32,5.07433,3459,4299,447,2282,-1,0
27-May-2017 21:15:32,5.07433,3500,4361,447,2269,-1,0
27-May-2017 22:15:32,5.07433,3632,4600,450,2278,-1,0
27-May-2017 22:45:32,5.07433,3625,4586,449,2275,-1,0
27-May-2017 23:15:31,5.07433,3554,4426,450,2279,-2350,4699
28-May-2017 00:15:36,5.07433,3705,4701,446,2297,-2350,4699
28-May-2017 00:45:31,5.07433,3704,4697,446,2298,-2350,4699
28-May-2017 03:30:33,5.07433,3065,3359,442,2306,-2350,4699
28-May-2017 04:30:32,5.07433,2667,2549,457,2310,-2350,4699
28-May-2017 05:30:32,5.07433,2674,2545,452,2339,-2350,4699
28-May-2017 06:30:33,5.07433,2608,2407,368753,746907,-2350,4699
28-May-2017 07:30:32,5.07433,3056,3308,606064,1221529,-2350,4699
28-May-2017 08:30:31,5.07433,3087,3379,404199,817799,5287,10576
28-May-2017 09:00:33,5.07433,1966,1154,403729,816859,2349,4701
28-May-2017 09:30:31,5.07433,2456,2148,403729,816859,4699,9401
28-May-2017 11:00:31,5.07433,714,-1306,404669,818739,278,148
28-May-2017 11:30:31,5.07433,681,-1343,406079,821559,-12,-25
28-May-2017 12:00:32,5.07433,681,-1320,404669,818739,85,17
28-May-2017 13:00:32,5.07433,693,-1278,404669,818739,220,107
28-May-2017 13:30:31,5.07433,674,-1312,405139,819679,28,2
28-May-2017 14:00:32,5.07433,713,-1214,404199,817799,411,173
28-May-2017 14:30:31,5.07433,704,-1238,404669,818739,325,143
28-May-2017 15:00:32,5.07433,691,-1264,404669,818739,250,99
28-May-2017 16:00:33,5.07433,677,-1275,404669,818739,246,154
28-May-2017 16:30:31,5.07433,921,-776,403729,816859,894,1791
28-May-2017 17:00:36,5.07433,1762,881,606064,1221529,3524,7050
29-May-2017 01:15:30,5.07433,2752,2662,402789,814979,-2350,4699
29-May-2017 01:45:31,5.07433,2778,2693,605124,1219649,-1,0
29-May-2017 02:45:31,5.07433,1696,2038,401614,812629,-1,0
29-May-2017 03:15:31,5.07433,2810,1679,604419,1218239,-1,0
29-May-2017 06:45:32,5.07433,2539,1785,98817,207034,-1,0
29-May-2017 13:45:32,5.07433,1919,1175,-2350,4699,5874,11751
29-May-2017 14:15:32,5.07433,2325,2019,-2350,4699,7049,14101
29-May-2017 19:15:32,5.07433,2202,1938,-2350,4699,-1,0
29-May-2017 19:45:32,5.07433,2180,1912,-2350,4699,-1,0
