2016,12,28,12,09,54,31.50,4.78,24730,8473,22077,20738,21841,21330,20680,20366,20680,20522,20395,20680,19910,-3856,-3901,-3881,-3893,-3874,-3885,-3930,-3905,-3893,-3892,,-27563,13780,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27612,27539,27575,27575,27539,27575,27539,27575,27539,27575,27539,-2,-4689,-4689,-4689,-4689,-4694,-4689,-4689,-4694,-4689,-4694,-4689,-4689,-4689,-4689,-4689,-4689,-4689,-4683,-4689,-4689,-4689,-4689,-4689,
2016,12,28,12,10,18,31.50,4.80,24821,8504,22077,21699,20680,21330,20709,20709,21330,20680,20709,20089,20060,-3879,-3901,-3911,-3900,-3896,-3931,-3895,-3912,-3917,-3928,,-27579,13788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27649,27575,27575,27575,27575,27575,27575,27575,27575,27539,27575,1,-4690,-4689,-4689,-4689,-4689,-4694,-4689,-4694,-4689,-4689,-4694,-4689,-4689,-4694,-4689,-4689,-4694,-4694,-4689,-4694,-4689,-4694,-4689,
2016,12,28,12,10,30,31.50,4.80,24860,8538,21391,21699,21330,22015,21360,20709,20709,20709,20709,20551,19471,-3856,-3888,-3893,-3896,-3861,-3889,-3930,-3870,-3917,-3904,,-28801,14399,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29047,28773,29009,28970,28970,28734,29009,28427,29009,28427,28427,10,-4684,-4662,-4667,-4667,-4667,-4678,-4678,-4689,-4694,-4694,-4689,-4694,-4694,-4689,-4689,-4694,-4689,-4689,-4694,-4689,-4683,-4694,-4683,
2016,12,28,12,26,44,31.00,4.87,25419,8756,20639,20768,20580,21090,21933,21391,21729,21729,21391,22769,22108,-3927,-3938,-3947,-3935,-3946,-3945,-3980,-3979,-3943,-3983,,-44004,22001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43393,44314,43792,43792,43737,44370,43737,44370,44370,44370,43792,1,-4643,-4646,-4646,-4635,-4646,-4640,-4646,-4640,-4646,-4646,-4640,-4646,-4645,-4646,-4645,-4640,-4645,-4645,-4646,-4646,-4640,-4640,-4656,
2016,12,28,12,27,00,31.00,4.98,27186,9620,23630,24406,23402,23402,22833,23565,23210,23178,23210,22077,22434,-3950,-3949,-3971,-3982,-3969,-3969,-3985,-3966,-3990,-3989,-3989,-44427,22212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44482,44370,44426,44426,44426,44426,44426,44426,44426,44426,44426,1,-4644,-4646,-4646,-4646,-4646,-4640,-4646,-4646,-4646,-4640,-4646,-4646,-4646,-4646,-4646,-4646,-4640,-4646,-4646,-4646,-4646,-4646,-4646,
2016,12,28,12,28,00,31.25,4.93,27307,9697,25043,23963,23996,23565,23370,23145,22801,23145,22801,22956,22077,-3951,-3937,-3948,-3946,-3946,-3979,-3943,-3989,-3942,-3964,-3981,-44904,22451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44426,44426,45567,44426,44258,44314,45509,45567,45567,44314,45567,-1,-4645,-4646,-4646,-4646,-4646,-4646,-4646,-4640,-4640,-4656,-4656,-4646,-4646,-4646,-4640,-4646,-4651,-4646,-4646,-4645,-4646,-4645,-4646,
2016,12,28,13,08,26,32.00,4.87,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,125048,62523,-1,-1,-1,-1,-1,-1,1375533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,28,13,08,28,32.00,4.87,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4698,-4694,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4694,,
2016,12,28,13,09,00,32.00,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-4698,-4689,-4700,-4694,-4700,-4700,-4694,-4694,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,28,13,10,00,32.00,4.96,-9,232,215,221,221,233,221,239,233,233,239,221,233,215,233,233,244,233,233,244,239,244,250,244,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,28,13,11,00,32.00,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,234,227,250,239,245,245,245,245,245,245,245,251,204,221,215,221,227,233,227,233,233,244,233,0,-4699,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,,
2016,12,28,13,12,00,31.75,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,233,233,244,238,244,238,256,256,250,250,256,250,203,220,214,220,220,220,226,232,226,226,221,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,28,13,13,00,32.00,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1171867,585932,1012850,1358300,1358300,1356733,1358300,1017550,1017550,1017550,1017550,1017550,1358300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,14,00,32.00,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1030169,515083,1015200,1018725,1359866,1017550,1017550,1017550,1017550,1017550,814040,1018725,1017550,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-224,-249,-227,-227,-222,-216,-222,-222,-232,-211,-222,-227,-265,-233,-222,-222,-217,-222,-222,-217,-217,-211,-217,
2016,12,28,13,15,00,32.00,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,237,217,240,251,252,257,257,257,257,257,246,258,215,210,221,227,221,233,233,227,233,239,233,-1,-4699,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,16,00,32.00,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821561,410779,676800,816860,814980,815920,1019900,814980,814980,814980,815920,815920,815920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,17,00,32.00,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,859096,429547,813100,1021075,815920,815920,815920,814980,1021075,679150,815920,815920,1021075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4699,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,18,00,32.00,4.93,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,821596,410797,676016,815920,814980,815920,814980,814980,1021075,815920,815920,815920,815920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,19,00,32.00,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,755248,377623,814980,679933,679150,816860,680716,681500,681500,818740,817800,818740,817800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,20,00,32.00,4.89,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,747122,373560,813100,679150,679150,679150,1021075,679150,678366,679150,814980,815920,679150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,13,21,00,32.00,4.91,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,703519,351758,676016,815920,815920,678366,678366,679150,679150,679150,679150,679150,678366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,28,15,39,56,31.00,4.20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,231,220,232,244,238,238,238,244,244,250,244,238,208,220,221,221,227,227,227,227,227,227,227,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,28,15,40,00,31.00,4.68,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,229,213,237,237,237,237,243,243,243,243,243,243,207,213,219,219,219,225,219,225,225,225,225,2,-4699,-4683,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
