2016,12,29,08,28,20,23.75,5.53,-36461,,1395900,1399033,1399033,1399033,1399033,1048100,1402166,1403733,1403733,1403733,1403733,1405300,1405300,1405300,1405300,1405300-1052836,,350541,350541,350541,350541,350933,350933,350541,350933,350933,350933,350933,1403733,1403733,1403733,1403733,1403733,1403733,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
2016,12,29,08,29,00,24.50,5.00,50133,1357195,1363000,1352033,1352033,1352033,2028050,1347333,1348900,1348900,1350466,1011675,1350466,1014025,1363000,1364566,1364566,1364566-1080490,850955,290728,318876,318876,242741,320323,321046,321046,321046,321046,321046,321046,1391200,1391200,1391200,1391200,1391200,1391200,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,,
