63.718,44.708,19.413,3.5902
64.221,45.17,19.583,3.5961
63.805,45.486,19.735,3.6019
64.794,45.872,19.875,3.6078
64.636,46.182,20.208,3.6019
64.531,46.129,20.319,3.5961
64.478,46.147,20.588,3.561
62.928,46.129,20.682,3.6662
63.18,45.889,20.77,3.7832
64.162,45.819,20.863,3.8475
64.162,45.732,20.869,3.7949
64.057,45.544,20.904,3.7247
63.747,45.544,20.992,3.9528
64.004,45.696,20.992,3.8767
62.718,45.626,21.027,3.8943
63.946,45.41,20.962,3.8943
63.946,45.24,20.916,3.7598
63.946,45.24,20.98,3.8884
63.794,45.153,20.968,3.7656
63.794,45.153,21.021,3.7656
63.075,45.088,21.021,3.6662
64.478,45.41,21.085,3.5025
64.683,45.346,21.15,3.6136
64.735,45.732,21.173,3.6312
64.63,45.889,21.378,3.4908
64.267,46.234,21.582,3.485
64.636,46.129,21.869,3.6136
64.209,46.217,22.015,3.485
64.63,46.772,22.331,3.4908
64.308,46.685,22.576,3.4791
64.729,46.439,22.728,3.4791
64.361,46.439,22.921,3.4967
64.472,46.351,23.108,3.6312
64.519,46.182,23.132,3.6195
64.472,46.421,23.266,3.6195
64.677,46.334,23.296,3.6195
64.835,46.421,23.29,3.6253
64.577,46.421,23.272,3.7656
64.952,46.252,23.208,3.7773
64.735,46.492,23.249,3.6312
63.735,46.404,23.22,3.7832
64.63,46.404,23.132,3.789
64.835,46.492,22.886,3.6429
64.729,46.492,22.676,3.6487
65.057,46.579,22.781,3.6838
65.057,46.843,22.933,3.5084
65.215,46.93,23.085,3.4908
65.758,47.106,23.278,3.6487
65.981,47.106,23.488,3.637
66.478,47.269,23.781,3.6604
66.706,47.34,24.05,3.6487
66.904,47.427,24.371,3.6487
67.29,47.427,24.693,3.5084
67.027,48.24,25.02,3.5084
67.197,47.503,25.377,3.4967
67.676,46.971,25.529,3.485
67.676,47.474,25.751,3.4967
67.741,47.474,25.939,3.637
67.706,47.568,26.009,3.4908
66.524,47.568,25.968,3.6429
67.594,48.193,26.026,3.6429
66.589,47.55,26.096,3.6429
67.384,47.462,25.816,3.5025
67.559,47.462,25.605,3.5025
68.01,47.55,25.401,3.6429
66.975,47.644,25.348,3.5084
66.975,47.375,25.348,3.6545
66.975,47.72,25.465,3.6604
67.086,47.731,25.529,3.6662
66.975,47.831,25.716,3.5025
67.431,47.918,25.886,3.5025
67.945,47.755,26.278,3.6838
68.121,47.755,26.588,3.5259
68.033,48.263,27.032,3.6779
68.144,48.176,27.324,3.5201
68.214,48.1,27.728,3.5259
68.501,48.263,28.055,3.5142
69.121,47.907,28.552,3.5201
69.039,48.152,28.932,3.5084
69.08,48.866,29.236,3.4908
69.05,49.035,29.488,3.4967
69.05,49.035,29.64,3.6429
69.01,49.094,29.739,3.5025
70.296,48.129,29.728,3.6604
68.53,48.392,29.786,3.5025
69.121,48.392,29.605,3.6487
68.893,48.831,29.64,3.6487
68.711,49.193,29.54,3.5142
68.46,48.48,28.821,3.5142
68.349,49.45,28.459,3.5142
68.121,48.468,28.441,3.6779
68.121,48.825,28.225,3.5259
68.349,48.755,28.465,3.5201
68.752,49.117,28.739,3.5259
68.553,48.831,29.207,3.4967
68.863,49.199,29.938,3.5084
68.682,49.287,30.377,3.5318
69.091,50.123,30.64,3.5376
68.191,49.298,31.014,3.5259
69.495,48.573,31.3,3.5318
69.337,49.199,31.681,3.5259
70.22,49.462,31.92,3.5259
70.027,49.363,32.154,3.5201
70.027,49.363,32.552,3.4908
69.723,49.45,32.669,3.5084
69.799,50.175,32.774,3.5142
68.781,49.608,32.832,3.5142
69.682,49.702,33.014,3.5084
69.454,49.708,33.02,3.5084
69.413,49.708,32.856,3.5259
69.419,49.333,32.78,3.9645
69.308,49.146,32.686,3.5259
68.852,49.883,32.61,3.6896
68.963,49.79,32.452,3.5318
68.805,50.07,32.406,3.5259
68.033,50.164,32.265,3.7013
68.893,49.79,32.183,3.5259
69.202,50.257,32.078,3.5318
69.202,50.626,32.078,3.5493
69.132,50.813,32.242,3.5551
69.132,51,NaN,3.7189
69.501,50.819,NaN,3.7247
69.577,50.906,NaN,3.5493
69.875,51.438,NaN,3.7013
70.413,51.567,NaN,3.713
70.372,51.626,NaN,3.5434
70.027,51.38,NaN,3.5259
69.758,51.298,NaN,3.5084
69.799,51.503,NaN,3.5142
70.144,51.503,NaN,3.5142
70.027,51.678,NaN,3.5142
69.606,51.713,NaN,3.5201
69.495,51.585,NaN,3.6779
69.08,51.743,NaN,3.5259
68.144,51.807,NaN,3.6896
68.922,51.743,NaN,3.5318
68.764,51.877,NaN,3.5259
68.647,51.906,NaN,3.5376
68.051,51.725,NaN,3.7013
67.518,51.783,NaN,3.5376
67.448,51.269,NaN,3.5318
66.817,51.462,NaN,3.5551
65.981,51.368,NaN,3.5376
65.817,51.748,NaN,3.5551
66.828,52.456,NaN,3.713
66.986,52.549,NaN,3.561
67.787,52.62,NaN,3.5727
67.372,52.672,NaN,3.5668
67.261,52.526,NaN,3.7306
66.706,52.403,NaN,3.5434
67.448,52.602,NaN,3.5434
