codigo_estacao;data;temp_inst;temp_max;temp_min;umid_inst;umid_max;umid_min;pto_orvalho_inst;pto_orvalho_max;pto_orvalho_min;pressao;pressao_max;pressao_min;vento_direcao;vento_vel; vento_rajada;radiacao;precipitacao
A359;13/04/2017 00:00;26,1;26,5;26,0;84;84;82;23,1;23,1;22,9;1000,4;1000,4;999,9;3,1;106;6,0;-3,54;0,0
A359;14/04/2017 23:00;26,2;26,7;26,2;84;84;83;23,2;23,6;23,2;1000,1;1000,1;999,7;2,7;88;6,0;-3,54;0,0
A359;14/04/2017 22:00;26,4;26,6;26,3;85;85;84;23,6;23,6;23,4;999,8;999,8;998,7;3,3;98;6,6;-3,54;0,0
A359;14/04/2017 21:00;26,3;27,3;26,3;84;84;77;23,4;23,5;23,0;998,7;998,7;998,4;2,9;84;5,8;53,39;0,0
A359;14/04/2017 20:00;27,3;27,4;26,8;78;85;77;23,1;24,1;23,1;998,4;998,5;997,4;3,5;92;6,0;288,6;0,0
A359;14/04/2017 19:00;27,2;28,4;27,1;83;83;74;24,0;24,0;23,1;997,4;998,0;997,3;3,3;93;7,7;517,6;0,0
A359;14/04/2017 18:00;28,3;29,3;28,3;74;77;69;23,2;24,8;22,8;997,8;997,9;997,5;4,6;116;9,8;1555,;0,0
A359;14/04/2017 17:00;28,8;31,2;28,5;77;77;67;24,4;25,4;23,4;997,7;998,7;997,7;5,1;113;11,0;2639,;0,0
A359;14/04/2017 16:00;29,3;30,2;25,4;74;88;70;24,3;25,3;21,8;998,7;999,7;998,7;4,8;115;10,9;2447,;2,4
A359;14/04/2017 15:00;30,2;30,8;29,1;70;74;67;24,2;24,7;23,2;999,5;999,9;999,4;4,8;126;10,1;2981,;0,0
A359;14/04/2017 14:00;30,2;30,4;26,8;69;84;69;23,8;25,0;23,2;999,8;1000,3;999,8;5,3;132;10,1;3140,;0,0
A359;14/04/2017 13:00;27,6;29,6;27,5;78;78;69;23,4;24,1;22,5;1000,2;1000,2;999,9;4,5;116;9,0;2287,;0,0
A359;14/04/2017 12:00;27,6;27,6;26,7;76;78;75;23,0;23,0;22,4;1000,1;1000,1;999,5;3,3;135;8,6;658,5;0,0
A359;14/04/2017 11:00;26,8;26,8;26,4;77;79;77;22,4;22,6;22,4;999,6;999,7;998,9;4,3;123;7,8;300,7;0,0
A359;14/04/2017 10:00;26,5;26,5;25,5;79;82;79;22,6;22,7;22,0;998,9;998,9;998,5;3,1;133;7,2;156,8;0,0
A359;14/04/2017 09:00;25,8;25,9;25,1;81;89;81;22,3;23,1;22,3;998,5;998,5;998,0;1,7;139;4,2;3,674;0,0
A359;14/04/2017 08:00;25,1;25,1;23,8;89;92;89;23,1;23,1;22,3;998,1;998,1;997,9;1,9;107;5,0;-3,53;0,0
A359;14/04/2017 07:00;23,9;24,1;23,7;92;92;90;22,4;22,5;22,2;997,9;997,9;997,7;0,6;25;2,0;-3,24;0,0
A359;14/04/2017 06:00;24,1;25,9;24,0;90;90;81;22,3;22,5;21,6;997,8;998,0;997,8;1,0;293;5,3;-3,22;0,0
A359;14/04/2017 05:00;25,9;26,0;25,6;81;83;81;22,5;22,6;22,3;997,9;998,5;997,9;3,0;111;6,8;-3,54;0,0
A359;14/04/2017 04:00;25,8;26,0;25,5;81;84;80;22,3;22,6;22,2;998,5;999,3;998,5;3,5;101;6,8;-3,53;0,0
A359;14/04/2017 03:00;25,5;25,8;25,4;84;84;82;22,5;22,6;22,3;999,3;999,8;999,3;1,9;96;6,1;-3,51;0,0
A359;14/04/2017 02:00;25,7;25,7;25,0;83;87;83;22,5;23,2;22,4;999,8;1000,0;999,8;3,3;102;5,9;-3,46;0,0
A359;14/04/2017 01:00;25,6;25,6;24,5;87;91;87;23,3;23,5;23,0;1000,0;1000,1;999,7;2,8;105;5,2;-2,14;0,2
A359;14/04/2017 00:00;24,4;24,5;24,2;92;92;91;23,0;23,1;22,8;999,6;999,6;999,2;2,0;62;4,5;-2,03;0,0
A359;15/04/2017 23:00;27,1;27,6;27,1;72;73;71;21,6;22,2;21,6;999,1;999,1;998,3;3,9;95;6,8;-3,54;0,0
A359;15/04/2017 22:00;27,5;28,3;27,5;73;73;68;22,2;22,2;21,9;998,3;998,3;997,9;3,6;105;8,4;-3,54;0,0
A359;15/04/2017 21:00;28,3;29,5;28,3;68;68;63;21,9;21,9;21,6;997,9;998,0;997,5;4,5;108;8,0;90,16;0,0
A359;15/04/2017 20:00;29,5;30,5;29,5;62;64;58;21,6;22,6;21,1;997,5;997,5;997,1;3,3;113;9,5;771,9;0,0
A359;15/04/2017 19:00;30,5;31,1;30,5;63;64;60;22,6;23,3;22,1;997,1;997,1;996,9;4,4;116;9,7;1620,;0,0
A359;15/04/2017 18:00;30,9;31,3;30,6;62;65;59;22,7;23,7;22,3;997,0;997,4;997,0;5,3;102;9,7;2387,;0,0
A359;15/04/2017 17:00;31,1;31,5;30,4;64;67;61;23,5;24,1;22,3;997,4;998,2;997,4;4,9;110;10,6;3065,;0,0
A359;15/04/2017 16:00;31,3;31,7;30,1;63;68;61;23,5;24,1;22,4;998,2;999,1;998,2;5,3;114;9,8;3562,;0,0
A359;15/04/2017 15:00;30,1;31,1;29,0;67;69;63;23,4;24,1;22,0;999,1;1000,2;999,1;4,0;122;9,2;2413,;0,0
A359;15/04/2017 14:00;30,4;31,0;29,3;63;71;63;22,6;24,0;22,2;1000,1;1000,3;1000,0;4,7;132;9,7;3443,;0,0
A359;15/04/2017 13:00;29,7;29,8;28,2;70;73;68;23,6;23,6;22,6;1000,2;1000,3;1000,1;5,4;116;9,7;2664,;0,0
A359;15/04/2017 12:00;28,3;28,8;27,8;72;74;69;22,8;23,0;22,0;1000,2;1000,2;999,8;4,2;123;11,6;1990,;0,0
A359;15/04/2017 11:00;27,9;28,1;27,0;71;76;71;22,3;22,7;22,1;999,8;999,9;999,5;4,1;127;9,9;1512,;0,0
A359;15/04/2017 10:00;27,0;27,0;25,5;75;82;75;22,2;22,4;22,0;999,5;999,6;999,1;5,0;130;9,9;448,8;0,2
A359;15/04/2017 09:00;25,5;26,0;25,1;82;84;79;22,2;22,4;22,0;999,1;999,1;998,5;3,5;127;9,0;52,84;0,6
A359;15/04/2017 08:00;25,9;26,6;25,9;79;79;76;22,0;22,4;22,0;998,5;998,5;997,8;3,9;124;12,4;-3,15;0,0
A359;15/04/2017 07:00;26,4;26,6;25,7;78;87;77;22,3;23,3;22,3;997,9;998,4;997,8;4,6;123;10,7;-1,78;0,2
A359;15/04/2017 06:00;25,6;26,0;25,6;87;88;86;23,2;23,6;23,2;998,3;998,9;998,3;3,9;100;8,3;-3,12;0,0
A359;15/04/2017 05:00;25,7;25,7;24,1;88;91;88;23,6;23,6;22,3;998,9;999,9;998,9;4,4;105;8,3;-2,24;0,2
A359;15/04/2017 04:00;24,1;25,7;24,1;90;90;84;22,4;22,8;21,9;999,9;1000,7;999,9;3,1;77;8,1;-2,47;0,2
A359;15/04/2017 03:00;25,2;26,8;25,0;85;85;78;22,4;22,6;21,8;1000,6;1000,8;1000,5;3,7;114;10,4;-2,93;0,6
A359;15/04/2017 02:00;26,7;26,8;26,1;78;79;77;22,4;22,5;22,3;1000,8;1001,1;1000,8;3,9;107;7,7;-3,48;0,0
A359;15/04/2017 01:00;26,2;26,5;26,0;79;81;78;22,4;22,7;22,2;1000,8;1001,1;1000,6;2,2;112;5,4;-3,45;0,0
A359;15/04/2017 00:00;26,2;26,5;26,2;81;84;79;22,6;23,3;22,6;1000,6;1000,6;1000,1;2,5;93;5,6;-3,05;0,0
A359;16/04/2017 23:00;27,4;27,9;27,1;72;74;70;22,0;22,1;21,8;999,4;999,4;998,3;////;////;////;-2,96;0,0
A359;16/04/2017 22:00;27,9;28,3;27,9;70;74;69;21,8;23,2;21,8;998,3;998,3;997,4;////;////;////;-2,74;0,0
A359;16/04/2017 21:00;28,3;29,9;28,3;74;74;59;23,1;23,1;20,9;997,4;997,4;996,9;////;////;////;69,66;0,0
A359;16/04/2017 20:00;29,8;31,1;29,8;59;60;55;21,0;22,1;20,8;996,9;996,9;996,7;////;////;////;700,7;0,0
A359;16/04/2017 19:00;31,0;31,6;31,0;56;60;55;21,1;22,6;21,1;996,7;996,9;996,7;2,7;136;6,4;1657,;0,0
A359;16/04/2017 18:00;31,2;31,4;30,6;57;60;55;21,7;22,3;20,7;996,9;997,0;996,8;3,1;123;7,3;1908,;0,0
A359;16/04/2017 17:00;30,9;32,0;30,6;55;60;53;20,8;22,5;20,6;997,0;997,6;997,0;3,0;143;8,5;2439,;0,0
A359;16/04/2017 16:00;31,2;31,7;30,7;58;60;55;21,9;22,6;21,2;997,6;998,3;997,6;4,6;112;10,1;3377,;0,0
A359;16/04/2017 15:00;31,2;31,5;30,5;57;59;53;21,5;22,4;20,3;998,3;999,3;998,3;4,4;128;9,2;3513,;0,0
A359;16/04/2017 14:00;30,6;30,9;29,7;55;63;54;20,6;22,3;20,3;999,3;999,9;999,2;4,4;150;9,2;3341,;0,0
A359;16/04/2017 13:00;29,8;30,0;29,0;60;64;59;21,1;22,0;20,4;999,9;1000,2;999,9;4,6;131;9,9;2918,;0,0
A359;16/04/2017 12:00;29,4;29,4;28,0;61;66;61;21,1;21,6;20,3;1000,2;1000,2;999,9;3,7;131;12,1;2238,;0,0
A359;16/04/2017 11:00;28,1;28,1;27,0;66;71;65;21,1;21,3;20,6;999,9;999,9;999,2;5,0;126;13,2;1444,;0,0
A359;16/04/2017 10:00;27,1;27,1;26,4;70;76;70;21,2;22,0;21,2;999,2;999,2;998,7;5,2;130;9,7;325,6;0,0
A359;16/04/2017 09:00;26,5;26,6;26,0;76;78;75;21,9;22,0;21,8;998,7;998,7;998,1;4,1;133;9,5;15,21;0,0
A359;16/04/2017 08:00;26,4;26,5;26,1;76;80;76;21,9;22,5;21,9;998,1;998,3;998,1;4,4;119;8,8;-3,54;0,0
A359;16/04/2017 07:00;26,1;26,3;26,0;80;81;80;22,5;22,7;22,5;998,3;998,3;998,0;3,9;109;8,8;-3,54;0,0
A359;16/04/2017 06:00;26,2;26,4;26,1;81;82;81;22,7;22,8;22,7;998,1;998,1;997,9;4,1;104;7,4;-3,54;0,0
A359;16/04/2017 05:00;26,2;26,6;26,2;82;82;80;22,8;22,9;22,8;998,1;998,7;998,0;4,0;103;8,3;-3,54;0,0
A359;16/04/2017 04:00;26,5;26,7;26,5;81;81;80;22,9;23,0;22,8;998,7;999,6;998,7;4,2;105;7,1;-3,54;0,0
A359;16/04/2017 03:00;26,6;26,7;26,5;80;80;78;22,8;22,8;22,6;999,6;999,9;999,6;3,1;103;6,3;-3,53;0,0
A359;16/04/2017 02:00;26,7;26,9;26,5;79;79;74;22,6;22,6;21,7;999,9;1000,1;999,9;3,4;103;7,2;-3,49;0,0
A359;16/04/2017 01:00;26,8;26,9;26,5;74;75;73;21,8;21,9;21,7;999,9;999,9;999,6;4,2;104;7,2;-3,54;0,0
A359;16/04/2017 00:00;26,9;27,4;26,8;73;74;71;21,7;21,8;21,6;999,6;999,7;999,1;3,9;99;8,0;-3,54;0,0
A359;17/04/2017 23:00;26,6;26,6;25,7;72;81;72;21,1;22,5;21,1;999,3;999,4;998,8;1,3;139;3,8;-3,54;0,0
A359;17/04/2017 22:00;25,9;27,5;25,9;81;81;74;22,4;22,5;22,3;998,8;998,8;998,1;2,2;63;7,6;-3,54;0,0
A359;17/04/2017 21:00;27,5;30,3;27,4;74;75;55;22,4;22,8;20,4;998,1;998,1;997,6;3,8;86;7,6;67,45;0,0
A359;17/04/2017 20:00;30,3;31,2;30,3;55;57;53;20,3;21,6;20,2;997,6;997,6;997,1;3,0;113;6,6;790,1;0,0
A359;17/04/2017 19:00;31,1;31,8;31,0;55;56;52;21,1;21,6;20,4;997,1;997,2;997,0;3,4;119;6,7;1691,;0,0
A359;17/04/2017 18:00;31,6;31,8;31,1;55;57;53;21,5;22,0;20,6;997,1;997,8;997,1;3,5;115;8,7;2422,;0,0
A359;17/04/2017 17:00;31,8;32,1;30,9;55;58;52;21,6;22,4;20,8;997,8;998,6;997,8;3,7;112;9,0;2904,;0,0
A359;17/04/2017 16:00;31,5;31,7;30,8;55;63;54;21,5;23,2;20,9;998,6;999,1;998,6;4,3;118;////;3450,;0,0
A359;17/04/2017 15:00;31,1;31,7;30,7;61;61;55;22,8;22,8;21,0;999,1;999,9;999,1;////;////;////;3265,;0,0
A359;17/04/2017 14:00;31,2;31,2;30,0;59;65;58;22,1;22,8;21,6;999,9;1000,4;999,9;////;////;////;3380,;0,0
A359;17/04/2017 13:00;30,2;30,5;29,2;61;69;60;21,7;23,7;21,4;1000,2;1000,6;1000,2;////;////;6,9;2956,;0,0
A359;17/04/2017 12:00;29,9;29,9;28,4;68;70;66;23,3;23,7;22,1;1000,6;1000,6;1000,0;3,1;129;7,1;2375,;0,0
A359;17/04/2017 11:00;28,5;28,6;27,2;70;75;69;22,4;23,1;22,2;1000,1;1000,1;999,5;3,5;148;7,3;1437,;0,0
A359;17/04/2017 10:00;27,2;27,6;26,0;75;79;73;22,4;22,8;22,0;999,5;999,5;998,7;3,3;130;7,3;280,4;0,0
A359;17/04/2017 09:00;26,1;26,3;25,9;78;81;78;22,1;22,5;22,1;998,7;998,7;998,3;2,6;128;5,6;12,51;0,0
A359;17/04/2017 08:00;26,0;26,5;25,9;81;81;79;22,4;22,7;22,3;998,3;998,3;997,9;2,4;101;6,9;-3,54;0,0
A359;17/04/2017 07:00;26,3;26,3;26,1;80;81;80;22,7;22,8;22,6;997,9;997,9;997,6;2,9;121;6,4;-3,54;0,0
A359;17/04/2017 06:00;26,2;26,4;26,1;81;82;80;22,6;22,8;22,6;997,6;997,6;997,4;3,2;101;6,7;-3,54;0,0
A359;17/04/2017 05:00;26,1;26,2;26,1;82;82;80;22,8;22,8;22,5;997,5;998,1;997,5;2,7;109;5,5;-3,54;0,0
A359;17/04/2017 04:00;26,1;26,3;26,1;80;83;80;22,5;23,1;22,5;998,1;998,8;998,1;3,0;106;6,2;-3,54;0,0
A359;17/04/2017 03:00;26,1;26,2;25,6;83;83;79;23,0;23,0;22,1;998,8;999,3;998,8;2,7;113;4,9;-3,54;0,0
A359;17/04/2017 02:00;25,6;26,4;25,4;81;81;76;22,1;22,1;21,7;999,3;999,9;999,3;1,2;108;3,6;-3,53;0,0
A359;17/04/2017 01:00;26,4;26,8;26,2;77;79;75;22,0;22,5;21,8;999,8;1000,0;999,8;1,7;148;4,1;-2,97;0,0
A359;17/04/2017 00:00;26,6;27,4;26,6;78;78;72;22,4;22,6;22,0;1000,0;1000,0;999,4;2,7;110;////;-2,90;0,0
A359;18/04/2017 23:00;26,5;26,9;26,5;81;81;79;22,9;23,0;22,9;998,9;998,9;998,4;1,7;112;6,0;-3,54;0,0
A359;18/04/2017 22:00;26,9;27,4;26,9;79;79;77;22,9;23,1;22,8;998,4;998,4;997,7;2,9;104;5,7;-3,54;0,0
A359;18/04/2017 21:00;27,4;28,8;27,4;77;77;72;23,0;23,3;23,0;997,7;997,7;997,2;3,5;97;7,6;75,93;0,0
A359;18/04/2017 20:00;28,8;30,9;28,8;72;72;66;23,3;24,0;23,3;997,2;997,3;996,9;4,9;80;8,2;844,1;0,0
A359;18/04/2017 19:00;30,9;31,5;30,7;67;69;64;24,2;24,8;23,6;996,9;997,2;996,9;4,3;72;7,5;1687,;0,0
A359;18/04/2017 18:00;31,2;33,0;30,7;67;69;56;24,4;25,0;23,2;997,1;997,4;997,1;4,2;75;9,6;2533,;0,0
A359;18/04/2017 17:00;32,6;33,1;30,5;58;65;55;23,3;24,4;22,0;997,4;998,2;997,4;2,8;76;6,2;2620,;0,0
A359;18/04/2017 16:00;32,5;32,5;31,4;57;63;55;22,9;23,8;21,9;998,2;998,9;998,2;2,4;92;7,0;3439,;0,0
A359;18/04/2017 15:00;31,5;32,2;30,3;62;67;59;23,3;24,5;22,5;998,9;999,9;998,9;3,5;132;7,6;3581,;0,0
A359;18/04/2017 14:00;30,3;31,8;29,5;65;69;61;23,1;24,5;22,2;999,9;1000,7;999,9;3,8;94;6,8;2795,;0,0
A359;18/04/2017 13:00;29,8;30,6;29,0;65;69;63;22,4;23,6;22,0;1000,7;1000,8;1000,6;2,6;136;6,8;2810,;0,0
A359;18/04/2017 12:00;29,4;29,5;28,3;67;73;65;22,6;23,4;22,1;1000,6;1000,6;1000,3;4,1;102;7,1;2289,;0,0
A359;18/04/2017 11:00;28,5;28,5;27,2;73;79;72;23,1;23,8;22,9;1000,3;1000,4;999,7;3,4;109;6,0;1435,;0,0
A359;18/04/2017 10:00;27,3;27,4;24,8;78;87;78;23,0;23,6;22,5;999,7;999,7;999,3;1,9;129;4,1;326,7;0,0
A359;18/04/2017 09:00;24,7;25,5;24,7;87;87;84;22,4;22,6;22,2;999,3;999,3;998,8;1,2;106;3,3;16,26;0,0
A359;18/04/2017 08:00;25,5;25,8;24,8;84;87;84;22,6;23,0;22,5;998,8;998,8;998,3;1,8;118;4,4;-3,54;0,0
A359;18/04/2017 07:00;24,9;25,3;24,8;87;87;84;22,6;22,7;22,1;998,4;998,5;998,3;1,2;108;3,3;-3,54;0,0
A359;18/04/2017 06:00;24,9;25,1;24,7;84;85;84;22,1;22,3;22,0;998,5;998,7;998,4;0,8;107;2,1;-3,54;0,0
A359;18/04/2017 05:00;24,9;25,5;24,6;85;85;82;22,3;22,6;21,8;998,7;999,0;998,7;0,4;118;3,3;-3,54;0,0
A359;18/04/2017 04:00;25,3;25,5;24,8;82;83;77;22,1;22,4;20,9;998,9;999,4;998,9;0,4;117;2,0;-3,54;0,0
A359;18/04/2017 03:00;25,2;26,0;24,6;77;78;71;21,0;21,2;19,7;999,4;999,8;999,4;0,9;126;2,2;-3,54;0,0
A359;18/04/2017 02:00;25,2;25,8;24,4;73;74;71;20,0;20,5;19,5;999,7;999,9;999,7;0,5;306;1,9;-3,54;0,0
A359;18/04/2017 01:00;25,5;26,5;25,4;73;76;70;20,3;21,1;20,2;999,8;999,9;999,6;0,9;278;2,5;-3,54;0,0
A359;18/04/2017 00:00;25,7;26,6;25,4;75;76;71;21,0;21,2;20,6;999,6;999,6;999,3;1,0;232;3,0;-3,54;0,0
A359;19/04/2017 23:00;26,6;26,9;26,6;78;78;77;22,5;22,6;22,3;1000,0;1000,0;999,3;1,8;121;4,8;-3,53;0,0
A359;19/04/2017 22:00;26,8;27,2;26,7;77;77;75;22,3;22,4;22,3;999,3;999,3;998,7;2,4;108;4,9;-3,53;0,0
A359;19/04/2017 21:00;27,1;28,0;27,1;75;75;71;22,3;22,5;22,2;998,7;998,7;998,0;2,9;100;4,9;42,08;0,0
A359;19/04/2017 20:00;28,0;30,0;28,0;71;71;60;22,2;22,2;21,4;998,0;998,1;997,3;2,6;84;8,1;449,7;0,0
A359;19/04/2017 19:00;29,9;31,1;29,4;61;68;60;21,5;23,5;21,3;997,4;997,4;997,1;4,6;88;9,0;1466,;0,0
A359;19/04/2017 18:00;29,5;31,6;29,5;66;66;58;22,5;23,5;22,0;997,4;997,5;997,3;4,6;83;8,1;1992,;0,0
A359;19/04/2017 17:00;31,0;31,7;30,2;60;70;59;22,4;24,6;22,1;997,5;998,5;997,4;4,4;102;8,9;2936,;0,0
A359;19/04/2017 16:00;30,9;31,4;29,6;70;72;63;24,7;25,2;23,1;998,5;999,5;998,5;5,1;76;9,1;3154,;0,0
A359;19/04/2017 15:00;30,9;31,1;27,3;65;84;65;23,6;26,1;23,1;999,5;1000,7;999,5;4,2;84;6,5;3077,;0,0
A359;19/04/2017 14:00;27,3;28,9;26,4;82;87;70;24,0;26,0;22,6;1000,7;1001,1;1000,7;2,8;93;8,5;1787,;1,0
A359;19/04/2017 13:00;28,3;30,3;28,3;70;70;64;22,3;23,8;22,3;1000,9;1001,2;1000,8;4,7;119;8,5;2591,;0,0
A359;19/04/2017 11:00;28,5;28,6;26,9;72;80;72;23,0;23,6;22,7;1000,6;1000,6;1000,1;3,6;121;7,5;1356,;0,0
A359;19/04/2017 10:00;27,2;27,2;25,8;79;84;79;23,2;23,4;23,0;1000,1;1000,1;999,4;3,0;121;6,0;307,9;0,0
A359;19/04/2017 12:00;29,4;29,5;28,2;68;73;68;22,9;23,4;22,4;1001,2;1001,2;1000,6;3,5;128;8,9;2080,;0,0
A359;19/04/2017 09:00;25,8;25,8;25,3;84;86;84;22,9;22,9;22,7;999,5;999,5;999,1;2,0;115;3,7;15,39;0,0
A359;19/04/2017 08:00;25,3;26,0;25,2;86;86;84;22,7;23,2;22,6;999,1;999,2;998,9;1,5;93;4,2;-3,32;0,0
A359;19/04/2017 07:00;25,9;26,0;25,4;85;87;85;23,1;23,3;23,0;998,9;998,9;998,7;2,2;107;4,1;-2,84;0,0
A359;19/04/2017 06:00;25,4;26,0;25,4;86;86;85;23,0;23,3;23,0;998,8;998,9;998,6;0,8;90;3,9;-3,50;0,0
A359;19/04/2017 05:00;26,0;26,0;24,9;85;88;85;23,3;23,5;22,6;998,6;999,0;998,6;2,6;96;4,1;-3,46;0,0
A359;19/04/2017 04:00;25,2;26,0;25,1;88;88;85;23,0;23,2;22,8;999,0;999,4;999,0;0,6;305;3,4;-3,54;0,0
A359;19/04/2017 03:00;26,0;26,3;25,9;85;85;82;23,2;23,2;23,0;999,4;999,9;999,4;2,3;104;4,6;-3,54;0,0
A359;19/04/2017 02:00;26,3;26,5;26,3;82;83;82;23,0;23,3;23,0;999,9;1000,1;999,8;2,3;84;5,6;-3,54;0,0
A359;19/04/2017 01:00;26,4;26,6;26,4;82;82;81;23,1;23,2;23,1;1000,1;1000,1;999,7;3,0;95;5,5;-3,54;0,0
A359;19/04/2017 00:00;26,5;26,6;26,4;82;82;80;23,1;23,1;22,8;999,7;999,7;998,9;3,3;99;5,6;-3,54;0,0
A359;20/04/2017 23:00;26,6;26,8;26,6;75;76;74;21,9;22,1;21,9;999,2;999,2;998,8;2,1;114;4,9;-3,31;0,0
A359;20/04/2017 22:00;26,8;26,9;26,4;76;81;76;22,2;23,0;22,1;998,8;998,8;997,6;3,2;109;4,9;-2,65;0,0
A359;20/04/2017 21:00;26,6;28,1;26,6;81;81;77;23,0;23,9;23,0;997,6;997,6;997,0;3,2;69;7,2;28,62;0,0
A359;20/04/2017 20:00;28,1;29,9;28,1;78;78;71;23,8;24,1;23,7;997,0;997,0;996,2;3,3;74;6,8;289,6;0,0
A359;20/04/2017 19:00;30,0;30,6;29,3;71;75;70;24,2;25,1;24,1;996,2;996,3;996,0;3,9;72;6,3;1377,;0,0
A359;20/04/2017 18:00;30,2;30,7;29,6;72;74;70;24,5;24,9;23,9;996,1;996,5;996,1;3,6;76;7,9;1624,;0,0
A359;20/04/2017 17:00;30,5;31,2;30,5;70;70;62;24,5;24,6;22,8;996,5;997,3;996,5;4,7;80;7,5;2086,;0,0
A359;20/04/2017 16:00;31,1;32,2;31,0;64;66;58;23,4;24,2;22,8;997,2;998,2;997,2;3,9;97;7,5;2985,;0,0
A359;20/04/2017 15:00;31,5;32,0;29,0;62;74;60;23,3;24,6;22,7;998,2;999,6;998,2;1,9;96;6,2;2981,;0,0
A359;20/04/2017 14:00;29,0;29,9;28,7;72;73;68;23,6;23,8;22,8;999,6;1000,4;999,6;3,8;95;7,1;1603,;0,0
A359;20/04/2017 13:00;29,9;30,3;27,4;69;78;66;23,7;24,4;22,8;1000,4;1000,7;1000,3;3,7;113;7,5;2334,;0,0
A359;20/04/2017 12:00;27,5;27,9;26,7;77;85;76;23,2;24,3;23,0;1000,7;1000,8;1000,5;3,1;101;5,5;853,0;0,0
A359;20/04/2017 11:00;26,6;26,8;25,8;84;89;83;23,8;24,0;23,4;1000,5;1000,5;999,8;1,8;49;4,4;342,0;0,0
A359;20/04/2017 10:00;25,8;25,9;24,9;88;90;88;23,7;23,8;23,1;999,8;999,8;999,3;0,6;323;1,6;117,5;0,0
A359;20/04/2017 09:00;24,9;25,3;24,7;90;90;88;23,0;23,1;22,7;999,3;999,3;998,7;0,9;61;1,8;4,206;0,0
A359;20/04/2017 08:00;25,2;25,9;25,2;88;88;85;23,1;23,1;22,8;998,7;998,7;998,1;0,6;120;3,0;-3,34;0,0
A359;20/04/2017 07:00;25,9;26,0;25,3;85;88;85;23,1;23,4;23,1;998,1;998,2;998,1;1,8;105;4,8;-2,59;0,0
A359;20/04/2017 06:00;25,3;26,0;25,2;87;87;84;23,1;23,1;22,8;998,1;998,4;998,1;1,9;77;4,0;-3,52;0,0
A359;20/04/2017 05:00;26,0;26,0;25,6;84;87;84;23,1;23,3;23,0;998,4;998,9;998,4;2,0;102;4,9;-3,54;0,0
A359;20/04/2017 04:00;25,7;26,1;25,3;87;87;84;23,3;23,3;22,8;998,9;999,4;998,9;1,9;105;2,9;-3,51;0,0
A359;20/04/2017 03:00;26,0;26,0;25,8;84;85;84;23,2;23,2;22,9;999,4;999,9;999,4;1,6;120;3,2;-3,52;0,0
A359;20/04/2017 02:00;25,8;26,1;25,4;84;85;82;22,9;22,9;22,5;999,9;1000,1;999,8;1,5;117;2,9;-3,54;0,0
A359;20/04/2017 01:00;25,9;26,5;25,9;82;83;80;22,7;22,8;22,6;1000,1;1000,2;1000,0;1,8;120;2,8;-3,48;0,0
A359;20/04/2017 00:00;26,3;26,6;26,3;80;81;78;22,7;22,8;22,5;1000,1;1000,1;999,9;1,5;131;3,2;-3,54;0,0
A359;21/04/2017 23:00;27,1;27,1;26,6;82;85;82;23,8;24,0;23,6;1000,6;1000,6;999,9;2,7;111;5,8;-3,06;0,0
A359;21/04/2017 22:00;26,8;27,3;26,8;85;85;82;24,0;24,1;23,9;999,9;999,9;999,1;2,7;81;6,1;-3,53;0,0
A359;21/04/2017 21:00;27,3;28,6;27,3;82;82;75;23,9;23,9;23,5;999,1;999,1;998,4;3,4;86;6,0;48,66;0,0
A359;21/04/2017 20:00;28,6;29,7;28,6;75;75;69;23,7;24,1;22,8;998,4;998,4;997,9;3,8;75;8,4;849,3;0,0
A359;21/04/2017 19:00;28,9;30,2;28,7;75;75;67;24,0;24,0;22,9;997,9;997,9;997,5;3,9;99;6,9;950,8;0,0
A359;21/04/2017 18:00;28,9;32,0;28,8;73;73;61;23,5;24,4;21,6;997,6;997,8;997,5;4,2;104;7,9;1575,;0,0
A359;21/04/2017 17:00;29,6;32,2;29,2;68;70;54;23,0;23,5;21,5;997,8;998,3;997,8;3,8;70;9,7;1966,;0,0
A359;21/04/2017 16:00;31,8;31,8;30,1;59;66;58;22,9;23,6;21,3;998,3;999,3;998,3;3,9;103;7,1;2275,;0,0
A359;21/04/2017 15:00;30,4;31,8;29,9;62;67;57;22,4;23,4;21,5;999,3;1000,1;999,3;3,8;122;7,4;2436,;0,0
A359;21/04/2017 14:00;31,3;31,4;30,0;62;67;59;23,1;23,4;21,9;1000,1;1000,9;1000,1;3,2;114;7,5;3316,;0,0
A359;21/04/2017 13:00;30,1;30,1;29,1;65;70;64;22,9;23,5;22,1;1000,9;1001,0;1000,7;3,9;127;7,7;2904,;0,0
A359;21/04/2017 12:00;29,3;29,6;28,4;68;74;68;22,8;23,7;22,8;1000,7;1000,7;1000,4;4,6;107;7,7;2267,;0,0
A359;21/04/2017 11:00;28,5;28,6;27,2;72;78;72;23,0;23,7;22,8;1000,4;1000,4;1000,2;3,9;114;7,0;1420,;0,0
A359;21/04/2017 10:00;27,7;27,8;25,8;78;88;77;23,5;23,8;23,1;1000,2;1000,2;999,5;2,9;110;5,7;510,2;0,0
A359;21/04/2017 09:00;25,8;25,8;24,7;88;90;88;23,6;23,6;22,9;999,5;999,5;998,9;2,4;102;4,2;26,42;0,0
A359;21/04/2017 08:00;24,9;25,5;24,9;90;90;87;23,1;23,2;22,7;998,9;998,9;998,5;2,3;63;3,4;-2,56;0,2
