when,module,battery,15cm,15cm_bias,45cm,45cm_bias,75cm,75cm_bias
2017-05-06T14:58:25.181Z,01,4.959366321563721,937,-481,541,242,577,198
2017-05-06T15:58:16.893Z,01,4.98140811920166,947,-488,543,245,580,200
2017-05-06T16:28:10.209Z,01,4.98140811920166,941,-481,543,242,580,200
2017-05-06T16:57:59.290Z,01,4.98140811920166,931,-493,541,247,579,199
2017-05-06T17:27:47.680Z,01,4.98140811920166,925,-495,540,254,579,196
2017-05-06T17:57:33.751Z,01,4.98140811920166,909,-479,537,243,575,197
2017-05-06T18:27:14.822Z,01,4.98140811920166,918,-481,541,247,579,202
2017-05-06T18:56:51.871Z,01,4.959366321563721,918,-476,540,248,580,201
2017-05-06T19:26:29.597Z,01,4.959366321563721,916,-481,538,253,578,204
2017-05-06T19:56:03.992Z,01,4.93751859664917,915,-488,537,251,575,196
2017-05-06T20:25:33.695Z,01,4.93751859664917,920,-481,537,247,578,201
2017-05-06T20:54:59.949Z,01,4.915863037109375,916,-468,536,237,576,202
2017-05-06T21:24:24.864Z,01,4.915863037109375,926,-500,534,252,574,200
2017-05-06T21:53:49.169Z,01,4.915863037109375,921,-475,533,237,574,207
2017-05-06T22:23:13.082Z,01,4.8943963050842285,934,-491,535,243,577,199
2017-05-06T22:52:36.896Z,01,4.8943963050842285,930,-479,534,242,571,204
2017-05-06T23:22:00.357Z,01,4.8943963050842285,928,-491,531,245,570,197
2017-05-06T23:51:23.828Z,01,4.8943963050842285,931,-477,532,237,571,200
2017-05-07T00:20:47.352Z,01,4.8943963050842285,929,-483,530,239,571,195
2017-05-07T00:50:11.133Z,01,4.873116970062256,935,-470,531,242,571,200
2017-05-07T01:19:34.896Z,01,4.873116970062256,935,-498,530,243,571,195
2017-05-07T01:48:58.485Z,01,4.873116970062256,934,-478,532,236,571,201
2017-05-07T02:18:22.150Z,01,4.873116970062256,942,-492,534,241,573,201
2017-05-07T02:47:45.628Z,01,4.873116970062256,932,-492,533,240,572,196
2017-05-07T03:17:08.518Z,01,4.873116970062256,943,-504,532,251,570,192
2017-05-07T03:46:31.200Z,01,4.852021217346191,939,-478,534,242,569,201
2017-05-07T04:15:53.735Z,01,4.852021217346191,946,-488,532,243,572,199
2017-05-07T04:45:16.135Z,01,4.852021217346191,945,-491,533,239,573,200
2017-05-07T05:14:38.444Z,01,4.852021217346191,945,-514,535,244,574,194
2017-05-07T05:44:00.425Z,01,4.852021217346191,949,-498,536,243,574,199
2017-05-07T06:13:22.724Z,01,4.852021217346191,936,-491,534,238,572,196
2017-05-07T06:42:44.981Z,01,4.852021217346191,1015,-502,537,241,573,198
2017-05-07T07:12:07.187Z,01,4.831107139587402,1023,-510,535,239,568,197
2017-05-07T07:41:29.195Z,01,4.831107139587402,1046,-519,536,250,569,197
2017-05-07T08:10:51.141Z,01,4.831107139587402,1055,-515,537,247,570,198
2017-05-07T08:40:13.073Z,01,4.831107139587402,1058,-506,536,240,569,202
2017-05-07T09:09:35.263Z,01,4.831107139587402,1070,-522,537,251,570,197
2017-05-07T09:38:58.963Z,01,4.831107139587402,1074,-516,536,238,570,201
2017-05-07T10:08:23.605Z,01,4.831107139587402,1086,-532,537,243,572,199
2017-05-07T10:37:55.854Z,01,4.852021217346191,1074,-526,538,244,570,196
2017-05-07T11:07:33.036Z,01,4.873116970062256,1086,-519,540,243,575,197
2017-05-07T11:37:15.415Z,01,4.8943963050842285,1073,-513,540,245,573,194
2017-05-07T12:07:04.073Z,01,4.8943963050842285,1079,-517,541,245,575,198
2017-05-07T12:36:49.452Z,01,4.8943963050842285,1074,-507,545,242,573,205
2017-05-07T13:06:41.603Z,01,4.915863037109375,1071,-512,544,244,577,200
2017-05-07T13:36:44.202Z,01,4.93751859664917,1059,-514,541,240,575,196
2017-05-07T14:06:42.893Z,01,4.93751859664917,1063,-500,544,241,577,199
2017-05-07T14:36:42.515Z,01,4.93751859664917,1064,-508,545,246,578,200
2017-05-07T15:06:21.260Z,01,4.915863037109375,1064,-502,542,245,576,200
2017-05-07T15:35:54.832Z,01,4.8943963050842285,1060,-511,540,241,573,202
2017-05-07T16:05:36.780Z,01,4.8943963050842285,1075,-523,543,248,575,198
2017-05-07T16:35:12.932Z,01,4.8943963050842285,1069,-510,540,239,575,195
2017-05-07T17:04:47.519Z,01,4.8943963050842285,1087,-506,544,242,578,201
2017-05-07T17:34:29.559Z,01,4.8943963050842285,1085,-521,542,248,577,205
2017-05-07T18:04:09.176Z,01,4.8943963050842285,1094,-513,542,248,576,200
2017-05-07T18:33:49.105Z,01,4.8943963050842285,1085,-491,539,238,575,202
2017-05-07T19:03:27.383Z,01,4.8943963050842285,1096,-504,539,240,576,198
2017-05-07T19:33:03.768Z,01,4.8943963050842285,1091,-490,539,240,572,203
2017-05-07T20:02:35.037Z,01,4.873116970062256,1105,-509,538,246,574,200
2017-05-07T20:32:02.093Z,01,4.852021217346191,1118,-514,537,243,573,198
2017-05-07T21:01:27.397Z,01,4.852021217346191,1121,-526,538,246,572,201
2017-05-07T21:30:52.093Z,01,4.831107139587402,1140,-522,535,241,574,198
2017-05-07T22:00:16.382Z,01,4.831107139587402,1137,-520,534,235,573,194
2017-05-07T22:29:40.371Z,01,4.831107139587402,1157,-524,536,243,571,202
2017-05-07T22:59:04.173Z,01,4.810372829437256,1160,-512,535,238,570,200
2017-05-07T23:28:27.819Z,01,4.810372829437256,1174,-533,533,238,570,192
2017-05-07T23:57:51.245Z,01,4.810372829437256,1187,-519,535,231,572,204
2017-05-08T00:27:14.512Z,01,4.789815425872803,1201,-530,536,239,574,199
2017-05-08T00:56:37.676Z,01,4.789815425872803,1208,-543,535,245,571,194
2017-05-08T01:26:00.878Z,01,4.789815425872803,1224,-534,535,247,568,197
2017-05-08T01:55:23.992Z,01,4.789815425872803,1220,-529,535,239,569,197
2017-05-08T02:24:46.966Z,01,4.789815425872803,1229,-525,534,235,569,201
2017-05-08T02:54:10.014Z,01,4.76943302154541,1247,-542,537,240,573,196
2017-05-08T03:23:32.543Z,01,4.76943302154541,1252,-560,537,242,571,197
2017-05-08T03:52:55.173Z,01,4.76943302154541,1258,-542,536,247,568,199
2017-05-08T04:22:17.482Z,01,4.76943302154541,1263,-553,538,242,570,199
2017-05-08T04:51:39.969Z,01,4.749223709106445,1272,-549,538,242,571,198
2017-05-08T05:21:02.025Z,01,4.749223709106445,1281,-546,537,239,573,198
2017-05-08T05:50:23.715Z,01,4.749223709106445,1290,-546,537,245,570,198
2017-05-08T06:19:45.160Z,01,4.729184627532959,1292,-540,539,242,570,199
2017-05-08T06:49:06.654Z,01,4.729184627532959,1296,-551,537,241,571,195
2017-05-08T07:18:28.041Z,01,4.729184627532959,1298,-536,538,230,570,201
2017-05-08T07:47:49.355Z,01,4.709314346313477,1309,-552,539,242,573,195
2017-05-08T08:17:10.675Z,01,4.709314346313477,1308,-531,539,231,570,205
2017-05-08T08:46:32.060Z,01,4.709314346313477,1323,-547,540,241,571,202
2017-05-08T09:15:54.684Z,01,4.709314346313477,1314,-546,539,236,568,197
2017-05-08T09:45:19.816Z,01,4.729184627532959,1324,-561,540,243,571,192
2017-05-08T10:14:52.930Z,01,4.76943302154541,1329,-541,542,241,573,196
2017-05-08T10:44:28.289Z,01,4.76943302154541,1314,-550,541,242,572,194
2017-05-08T11:13:58.535Z,01,4.76943302154541,1356,-542,542,237,569,204
2017-05-08T11:43:34.605Z,01,4.76943302154541,1709,-650,543,242,575,196
2017-05-08T12:13:13.867Z,01,4.789815425872803,1698,-651,545,241,575,196
2017-05-08T12:42:57.723Z,01,4.789815425872803,1660,-621,547,240,576,197
2017-05-08T13:12:42.811Z,01,4.810372829437256,1614,-611,542,245,570,193
2017-05-08T13:42:15.114Z,01,4.76943302154541,1601,-616,545,245,575,193
2017-05-08T14:11:51.742Z,01,4.76943302154541,1583,-619,547,243,573,198
2017-05-08T14:41:33.591Z,01,4.789815425872803,1567,-612,547,247,574,192
2017-05-08T15:11:19.586Z,01,4.789815425872803,1539,-582,545,244,572,196
2017-05-08T15:41:01.183Z,01,4.789815425872803,1521,-553,546,236,574,200
2017-05-08T16:11:33.184Z,01,4.670070171356201,1512,-589,546,240,575,191
2017-05-08T16:41:26.413Z,01,4.729184627532959,2147,-681,544,235,574,191
2017-05-08T17:11:13.506Z,01,4.709314346313477,2155,-674,545,242,574,196
2017-05-08T17:40:57.659Z,01,4.689610004425049,2055,-663,540,235,572,192
2017-05-08T18:10:39.382Z,01,4.670070171356201,2753,-678,541,235,571,194
2017-05-08T18:40:20.296Z,01,4.650691986083984,2567,-678,543,246,571,196
2017-05-08T19:10:00.765Z,01,4.650691986083984,2424,-685,544,244,572,195
2017-05-08T19:39:41.716Z,01,4.631474494934082,2314,-676,544,244,573,194
2017-05-08T20:09:22.353Z,01,4.631474494934082,2232,-677,544,237,573,203
2017-05-08T20:39:01.751Z,01,4.612415313720703,2128,-684,542,242,574,190
2017-05-08T21:08:40.498Z,01,4.612415313720703,2043,-638,542,239,569,195
2017-05-08T21:38:19.168Z,01,4.593511581420898,1973,-641,542,233,572,201
2017-05-08T22:07:57.328Z,01,4.574762344360352,1883,-640,544,239,571,201
2017-05-08T22:37:35.099Z,01,4.574762344360352,1790,-650,546,240,576,197
2017-05-08T23:07:12.729Z,01,4.574762344360352,1700,-669,548,245,578,197
2017-05-08T23:36:50.098Z,01,4.55616569519043,1636,-634,547,239,573,201
2017-05-09T00:06:27.089Z,01,4.55616569519043,1592,-654,546,240,574,193
2017-05-09T00:36:03.997Z,01,4.5377197265625,1565,-649,549,240,579,201
2017-05-09T01:05:40.726Z,01,4.5377197265625,1540,-630,548,245,574,198
2017-05-09T01:35:17.359Z,01,4.519423007965088,1516,-637,549,244,575,199
2017-05-09T02:04:53.951Z,01,4.519423007965088,1480,-619,545,239,574,195
2017-05-09T02:34:30.361Z,01,4.519423007965088,1470,-612,547,239,576,195
2017-05-09T03:04:06.669Z,01,4.519423007965088,1462,-625,551,244,576,205
2017-05-09T03:33:43.079Z,01,4.501272201538086,1439,-589,552,236,575,206
2017-05-09T04:03:19.663Z,01,4.501272201538086,1434,-615,552,243,575,201
2017-05-09T04:32:56.384Z,01,4.501272201538086,1413,-592,549,241,573,196
2017-05-09T05:02:32.854Z,01,4.501272201538086,1409,-604,549,243,574,193
2017-05-09T05:32:09.093Z,01,4.501272201538086,1405,-592,550,240,577,198
2017-05-09T06:01:45.151Z,01,4.483267307281494,1386,-583,550,236,576,194
2017-05-09T06:31:21.299Z,01,4.483267307281494,1378,-578,550,236,575,195
2017-05-09T07:00:57.672Z,01,4.483267307281494,1383,-601,550,245,577,192
2017-05-09T07:30:33.920Z,01,4.483267307281494,1367,-581,551,234,576,196
2017-05-09T08:00:09.952Z,01,4.483267307281494,1374,-599,552,246,576,196
2017-05-09T08:29:45.962Z,01,4.4654059410095215,1357,-566,550,245,572,195
2017-05-09T08:59:21.996Z,01,4.4654059410095215,1350,-565,550,244,573,193
2017-05-09T09:28:58.479Z,01,4.4654059410095215,1362,-579,555,242,579,204
2017-05-09T09:58:36.598Z,01,4.483267307281494,1340,-574,550,235,592,204
2017-05-09T10:28:17.504Z,01,4.501272201538086,1335,-544,555,238,589,210
2017-05-09T10:57:59.331Z,01,4.501272201538086,1334,-568,556,242,591,207
2017-05-09T11:27:43.245Z,01,4.519423007965088,1312,-560,554,240,586,204
2017-05-09T11:57:25.501Z,01,4.501272201538086,2952,-748,553,242,586,204
2017-05-09T12:27:07.097Z,01,4.519423007965088,2832,-742,553,250,580,203
2017-05-09T13:26:14.763Z,01,4.519423007965088,2510,-695,555,242,584,206
2017-05-09T13:55:55.670Z,01,4.501272201538086,2376,-699,557,245,588,206
2017-05-09T14:25:38.074Z,01,4.501272201538086,2247,-687,556,246,578,204
2017-05-09T14:55:23.753Z,01,4.519423007965088,2130,-660,553,243,572,195
2017-05-09T15:25:13.718Z,01,4.5377197265625,2059,-649,554,245,575,200
2017-05-09T15:55:12.221Z,01,4.574762344360352,1965,-622,555,236,571,204
2017-05-09T16:25:14.640Z,01,4.593511581420898,1900,-637,553,241,574,199
2017-05-09T16:55:20.459Z,01,4.612415313720703,1820,-604,548,243,570,194
2017-05-09T17:25:19.635Z,01,4.593511581420898,1764,-598,545,241,570,193
2017-05-09T17:55:10.534Z,01,4.5377197265625,1733,-603,544,242,576,199
2017-05-09T18:25:03.777Z,01,4.574762344360352,1699,-586,542,247,576,200
2017-05-09T18:55:02.992Z,01,4.574762344360352,1655,-580,542,239,582,200
2017-05-09T19:24:54.903Z,01,4.5377197265625,1623,-581,541,248,579,203
2017-05-09T19:54:40.854Z,01,4.519423007965088,1598,-595,538,250,580,202
2017-05-09T20:24:23.102Z,01,4.501272201538086,1581,-582,537,243,581,205
2017-05-09T20:54:02.642Z,01,4.483267307281494,1567,-583,537,244,579,201
2017-05-09T21:23:40.765Z,01,4.4654059410095215,1539,-559,536,233,578,209
2017-05-09T21:53:18.411Z,01,4.447685718536377,1535,-579,534,241,580,201
2017-05-09T22:22:55.654Z,01,4.447685718536377,1510,-562,532,235,579,198
2017-05-09T22:52:32.561Z,01,4.447685718536377,1508,-570,533,244,578,203
2017-05-09T23:22:09.310Z,01,4.430106163024902,1481,-565,529,241,576,197
2017-05-09T23:51:46.045Z,01,4.430106163024902,1478,-578,531,243,581,201
2017-05-10T00:21:22.503Z,01,4.430106163024902,1467,-555,532,241,582,200
2017-05-10T00:50:58.646Z,01,4.412664413452148,1445,-548,529,237,578,205
2017-05-10T01:20:34.498Z,01,4.412664413452148,1447,-561,531,243,580,200
2017-05-10T01:50:10.261Z,01,4.412664413452148,1439,-564,530,239,580,205
2017-05-10T02:19:46.024Z,01,4.412664413452148,1451,-552,527,235,579,197
2017-05-10T02:49:21.549Z,01,4.395359992980957,1456,-560,531,240,582,206
2017-05-10T03:18:56.797Z,01,4.395359992980957,1448,-558,531,246,578,202
2017-05-10T03:48:31.938Z,01,4.395359992980957,1437,-559,528,237,579,199
2017-05-10T04:18:06.803Z,01,4.395359992980957,1439,-550,527,233,580,197
2017-05-10T04:47:41.916Z,01,4.378190517425537,1431,-560,528,234,580,197
2017-05-10T05:17:16.916Z,01,4.378190517425537,1429,-560,529,237,583,198
2017-05-10T05:46:51.708Z,01,4.378190517425537,1430,-543,533,238,583,206
2017-05-10T06:16:26.269Z,01,4.378190517425537,1426,-564,532,246,583,200
2017-05-10T06:46:00.497Z,01,4.361155033111572,1428,-568,530,241,584,201
2017-05-10T07:15:34.570Z,01,4.361155033111572,1428,-551,531,238,585,203
2017-05-10T07:45:08.531Z,01,4.361155033111572,1417,-548,530,234,581,205
2017-05-10T08:14:42.260Z,01,4.3442511558532715,1427,-557,531,244,584,202
2017-05-10T08:44:15.835Z,01,4.3442511558532715,1427,-580,532,247,660,201
2017-05-10T09:13:51.002Z,01,4.361155033111572,1418,-560,532,234,664,203
2017-05-10T09:43:29.970Z,01,4.378190517425537,1427,-565,536,243,677,210
2017-05-10T10:13:13.150Z,01,4.412664413452148,1414,-532,536,242,674,209
2017-05-10T10:43:02.055Z,01,4.430106163024902,1412,-567,536,251,680,202
2017-05-10T11:12:54.270Z,01,4.430106163024902,1393,-542,536,239,681,209
2017-05-10T11:42:49.038Z,01,4.4654059410095215,1394,-544,540,241,696,216
2017-05-10T12:12:55.309Z,01,4.483267307281494,1380,-535,540,250,711,214
2017-05-10T12:42:55.618Z,01,4.483267307281494,1365,-533,540,243,725,215
2017-05-10T13:12:55.611Z,01,4.4654059410095215,1353,-538,537,246,743,211
2017-05-10T13:42:52.988Z,01,4.4654059410095215,1344,-522,537,244,760,206
2017-05-10T14:12:57.500Z,01,4.483267307281494,1352,-525,537,239,896,244
2017-05-10T14:43:09.348Z,01,4.519423007965088,1350,-530,534,235,991,255
2017-05-10T15:13:16.611Z,01,4.501272201538086,1343,-541,534,242,1092,242
2017-05-10T15:43:26.234Z,01,4.519423007965088,1342,-530,531,229,1247,261
2017-05-10T16:13:32.437Z,01,4.483267307281494,1320,-517,529,225,1369,253
2017-05-10T16:43:36.855Z,01,4.483267307281494,1318,-526,526,230,1471,256
2017-05-10T17:13:39.035Z,01,4.483267307281494,1307,-519,526,227,1551,273
2017-05-10T17:44:13.067Z,01,4.378190517425537,1301,-517,529,241,1058,206
2017-05-10T18:14:10.261Z,01,4.4654059410095215,1291,-512,531,239,948,195
2017-05-10T18:44:05.104Z,01,4.447685718536377,1279,-504,528,232,891,210
2017-05-10T19:13:58.534Z,01,4.430106163024902,1277,-503,529,230,855,214
2017-05-10T19:43:47.150Z,01,4.395359992980957,1278,-528,527,235,827,210
2017-05-10T20:13:30.048Z,01,4.361155033111572,1286,-514,528,236,807,212
2017-05-10T20:43:08.360Z,01,4.3442511558532715,1291,-539,527,239,791,207
2017-05-10T21:12:44.266Z,01,4.310833930969238,1297,-522,527,243,776,221
2017-05-10T21:42:19.107Z,01,4.294317245483398,1307,-527,526,240,762,219
2017-05-10T22:11:53.298Z,01,4.294317245483398,1299,-517,523,232,748,208
2017-05-10T22:41:27.447Z,01,4.277926445007324,1313,-530,527,235,741,214
2017-05-10T23:11:01.438Z,01,4.277926445007324,1316,-525,524,234,728,218
2017-05-10T23:40:35.167Z,01,4.261661052703857,1316,-535,523,236,721,205
2017-05-11T00:10:08.622Z,01,4.261661052703857,1320,-537,524,240,714,218
2017-05-11T00:39:41.700Z,01,4.245518207550049,1325,-528,523,231,706,211
2017-05-11T01:09:14.784Z,01,4.245518207550049,1324,-529,524,231,702,211
2017-05-11T01:38:47.917Z,01,4.22949743270874,1323,-543,521,239,692,208
2017-05-11T02:08:20.754Z,01,4.213596820831299,1329,-526,524,230,689,208
2017-05-11T02:37:53.188Z,01,4.213596820831299,1329,-547,522,242,681,204
2017-05-11T03:07:25.165Z,01,4.197815418243408,1323,-527,522,231,677,205
2017-05-11T03:36:56.996Z,01,4.182152271270752,1328,-538,521,241,671,201
2017-05-11T04:06:28.636Z,01,4.182152271270752,1332,-541,522,236,670,199
2017-05-11T04:36:00.082Z,01,4.166604995727539,1340,-538,524,243,664,209
2017-05-11T05:05:31.180Z,01,4.1511735916137695,1339,-533,524,233,662,204
2017-05-11T05:35:02.120Z,01,4.135855197906494,1342,-532,524,234,656,206
2017-05-11T06:04:32.772Z,01,4.120650291442871,1339,-547,525,238,657,198
2017-05-11T06:34:03.201Z,01,4.105556011199951,1346,-532,524,233,653,201
2017-05-11T07:03:33.294Z,01,4.090572357177734,1341,-513,525,235,649,201
2017-05-11T07:33:03.015Z,01,4.0609307289123535,1342,-514,525,226,647,199
2017-05-11T08:02:32.117Z,01,3.9886717796325684,1347,-545,524,236,646,194
2017-05-11T08:31:56.170Z,01,3.491641044616699,1352,-544,525,235,641,200
2017-05-18T12:46:12.161Z,01,5.188966751098633,2814,-540,604,194,582,143
2017-05-18T13:16:42.538Z,01,5.237461566925049,2853,-536,608,188,744,190
2017-05-18T13:46:35.738Z,01,5.262050628662109,2943,-569,606,191,1106,257
2017-05-18T14:16:33.657Z,01,5.262050628662109,3036,-576,604,191,1193,245
2017-05-18T15:16:24.483Z,01,5.237461566925049,2577,-526,606,194,1459,315
2017-05-18T15:46:18.242Z,01,5.237461566925049,2764,-532,604,185,1722,470
2017-05-23T12:26:36.927Z,01,5.494200229644775,1680,-505,629,171,545,127
2017-05-23T12:26:44.857Z,01,5.494200229644775,1680,-501,628,177,548,126
2017-04-25T12:34:39.848Z,02,5.220928192138672,-1,0,-1,0,-1,0
2017-04-25T12:35:30.808Z,02,4.2468743324279785,-1,0,201394,-402790,-1,0
2017-04-25T12:35:35.473Z,02,4.905872344970703,-1,0,-1,0,-1,0
2017-04-25T12:36:18.933Z,02,5.343485355377197,-1,0,-1,0,-1,0
2017-04-25T12:36:42.495Z,02,5.318515777587891,-1,0,-1,0,-1,0
2017-04-25T13:09:09.415Z,02,5.44575309753418,-1,0,-1,0,-1,0
2017-04-25T13:17:04.776Z,02,5.343485355377197,-1,0,-1,0,-1,0
2017-04-25T13:49:32.179Z,02,5.394134521484375,-1,0,-1,0,-1,0
2017-04-25T14:19:52.182Z,02,5.394134521484375,-1,0,-1,0,-1,0
2017-04-25T14:50:11.223Z,02,5.394134521484375,935,283,917,-103,1200,-266
2017-04-25T15:20:44.486Z,02,5.394134521484375,886,259,880,-90,1192,-277
2017-04-25T15:51:16.383Z,02,5.197088241577148,853,261,849,-81,1168,-279
2017-04-25T16:21:31.726Z,02,5.343485355377197,834,259,832,-89,1153,-274
2017-04-25T16:51:55.756Z,02,5.368690490722656,818,257,816,-79,1151,-285
2017-04-25T17:22:09.686Z,02,5.318515777587891,803,257,802,-72,1129,-267
2017-04-25T17:52:24.892Z,02,5.1500563621521,796,258,791,-73,1124,-253
2017-04-25T18:22:38.105Z,02,5.293778896331787,785,256,780,-61,1169,-233
2017-04-25T18:52:48.703Z,02,5.318515777587891,780,253,775,-71,1168,-234
2017-04-25T19:22:56.451Z,02,5.318515777587891,778,252,765,-61,1148,-230
2017-04-25T19:53:00.571Z,02,5.318515777587891,778,256,758,-69,1141,-217
2017-04-25T20:22:59.130Z,02,5.293778896331787,776,246,750,-67,1125,-215
2017-04-25T20:52:51.317Z,02,5.318515777587891,781,259,744,-64,1120,-210
2017-04-25T21:22:41.595Z,02,5.318515777587891,783,249,741,-55,1113,-209
2017-04-25T21:52:31.244Z,02,5.318515777587891,784,256,732,-60,1100,-203
2017-04-25T22:22:20.231Z,02,5.293778896331787,788,256,730,-58,1099,-203
2017-04-25T22:52:09.210Z,02,5.269270420074463,786,256,725,-56,1086,-203
2017-04-25T23:21:58.114Z,02,5.293778896331787,788,266,723,-62,1082,-193
2017-04-25T23:51:47.036Z,02,5.293778896331787,792,254,722,-54,1084,-199
2017-04-26T00:21:35.280Z,02,5.269270420074463,791,253,722,-50,1078,-195
2017-04-26T00:51:23.134Z,02,5.269270420074463,790,250,718,-48,1073,-195
2017-04-26T01:21:10.806Z,02,5.269270420074463,790,259,714,-51,1070,-191
2017-04-26T01:50:58.322Z,02,5.269270420074463,792,256,713,-57,1068,-191
2017-04-26T02:20:45.850Z,02,5.269270420074463,794,256,712,-53,1065,-186
2017-04-26T02:50:33.148Z,02,5.269270420074463,795,257,713,-51,1062,-188
2017-04-26T03:20:20.352Z,02,5.244987964630127,794,240,711,-49,1054,-195
2017-04-26T03:50:07.442Z,02,5.244987964630127,794,254,708,-44,1054,-184
2017-04-26T04:19:54.754Z,02,5.173465251922607,793,249,708,-47,1047,-189
2017-04-26T04:49:42.179Z,02,5.081082344055176,799,254,705,-37,1050,-182
2017-04-26T05:19:29.528Z,02,5.244987964630127,796,249,705,-50,1048,-179
2017-04-26T05:49:16.770Z,02,5.058499813079834,798,254,707,-42,1049,-180
2017-04-26T06:19:04.049Z,02,5.244987964630127,790,245,701,-42,1038,-184
2017-04-26T06:48:51.029Z,02,5.197088241577148,792,243,701,-48,1033,-175
2017-04-26T07:18:37.798Z,02,5.103867053985596,797,253,703,-38,1041,-176
2017-04-26T07:48:24.484Z,02,5.173465251922607,797,243,702,-37,1035,-174
2017-04-26T08:18:10.996Z,02,5.126857757568359,798,244,700,-47,1033,-173
2017-04-26T08:47:57.568Z,02,5.173465251922607,799,246,701,-42,1029,-173
2017-04-26T09:17:45.065Z,02,5.1500563621521,798,247,700,-35,1032,-174
2017-04-26T09:47:36.058Z,02,5.103867053985596,798,244,700,-38,1028,-173
2017-04-26T10:17:30.940Z,02,5.103867053985596,793,234,698,-32,1023,-177
2017-04-26T10:47:29.656Z,02,5.197088241577148,788,227,698,-42,1024,-182
2017-04-26T11:17:35.664Z,02,5.220928192138672,782,242,701,-42,1029,-176
2017-04-26T11:47:40.556Z,02,5.220928192138672,771,231,698,-24,1022,-184
2017-04-26T12:17:46.523Z,02,5.244987964630127,767,238,699,-35,1022,-168
2017-04-26T12:47:54.332Z,02,5.244987964630127,768,231,697,-40,1015,-174
2017-04-26T13:18:04.155Z,02,5.244987964630127,771,228,697,-41,1020,-167
2017-04-26T13:48:27.343Z,02,5.244987964630127,763,237,697,-45,1018,-164
2017-04-26T14:18:57.945Z,02,5.244987964630127,754,224,694,-35,1015,-179
2017-04-26T14:49:27.004Z,02,5.220928192138672,748,233,695,-32,1021,-170
2017-04-26T15:19:49.393Z,02,5.244987964630127,742,217,691,-30,1018,-178
2017-04-26T15:50:12.541Z,02,5.244987964630127,739,227,689,-40,1013,-174
2017-04-26T16:20:22.750Z,02,5.244987964630127,741,228,686,-42,1009,-168
2017-04-26T16:50:28.685Z,02,5.220928192138672,744,237,683,-41,1010,-163
2017-04-26T17:20:34.423Z,02,5.244987964630127,753,234,684,-48,1017,-170
2017-04-26T17:50:49.733Z,02,5.220928192138672,752,227,681,-35,1007,-169
2017-04-26T18:20:56.167Z,02,5.220928192138672,760,235,681,-40,1011,-173
2017-04-26T18:50:52.249Z,02,5.197088241577148,765,238,676,-45,1006,-174
2017-04-26T19:20:47.196Z,02,5.220928192138672,775,239,673,-37,1010,-169
2017-04-26T19:50:41.720Z,02,5.220928192138672,784,234,670,-34,1008,-164
2017-04-26T20:20:35.583Z,02,5.197088241577148,787,238,668,-35,1000,-163
2017-04-26T20:50:26.170Z,02,5.197088241577148,800,237,665,-35,998,-151
2017-04-26T21:20:15.782Z,02,5.197088241577148,810,247,665,-45,998,-160
2017-04-26T21:50:04.607Z,02,5.197088241577148,822,251,665,-31,997,-159
2017-04-26T22:19:53.063Z,02,5.173465251922607,832,238,663,-33,999,-160
2017-04-26T22:49:41.336Z,02,5.173465251922607,839,250,660,-41,992,-159
2017-04-26T23:19:29.554Z,02,5.1500563621521,847,251,661,-39,996,-160
2017-04-26T23:49:17.738Z,02,5.1500563621521,857,240,663,-31,1000,-164
2017-04-27T00:19:05.784Z,02,5.173465251922607,866,245,660,-32,995,-161
2017-04-27T00:48:53.640Z,02,5.126857757568359,871,235,660,-27,995,-157
2017-04-27T01:18:41.028Z,02,5.126857757568359,879,251,663,-29,997,-157
2017-04-27T01:48:28.148Z,02,5.1500563621521,890,250,662,-31,995,-161
2017-04-27T02:18:15.037Z,02,5.1500563621521,893,251,661,-33,989,-153
2017-04-27T02:48:01.737Z,02,5.126857757568359,901,241,659,-19,994,-169
2017-04-27T03:17:48.259Z,02,5.103867053985596,904,242,661,-26,987,-160
2017-04-27T03:47:34.620Z,02,5.103867053985596,913,247,662,-25,990,-151
2017-04-27T04:17:21.132Z,02,5.103867053985596,921,248,663,-24,991,-152
2017-04-27T04:47:07.643Z,02,5.103867053985596,921,245,662,-23,989,-158
2017-04-27T05:16:54.125Z,02,5.103867053985596,929,252,663,-30,993,-156
2017-04-27T05:46:40.516Z,02,5.036116600036621,935,243,663,-26,990,-166
2017-04-27T06:16:26.897Z,02,5.058499813079834,944,250,665,-31,994,-154
2017-04-27T06:46:13.276Z,02,5.081082344055176,946,265,664,-30,986,-142
2017-04-27T07:15:59.693Z,02,4.948532581329346,949,262,666,-26,988,-146
2017-04-27T07:45:46.021Z,02,4.927110195159912,954,250,661,-23,983,-150
2017-04-27T08:15:32.274Z,02,4.970141410827637,960,245,667,-24,996,-159
2017-04-27T08:45:18.807Z,02,5.126857757568359,962,257,666,-33,995,-149
2017-04-27T09:15:05.971Z,02,5.126857757568359,970,262,665,-36,994,-152
2017-04-27T09:44:55.176Z,02,5.126857757568359,972,253,669,-28,997,-162
2017-04-27T10:14:49.532Z,02,5.126857757568359,969,262,668,-26,1026,-181
2017-04-27T10:44:46.958Z,02,5.126857757568359,969,250,670,-27,1037,-188
2017-04-27T11:14:40.669Z,02,5.126857757568359,969,258,666,-37,1033,-184
2017-04-27T11:44:33.951Z,02,5.126857757568359,970,256,666,-28,1033,-190
2017-04-27T12:14:28.078Z,02,5.126857757568359,973,253,669,-25,1041,-191
