when,module,battery,wetness,rain,temperature
2017-04-25 12:57:22,05,4.294952392578125,915,false,-127.0
2017-04-25 12:57:33,05,4.215416431427002,943,false,-127.0
2017-04-25 12:57:39,05,4.169093132019043,933,false,27.6875
2017-04-25 12:57:52,05,4.360775470733643,915,false,27.6875
2017-04-25 12:58:00,05,4.360775470733643,922,false,27.6875
2017-04-25 12:58:13,05,4.327613830566406,920,false,27.6875
2017-04-25 12:58:18,05,4.377547740936279,920,false,27.6875
2017-04-25 12:58:30,05,4.344130992889404,924,false,27.625
2017-04-25 12:58:38,05,4.311221122741699,923,false,85.0
2017-04-25 12:58:52,05,4.377547740936279,925,false,27.6875
2017-04-25 12:59:06,05,4.360775470733643,925,false,27.6875
2017-04-25 12:59:19,05,4.344130992889404,928,false,27.6875
2017-04-25 12:59:31,05,4.1998610496521,929,false,27.6875
2017-04-25 12:59:42,05,4.123776912689209,958,false,27.6875
2017-04-25 12:59:53,05,4.311221122741699,933,false,27.6875
2017-04-25 13:00:05,05,4.311221122741699,942,false,27.6875
2017-04-25 13:00:16,05,4.278805732727051,941,false,27.6875
2017-04-25 13:00:27,05,4.360775470733643,938,false,27.75
2017-04-25 13:00:39,05,4.138772010803223,925,false,27.75
2017-04-25 13:00:50,05,4.344130992889404,948,false,27.75
2017-04-25 13:00:55,05,4.294952392578125,950,false,-127.0
2017-04-25 13:01:07,05,4.311221122741699,947,false,-127.0
2017-04-25 13:01:18,05,4.311221122741699,946,false,-127.0
2017-04-25 13:01:30,05,4.278805732727051,946,false,-127.0
2017-04-25 13:01:40,05,4.294952392578125,947,false,-127.0
2017-04-25 13:01:51,05,4.2468743324279785,949,false,-127.0
2017-04-25 13:02:00,05,4.278805732727051,955,false,-127.0
2017-04-25 13:02:12,05,4.344130992889404,953,false,-127.0
2017-04-25 13:02:23,05,4.2468743324279785,947,false,-127.0
2017-04-25 13:02:30,05,4.294952392578125,954,false,27.8125
2017-04-25 13:02:43,05,4.411481857299805,951,false,27.8125
2017-04-25 13:02:54,05,4.26278018951416,953,false,27.875
2017-04-25 13:03:39,05,4.231086730957031,961,false,28.0
2017-04-25 13:04:02,05,4.377547740936279,917,false,28.0
2017-04-25 13:04:13,05,4.344130992889404,917,false,28.0625
2017-04-25 13:04:25,05,4.231086730957031,965,false,28.0625
2017-04-25 13:05:10,05,4.327613830566406,950,false,28.1875
2017-04-25 13:06:41,05,4.294952392578125,968,false,28.25
2017-04-25 13:07:27,05,4.231086730957031,991,false,28.3125
2017-04-25 13:11:14,05,4.138772010803223,1004,false,28.1875
2017-04-25 13:11:59,05,4.215416431427002,1004,false,28.1875
2017-04-25 13:12:45,05,4.153877258300781,1004,false,28.1875
2017-04-25 13:13:30,05,4.138772010803223,1004,false,28.25
2017-04-25 13:14:16,05,4.138772010803223,1004,false,28.25
2017-04-25 13:15:01,05,4.231086730957031,1004,false,28.25
2017-04-25 13:15:13,05,4.231086730957031,1004,false,28.4375
2017-04-25 13:15:24,05,4.184420585632324,1004,false,28.5
2017-04-25 13:15:35,05,4.153877258300781,1004,false,28.4375
2017-04-25 13:15:47,05,4.215416431427002,1004,false,28.375
2017-04-25 13:15:58,05,4.215416431427002,1004,false,28.3125
2017-04-25 13:16:09,05,4.26278018951416,1004,false,28.25
2017-04-25 13:16:21,05,4.231086730957031,1004,false,28.125
2017-04-25 13:16:32,05,4.169093132019043,1004,false,28.0625
2017-04-25 13:16:43,05,4.153877258300781,1004,false,28.0625
2017-04-25 13:16:55,05,4.215416431427002,1004,false,28.0
2017-04-25 13:17:06,05,4.123776912689209,1004,false,27.9375
2017-04-25 13:17:17,05,4.153877258300781,1004,false,27.9375
2017-04-25 13:17:29,05,4.153877258300781,1004,false,27.875
2017-04-25 13:17:40,05,4.153877258300781,1004,false,27.875
2017-04-25 13:17:51,05,4.138772010803223,1004,false,27.875
2017-04-25 13:18:03,05,4.26278018951416,1004,false,27.8125
2017-04-25 13:18:14,05,4.184420585632324,1004,false,27.8125
2017-04-25 13:18:25,05,4.169093132019043,1004,false,27.8125
2017-04-25 13:18:37,05,4.123776912689209,1004,false,27.8125
2017-04-25 13:18:48,05,4.1998610496521,1004,false,27.8125
2017-04-25 13:19:00,05,4.123776912689209,1004,false,27.8125
2017-04-25 13:19:11,05,4.123776912689209,1004,false,27.8125
2017-04-25 13:19:22,05,4.231086730957031,1004,false,27.8125
2017-04-25 13:19:34,05,4.153877258300781,1004,false,27.8125
2017-04-25 13:19:45,05,4.215416431427002,1004,false,27.875
2017-04-25 13:19:56,05,4.153877258300781,1004,false,27.875
2017-04-25 13:20:08,05,4.123776912689209,1004,false,27.875
2017-04-25 13:20:19,05,4.123776912689209,1004,false,27.875
2017-04-25 13:20:30,05,4.169093132019043,1004,false,27.875
2017-04-25 13:48:02,05,4.138772010803223,1008,false,28.25
2017-04-25 13:48:24,05,4.169093132019043,1008,false,28.3125
2017-04-25 13:49:10,05,4.0503997802734375,1023,false,29.75
2017-04-25 13:49:55,05,4.231086730957031,1011,false,31.8125
2017-04-25 13:50:41,05,4.169093132019043,1011,false,31.9375
2017-04-25 13:52:57,05,4.215416431427002,996,false,37.25
2017-04-25 13:53:43,05,4.2468743324279785,986,false,37.1875
2017-04-25 13:56:00,05,4.1998610496521,1023,false,29.75
2017-04-25 13:56:45,05,4.278805732727051,1023,false,28.75
2017-04-25 13:57:31,05,4.231086730957031,1023,false,28.25
2017-04-25 13:58:16,05,4.294952392578125,1023,false,28.0625
2017-04-25 13:59:02,05,4.231086730957031,1023,false,27.875
2017-04-25 13:59:49,05,4.215416431427002,1023,false,27.8125
2017-04-25 14:00:35,05,4.278805732727051,1023,false,27.75
2017-04-25 14:01:20,05,4.231086730957031,1023,false,27.75
2017-04-25 14:02:05,05,4.360775470733643,1022,false,27.6875
2017-04-25 14:02:51,05,4.344130992889404,1022,false,-127.0
2017-04-25 14:03:36,05,4.2468743324279785,1020,false,-127.0
2017-04-25 14:04:22,05,4.26278018951416,1023,false,27.6875
2017-04-25 14:05:07,05,4.294952392578125,1023,false,-127.0
2017-04-25 14:05:53,05,4.278805732727051,1023,true,-127.0
2017-04-25 14:06:38,05,4.26278018951416,1023,false,-127.0
2017-04-25 14:07:01,05,4.344130992889404,1023,true,27.625
2017-04-25 14:07:24,05,4.26278018951416,1023,true,27.625
2017-04-25 14:08:09,05,4.360775470733643,1022,true,27.625
2017-04-25 14:08:55,05,4.278805732727051,1023,true,27.625
2017-04-25 14:09:40,05,4.344130992889404,1023,true,27.625
2017-04-25 14:10:26,05,4.278805732727051,1023,true,27.625
2017-04-25 14:11:12,05,4.394449234008789,1023,true,27.625
2017-04-25 14:11:57,05,4.278805732727051,1023,true,27.625
2017-04-25 14:12:43,05,4.344130992889404,1023,true,27.625
2017-04-25 14:13:28,05,4.26278018951416,1023,true,27.5625
2017-04-25 14:14:14,05,4.294952392578125,1023,true,27.5625
2017-04-25 14:14:59,05,4.394449234008789,1023,true,27.5625
2017-04-25 14:15:45,05,4.294952392578125,1023,true,27.5625
2017-04-25 14:16:30,05,4.360775470733643,1023,true,27.5625
2017-04-25 14:17:16,05,4.278805732727051,1023,true,27.5625
2017-04-25 14:18:02,05,4.278805732727051,1022,true,27.5625
2017-04-25 14:18:49,05,4.311221122741699,1023,true,27.5625
2017-04-25 14:19:34,05,4.294952392578125,1023,true,27.5625
2017-04-25 14:20:20,05,4.294952392578125,1022,true,27.5625
