when,module,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
2017-04-25 12:24:09.304,01,5.262050628662109,-1,0,-1,0,-1,0
2017-04-25 12:26:45.316,01,5.262050628662109,-1,0,-1,0,-1,0
2017-04-25 12:57:09.461,01,5.337222576141357,-1,0,-1,0,-1,0
2017-04-25 12:26:36.926,01,5.213101863861084,-1,0,-1,0,-1,0
2017-04-25 13:57:23.063,01,5.362759590148926,1303,427,759,-123,725,175
2017-04-25 14:28:01.686,01,5.362759590148926,1273,449,760,-238,735,199
2017-04-25 15:07:25.188,01,5.3119282722473145,1255,471,728,-319,745,219
2017-04-25 15:37:20.857,01,5.337222576141357,1233,461,692,-333,750,222
2017-04-25 16:07:08.102,01,5.337222576141357,1210,457,653,-319,754,227
2017-04-25 17:06:32.025,01,5.3119282722473145,1163,462,583,-289,756,238
2017-04-25 17:36:03.387,01,5.3119282722473145,1142,487,552,-282,754,240
2017-04-25 14:36:13.741,01,5.213101863861084,1268,457,753,-269,738,207
2017-04-25 16:36:50.261,01,5.3119282722473145,1194,482,618,-313,755,238
2017-04-25 20:32:11.300,01,5.262050628662109,1062,477,430,-251,746,239
2017-04-25 18:05:37.488,01,5.3119282722473145,1125,486,525,-275,752,239
2017-04-25 18:35:02.888,01,5.286871910095215,1103,462,502,-268,754,239
2017-04-25 19:04:23.149,01,5.286871910095215,1093,472,482,-260,753,238
2017-04-25 21:30:25.280,01,5.237461566925049,1050,468,399,-240,742,242
2017-04-25 21:59:30.852,01,5.237461566925049,1042,459,388,-232,737,230
2017-04-25 19:33:41.095,01,5.286871910095215,1080,481,463,-257,751,239
2017-04-25 20:02:58.546,01,5.262050628662109,1075,464,447,-249,753,243
2017-04-25 22:28:36.013,01,5.213101863861084,1047,460,375,-221,736,238
2017-04-25 23:26:46.038,01,5.213101863861084,1031,453,355,-214,733,236
2017-04-25 21:01:19.090,01,5.237461566925049,1059,467,416,-244,744,238
2017-04-25 23:55:50.933,01,5.188966751098633,1028,459,347,-208,730,233
2017-04-26 00:24:55.101,01,5.188966751098633,1015,471,338,-207,723,238
2017-04-25 22:57:41.095,01,5.213101863861084,1028,453,361,-219,732,234
2017-04-26 00:53:59.015,01,5.188966751098633,1011,463,328,-202,722,238
2017-04-26 01:23:02.862,01,5.188966751098633,1005,463,321,-198,720,230
2017-04-26 02:21:09.963,01,5.165054798126221,993,441,311,-194,714,223
2017-04-26 02:50:13.250,01,5.165054798126221,999,456,307,-189,712,231
2017-04-26 03:19:16.551,01,5.165054798126221,995,457,302,-191,711,230
