15cm,15cm_bias,45cm,45cm_bias,75cm,75cm_bias,battery,module,when
920,-481,537,247,578,201,4.93751859664917,01,2017-05-06T20:25:33.695Z
916,-468,536,237,576,202,4.915863037109375,01,2017-05-06T20:54:59.949Z
926,-500,534,252,574,200,4.915863037109375,01,2017-05-06T21:24:24.864Z
921,-475,533,237,574,207,4.915863037109375,01,2017-05-06T21:53:49.169Z
934,-491,535,243,577,199,4.8943963050842285,01,2017-05-06T22:23:13.082Z
930,-479,534,242,571,204,4.8943963050842285,01,2017-05-06T22:52:36.896Z
928,-491,531,245,570,197,4.8943963050842285,01,2017-05-06T23:22:00.357Z
931,-477,532,237,571,200,4.8943963050842285,01,2017-05-06T23:51:23.828Z
929,-483,530,239,571,195,4.8943963050842285,01,2017-05-07T00:20:47.352Z
935,-470,531,242,571,200,4.873116970062256,01,2017-05-07T00:50:11.133Z
935,-498,530,243,571,195,4.873116970062256,01,2017-05-07T01:19:34.896Z
934,-478,532,236,571,201,4.873116970062256,01,2017-05-07T01:48:58.485Z
942,-492,534,241,573,201,4.873116970062256,01,2017-05-07T02:18:22.150Z
932,-492,533,240,572,196,4.873116970062256,01,2017-05-07T02:47:45.628Z
943,-504,532,251,570,192,4.873116970062256,01,2017-05-07T03:17:08.518Z
939,-478,534,242,569,201,4.852021217346191,01,2017-05-07T03:46:31.200Z
946,-488,532,243,572,199,4.852021217346191,01,2017-05-07T04:15:53.735Z
945,-491,533,239,573,200,4.852021217346191,01,2017-05-07T04:45:16.135Z
945,-514,535,244,574,194,4.852021217346191,01,2017-05-07T05:14:38.444Z
949,-498,536,243,574,199,4.852021217346191,01,2017-05-07T05:44:00.425Z
936,-491,534,238,572,196,4.852021217346191,01,2017-05-07T06:13:22.724Z
1015,-502,537,241,573,198,4.852021217346191,01,2017-05-07T06:42:44.981Z
1023,-510,535,239,568,197,4.831107139587402,01,2017-05-07T07:12:07.187Z
1046,-519,536,250,569,197,4.831107139587402,01,2017-05-07T07:41:29.195Z
1055,-515,537,247,570,198,4.831107139587402,01,2017-05-07T08:10:51.141Z
1058,-506,536,240,569,202,4.831107139587402,01,2017-05-07T08:40:13.073Z
1070,-522,537,251,570,197,4.831107139587402,01,2017-05-07T09:09:35.263Z
1074,-516,536,238,570,201,4.831107139587402,01,2017-05-07T09:38:58.963Z
1086,-532,537,243,572,199,4.831107139587402,01,2017-05-07T10:08:23.605Z
1074,-526,538,244,570,196,4.852021217346191,01,2017-05-07T10:37:55.854Z
1086,-519,540,243,575,197,4.873116970062256,01,2017-05-07T11:07:33.036Z
1073,-513,540,245,573,194,4.8943963050842285,01,2017-05-07T11:37:15.415Z
1079,-517,541,245,575,198,4.8943963050842285,01,2017-05-07T12:07:04.073Z
1074,-507,545,242,573,205,4.8943963050842285,01,2017-05-07T12:36:49.452Z
1071,-512,544,244,577,200,4.915863037109375,01,2017-05-07T13:06:41.603Z
1059,-514,541,240,575,196,4.93751859664917,01,2017-05-07T13:36:44.202Z
1063,-500,544,241,577,199,4.93751859664917,01,2017-05-07T14:06:42.893Z
1064,-508,545,246,578,200,4.93751859664917,01,2017-05-07T14:36:42.515Z
1064,-502,542,245,576,200,4.915863037109375,01,2017-05-07T15:06:21.260Z
1060,-511,540,241,573,202,4.8943963050842285,01,2017-05-07T15:35:54.832Z
1075,-523,543,248,575,198,4.8943963050842285,01,2017-05-07T16:05:36.780Z
1069,-510,540,239,575,195,4.8943963050842285,01,2017-05-07T16:35:12.932Z
1087,-506,544,242,578,201,4.8943963050842285,01,2017-05-07T17:04:47.519Z
1085,-521,542,248,577,205,4.8943963050842285,01,2017-05-07T17:34:29.559Z
1094,-513,542,248,576,200,4.8943963050842285,01,2017-05-07T18:04:09.176Z
1085,-491,539,238,575,202,4.8943963050842285,01,2017-05-07T18:33:49.105Z
1096,-504,539,240,576,198,4.8943963050842285,01,2017-05-07T19:03:27.383Z
1091,-490,539,240,572,203,4.8943963050842285,01,2017-05-07T19:33:03.768Z
1105,-509,538,246,574,200,4.873116970062256,01,2017-05-07T20:02:35.037Z
1118,-514,537,243,573,198,4.852021217346191,01,2017-05-07T20:32:02.093Z
1121,-526,538,246,572,201,4.852021217346191,01,2017-05-07T21:01:27.397Z
1140,-522,535,241,574,198,4.831107139587402,01,2017-05-07T21:30:52.093Z
1137,-520,534,235,573,194,4.831107139587402,01,2017-05-07T22:00:16.382Z
1157,-524,536,243,571,202,4.831107139587402,01,2017-05-07T22:29:40.371Z
1160,-512,535,238,570,200,4.810372829437256,01,2017-05-07T22:59:04.173Z
1174,-533,533,238,570,192,4.810372829437256,01,2017-05-07T23:28:27.819Z
1187,-519,535,231,572,204,4.810372829437256,01,2017-05-07T23:57:51.245Z
1201,-530,536,239,574,199,4.789815425872803,01,2017-05-08T00:27:14.512Z
1208,-543,535,245,571,194,4.789815425872803,01,2017-05-08T00:56:37.676Z
1224,-534,535,247,568,197,4.789815425872803,01,2017-05-08T01:26:00.878Z
1220,-529,535,239,569,197,4.789815425872803,01,2017-05-08T01:55:23.992Z
1229,-525,534,235,569,201,4.789815425872803,01,2017-05-08T02:24:46.966Z
1247,-542,537,240,573,196,4.76943302154541,01,2017-05-08T02:54:10.014Z
1252,-560,537,242,571,197,4.76943302154541,01,2017-05-08T03:23:32.543Z
1258,-542,536,247,568,199,4.76943302154541,01,2017-05-08T03:52:55.173Z
1263,-553,538,242,570,199,4.76943302154541,01,2017-05-08T04:22:17.482Z
1272,-549,538,242,571,198,4.749223709106445,01,2017-05-08T04:51:39.969Z
1281,-546,537,239,573,198,4.749223709106445,01,2017-05-08T05:21:02.025Z
1290,-546,537,245,570,198,4.749223709106445,01,2017-05-08T05:50:23.715Z
1292,-540,539,242,570,199,4.729184627532959,01,2017-05-08T06:19:45.160Z
1296,-551,537,241,571,195,4.729184627532959,01,2017-05-08T06:49:06.654Z
1298,-536,538,230,570,201,4.729184627532959,01,2017-05-08T07:18:28.041Z
1309,-552,539,242,573,195,4.709314346313477,01,2017-05-08T07:47:49.355Z
1308,-531,539,231,570,205,4.709314346313477,01,2017-05-08T08:17:10.675Z
1323,-547,540,241,571,202,4.709314346313477,01,2017-05-08T08:46:32.060Z
1314,-546,539,236,568,197,4.709314346313477,01,2017-05-08T09:15:54.684Z
1324,-561,540,243,571,192,4.729184627532959,01,2017-05-08T09:45:19.816Z
1329,-541,542,241,573,196,4.76943302154541,01,2017-05-08T10:14:52.930Z
1314,-550,541,242,572,194,4.76943302154541,01,2017-05-08T10:44:28.289Z
1356,-542,542,237,569,204,4.76943302154541,01,2017-05-08T11:13:58.535Z
1709,-650,543,242,575,196,4.76943302154541,01,2017-05-08T11:43:34.605Z
1698,-651,545,241,575,196,4.789815425872803,01,2017-05-08T12:13:13.867Z
1660,-621,547,240,576,197,4.789815425872803,01,2017-05-08T12:42:57.723Z
1614,-611,542,245,570,193,4.810372829437256,01,2017-05-08T13:12:42.811Z
1601,-616,545,245,575,193,4.76943302154541,01,2017-05-08T13:42:15.114Z
1583,-619,547,243,573,198,4.76943302154541,01,2017-05-08T14:11:51.742Z
1567,-612,547,247,574,192,4.789815425872803,01,2017-05-08T14:41:33.591Z
1539,-582,545,244,572,196,4.789815425872803,01,2017-05-08T15:11:19.586Z
1521,-553,546,236,574,200,4.789815425872803,01,2017-05-08T15:41:01.183Z
1512,-589,546,240,575,191,4.670070171356201,01,2017-05-08T16:11:33.184Z
2147,-681,544,235,574,191,4.729184627532959,01,2017-05-08T16:41:26.413Z
2155,-674,545,242,574,196,4.709314346313477,01,2017-05-08T17:11:13.506Z
2055,-663,540,235,572,192,4.689610004425049,01,2017-05-08T17:40:57.659Z
2753,-678,541,235,571,194,4.670070171356201,01,2017-05-08T18:10:39.382Z
2567,-678,543,246,571,196,4.650691986083984,01,2017-05-08T18:40:20.296Z
2424,-685,544,244,572,195,4.650691986083984,01,2017-05-08T19:10:00.765Z
2314,-676,544,244,573,194,4.631474494934082,01,2017-05-08T19:39:41.716Z
2232,-677,544,237,573,203,4.631474494934082,01,2017-05-08T20:09:22.353Z
2128,-684,542,242,574,190,4.612415313720703,01,2017-05-08T20:39:01.751Z
2043,-638,542,239,569,195,4.612415313720703,01,2017-05-08T21:08:40.498Z
1973,-641,542,233,572,201,4.593511581420898,01,2017-05-08T21:38:19.168Z
1883,-640,544,239,571,201,4.574762344360352,01,2017-05-08T22:07:57.328Z
1790,-650,546,240,576,197,4.574762344360352,01,2017-05-08T22:37:35.099Z
1700,-669,548,245,578,197,4.574762344360352,01,2017-05-08T23:07:12.729Z
1636,-634,547,239,573,201,4.55616569519043,01,2017-05-08T23:36:50.098Z
1592,-654,546,240,574,193,4.55616569519043,01,2017-05-09T00:06:27.089Z
1565,-649,549,240,579,201,4.5377197265625,01,2017-05-09T00:36:03.997Z
1540,-630,548,245,574,198,4.5377197265625,01,2017-05-09T01:05:40.726Z
1516,-637,549,244,575,199,4.519423007965088,01,2017-05-09T01:35:17.359Z
1480,-619,545,239,574,195,4.519423007965088,01,2017-05-09T02:04:53.951Z
1470,-612,547,239,576,195,4.519423007965088,01,2017-05-09T02:34:30.361Z
1462,-625,551,244,576,205,4.519423007965088,01,2017-05-09T03:04:06.669Z
1439,-589,552,236,575,206,4.501272201538086,01,2017-05-09T03:33:43.079Z
1434,-615,552,243,575,201,4.501272201538086,01,2017-05-09T04:03:19.663Z
1413,-592,549,241,573,196,4.501272201538086,01,2017-05-09T04:32:56.384Z
1409,-604,549,243,574,193,4.501272201538086,01,2017-05-09T05:02:32.854Z
1405,-592,550,240,577,198,4.501272201538086,01,2017-05-09T05:32:09.093Z
1386,-583,550,236,576,194,4.483267307281494,01,2017-05-09T06:01:45.151Z
1378,-578,550,236,575,195,4.483267307281494,01,2017-05-09T06:31:21.299Z
1383,-601,550,245,577,192,4.483267307281494,01,2017-05-09T07:00:57.672Z
1367,-581,551,234,576,196,4.483267307281494,01,2017-05-09T07:30:33.920Z
1374,-599,552,246,576,196,4.483267307281494,01,2017-05-09T08:00:09.952Z
1357,-566,550,245,572,195,4.4654059410095215,01,2017-05-09T08:29:45.962Z
1350,-565,550,244,573,193,4.4654059410095215,01,2017-05-09T08:59:21.996Z
1362,-579,555,242,579,204,4.4654059410095215,01,2017-05-09T09:28:58.479Z
1340,-574,550,235,592,204,4.483267307281494,01,2017-05-09T09:58:36.598Z
1335,-544,555,238,589,210,4.501272201538086,01,2017-05-09T10:28:17.504Z
1334,-568,556,242,591,207,4.501272201538086,01,2017-05-09T10:57:59.331Z
1312,-560,554,240,586,204,4.519423007965088,01,2017-05-09T11:27:43.245Z
2952,-748,553,242,586,204,4.501272201538086,01,2017-05-09T11:57:25.501Z
