2016,12,23,10,51,43,31.25,4.83,7415,11054,16128,15747,15436,15233,15058,14696,14887,14055,13880,13730,13539,7097,7221,7277,7334,734871008,95310,355063,215155,167565,123109,111832,94470,85347,77941,73264,70233,64975,57396,58352,59337,,293,-649,-593,-536,-514,-503,-498,-492,-492,-476,-481,-480,-475,-852,-808,-802,-792,-791,-791,-797,
2016,12,23,10,52,21,31.50,4.83,7168,10916,16263,15436,15233,14864,14650,14371,14189,13836,13836,13330,13496,7090,7228,7249,7320,732065611,92272,353781,192700,141522,127056,104836,91707,83137,77745,71313,67252,64810,57325,58135,59117,,302,-639,-559,-504,-498,-492,-481,-475,-481,-470,-470,-470,-470,-857,-809,-798,-792,-787,-781,-781,
2016,12,23,11,00,00,32.00,4.80,7111,10980,15829,15618,15233,14937,14650,14440,14189,14100,13750,13664,13496,7056,7391,7391,7427,748669418,94812,354209,203336,159995,127056,111555,96771,85240,77745,71403,68672,68759,57254,61251,59190,,285,-658,-610,-554,-538,-526,-509,-498,-498,-487,-492,-487,-481,-859,-815,-804,-805,-798,-793,-788,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,7545,11021,16103,15642,15436,15233,14960,14696,14508,14324,14166,13967,13708,6982,7090,7172,7207,738367558,93693,324691,228364,153972,123261,105619,97012,85561,78039,71765,68933,64975,57325,57325,59264,,288,-655,-603,-548,-531,-520,-508,-497,-492,-487,-486,-481,-470,-863,-814,-803,-808,-802,-787,-786,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,,15514,15514,15286,14914,14840,14463,14279,14077,13923,13836,13664,7002,7097,7214,7201,727115451,,118528,102256,87441,81432,76351,68846,66219,61491,60406,56400,56400,58280,60204,60279,,,,,278,-649,-597,-553,-531,-514,-503,-492,-492,-492,-486,-481,-476,-847,-803,-792,-787,-786,-781,-780,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,15618,15490,15210,15035,14627,14556,14279,14077,14011,13836,13664,7090,7201,7320,7328,7342,,299353,192935,153408,123109,105227,91936,83346,76063,72988,67423,63693,57183,58135,59043,,,,-604,-543,-526,-509,-498,-498,-487,-487,-482,-476,-481,-866,-826,-815,-804,-793,-793,-793,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15412,15110,14891,14627,14257,14077,13923,13750,13580,13496,13496,6969,7111,7180,7201,7236,,299353,193170,141696,119115,105227,89635,83346,74542,71494,67423,63693,57183,58063,58135,,,,-599,-543,-526,-515,-504,-493,-487,-487,-492,-487,-481,-859,-815,-809,-798,-793,-793,-793,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15134,15011,14722,14556,14348,14167,13750,13580,13945,13750,13168,7124,7249,7285,7306,7342,,242050,159995,131762,115078,99689,85454,79800,73080,68846,67509,62613,57254,60204,59190,,,,,-603,-548,-531,-520,-503,-503,-497,-492,-486,-481,-481,-869,-825,-813,-802,-797,-791,-791,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15412,15514,15286,14914,14722,14463,14279,14100,13814,13664,13434,6922,7271,7180,7214,7214,,299353,203584,141870,127370,96771,89635,83451,76255,73080,64892,61413,57254,59043,59117,,,,,-594,-538,-527,-520,-503,-498,-487,-487,-481,-481,-481,-869,-825,-820,-803,-798,-792,-787,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15412,15442,15210,14937,14627,14440,14279,14033,13923,13836,13664,6969,7111,7145,7166,7214,,277635,183523,147326,119115,105227,89747,81432,77843,70056,68759,62533,58135,59117,60055,,,,-604,-549,-527,-520,-516,-493,-487,-477,-482,-482,-471,-859,-820,-809,-804,-798,-798,-793,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15162,14988,14840,14627,14393,14211,13945,13772,13601,13434,13249,7050,7193,7249,7298,7320,,355063,203831,142044,119115,105619,92051,83451,77941,74636,68759,66135,56329,58135,58280,,,,-594,-538,-527,-516,-504,-498,-488,-487,-487,-482,-476,-864,-820,-803,-808,-802,-791,-791,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15310,15310,15110,14914,14533,14371,14279,14011,13836,13686,13558,7056,7214,7249,7306,7306,,324691,203336,147507,118968,105358,94352,79600,77745,72988,68672,64728,57183,59043,60055,,,,-584,-533,-516,-504,-493,-487,-487,-482,-481,-481,-481,-869,-820,-809,-802,-797,-787,-791,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15412,15436,15110,14914,14673,14348,14189,13989,13836,13643,13496,6936,7077,7111,7131,7166,,324300,192700,147326,115078,99442,89523,83346,76063,70056,66051,63612,57183,60130,60055,,,,,-600,-544,-522,-511,-504,-499,-488,-482,-477,-477,-476,-855,-815,-809,-804,-793,-793,-787,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15110,15412,15233,14914,14234,14348,14722,14077,13496,13664,13496,6936,7077,7097,7180,7214,,298630,192700,147146,118675,99318,89411,83242,75871,69967,68585,63531,57183,58135,59043,,,,,-594,-544,-527,-511,-504,-493,-493,-482,-493,-482,-466,-859,-815,-793,-798,-793,-793,-787,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15110,15110,14817,14650,14440,14077,13858,13664,13496,13330,13109,7043,7166,7285,7271,7355,,257560,166952,131437,115078,99565,87441,83346,77843,72988,66051,64892,58207,59117,60204,,,,,-598,-548,-526,-514,-509,-493,-492,-487,-487,-481,-476,-863,-814,-803,-802,-787,-781,-786,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15412,15388,15110,14817,14627,14348,14722,13989,13836,13664,13580,7022,7166,7249,7271,7306,,298630,192465,153220,122806,105097,94000,81228,77647,72803,68498,63368,58135,60130,60055,,,,-599,-543,-521,-510,-499,-498,-488,-487,-477,-482,-471,-859,-809,-809,-798,-787,-787,-782,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15087,14914,14817,14440,14604,13989,13728,13664,13413,13330,13189,7056,7166,7236,7320,7342,,389160,202842,153032,118528,99194,91592,85027,77550,71313,68585,64563,57183,59043,59043,,,,,-600,-544,-527,-516,-504,-499,-488,-488,-488,-482,-477,-859,-809,-798,-788,-788,-783,-782,
2016,12,23,11,00,00,32.00,4.80,2016,12,23,11,00,00,32.00,4.87,,32.25,4.85,,32.25,,,,,,15340,15310,15210,15514,14463,14393,14211,14033,13858,13580,13517,6903,7056,7124,7124,7193,,324300,203089,153408,122806,105097,91821,83242,77745,72896,67252,64728,58207,60204,61175,,,,-604,-548,-526,-514,-509,-503,-492,-487,-492,-486,-486,-853,-819,-803,-792,-781,-787,-787,
