Date,d15cm_unified,d45cm_unified,d75cm_unified
2017-04-29 08:00:00.000,1071.71733108692,668.350011547154,997.744141563553
2017-04-29 09:00:00.000,1074.22530352557,667.328827029953,1001.8513312646
2017-04-29 10:00:00.000,1073.31669226061,666.533543917155,1006.62187662669
2017-04-29 11:00:00.000,1066.11737350556,666.422314105456,1008.64659255146
2017-04-29 12:00:00.000,1052.76636111675,664.97527794434,1009.56788795176
2017-04-29 13:00:00.000,1039.3008080057,663.85042322245,1012.60310809132
2017-04-29 14:00:00.000,1025.7708390953,663.598109862714,1015.24468600574
2017-04-29 15:00:00.000,1012.42498094797,661.551902857061,1017.11624798228
2017-04-29 16:00:00.000,998.994858149468,660.275934880315,1018.88751620623
2017-04-29 17:00:00.000,984.934049887015,657.268611209277,1019.19657526418
2017-04-29 18:00:00.000,971.195939872556,655.325921881496,1020.00988345824
2017-04-29 19:00:00.000,959.265024187482,651.428367135199,1021.01385050881
2017-04-29 20:00:00.000,952.224563652795,647.704366194543,1017.90341545789
2017-04-29 21:00:00.000,954.321765826292,645.2707731901,1017.91690919441
2017-04-29 22:00:00.000,959.972902357924,644.216569114314,1020.12812659608
2017-04-29 23:00:00.000,964.239765812327,642.967623940183,1020.53310839888
2017-04-30 00:00:00.000,967.910031071709,640.821787601021,1020.71249421402
2017-04-30 01:00:00.000,971.786137968769,639.277377391561,1020.79559761593
2017-04-30 02:00:00.000,974.89032350671,638.555883553689,1020.38551885096
2017-04-30 03:00:00.000,977.674909328877,639.129075654455,1021.92825913401
2017-04-30 04:00:00.000,980.195319022007,638.511314158817,1024.2015588831
2017-04-30 05:00:00.000,982.026166248658,636.504329631533,1025.96638862129
2017-04-30 06:00:00.000,986.552483201139,638.099320197169,1028.65510394385
2017-04-30 07:00:00.000,1002.54296867028,649.335279589776,1042.74746161517
2017-04-30 08:00:00.000,1017.58768073673,658.570933295661,1054.53488780936
2017-04-30 09:00:00.000,1021.44888573219,657.804401746388,1060.77115020469
2017-04-30 10:00:00.000,1025.40521535614,656.535429913624,1065.73153531528
2017-04-30 11:00:00.000,1019.0147548096,656.138420764908,1070.21657761882
2017-04-30 12:00:00.000,1004.68897325552,657.199178794048,1074.55111937744
2017-04-30 13:00:00.000,991.410481350708,657.932884994996,1078.80849481223
2017-04-30 14:00:00.000,979.209039415992,659.373109675325,1082.9945355725
2017-04-30 15:00:00.000,967.091306742911,660.320047488862,1087.07155212173
2017-04-30 16:00:00.000,954.47312504433,661.710846160388,1091.06513413264
2017-04-30 17:00:00.000,941.147130623429,664.006665354722,1094.94785949185
2017-04-30 18:00:00.000,927.533062498579,665.817639239915,1098.71536290565
2017-04-30 19:00:00.000,913.677613122489,667.871896311303,1102.40938005097
2017-04-30 20:00:00.000,899.190180386407,671.001709424562,1106.15214920753
2017-04-30 21:00:00.000,884.829730626793,674.476672621441,1109.93943476735
2017-04-30 22:00:00.000,872.593262744656,678.128577572788,1113.76419929197
2017-04-30 23:00:00.000,866.502982499983,681.968864616148,1117.62498389456
2017-05-01 00:00:00.000,862.314420367579,686.037181249389,1121.52555520422
2017-05-01 01:00:00.000,862.062700152127,690.361157386604,1125.46531615501
2017-05-01 02:00:00.000,863.241979668298,694.919132846541,1129.44400201538
2017-05-01 03:00:00.000,863.785539286612,699.753473280477,1133.46914022432
2017-05-01 04:00:00.000,869.741752059584,704.890132794953,1137.56469395261
2017-05-01 05:00:00.000,875.410891779592,710.333026698508,1141.73182748433
2017-05-01 06:00:00.000,879.283439005676,716.14017008582,1145.96893363079
2017-05-01 07:00:00.000,893.552495770085,722.396086232418,1150.28113871812
2017-05-01 08:00:00.000,903.581276238781,729.265673952342,1154.67448828417
2017-05-01 09:00:00.000,905.106056752549,738.354854118621,1158.68308619198
2017-05-01 10:00:00.000,906.640462616781,746.059890259505,1162.74006759548
2017-05-01 11:00:00.000,908.186343277066,749.703877555475,1166.84733455172
2017-05-01 12:00:00.000,909.743715292447,749.876400734001,1171.00689703837
2017-05-01 13:00:00.000,911.312609237136,748.496342126803,1175.22087787703
2017-05-01 14:00:00.000,912.893056465885,746.66189038411,1179.49152201268
2017-05-01 15:00:00.000,914.485089215534,744.725386935637,1183.82120677024
2017-05-01 16:00:00.000,916.088740611175,742.769182976772,1188.2124532462
2017-05-01 17:00:00.000,917.704044673191,740.809100252403,1192.66793899236
2017-05-01 18:00:00.000,903.95854389359,738.847924745182,1197.19051217576
2017-05-01 19:00:00.000,889.204554842958,736.886217110225,1201.78320742994
2017-05-01 20:00:00.000,874.036901860167,734.924159357671,1206.44926365124
2017-05-01 21:00:00.000,858.794811191723,732.961847675189,1211.19214403957
2017-05-01 22:00:00.000,844.042717446264,730.999344852235,1216.015558739
2017-05-01 23:00:00.000,830.528902819281,729.036694929527,1220.92349050189
2017-05-02 00:00:00.000,818.873725304762,727.073929900081,1225.92022388381
2017-05-02 01:00:00.000,809.159388310456,725.111073587422,1231.01037858007
2017-05-02 02:00:00.000,800.920600149462,723.148144090036,1236.19894764272
2017-05-02 03:00:00.000,793.553834690324,721.185155389598,1241.49134147741
2017-05-02 04:00:00.000,786.627014366087,719.222118442248,1246.89343872067
2017-05-02 05:00:00.000,779.910608530755,717.259041938361,1252.41164535365
2017-05-02 06:00:00.000,773.298649199273,715.295932843426,1258.05296373327
2017-05-02 07:00:00.000,773.844794218772,713.332796790718,1263.82507364024
2017-05-02 08:00:00.000,774.393928640092,711.369638371392,1269.73642798525
2017-05-02 09:00:00.000,774.947224981508,709.406461352184,1275.79636652283
2017-05-02 10:00:00.000,775.504647972371,707.443268841107,1282.01525185769
2017-05-02 11:00:00.000,776.066169868828,705.480063415199,1288.40463327376
2017-05-02 12:00:00.000,776.631763069727,703.516847220159,1294.97744559441
2017-05-02 13:00:00.000,777.201400159753,701.553622048897,1301.7482525677
2017-05-02 14:00:00.000,777.775053907397,699.590389404055,1308.73354742051
2017-05-02 15:00:00.000,778.352697263224,697.627150548205,1315.95212762369
2017-05-02 16:00:00.000,778.934303358163,695.66390654448,1323.42556713243
2017-05-02 17:00:00.000,779.519845501821,693.700658289693,1331.17881829643
2017-05-02 18:00:00.000,780.109297180817,691.737406541507,1339.24098863971
2017-05-02 19:00:00.000,780.702632057143,689.77415194085,1347.64635693779
2017-05-02 20:00:00.000,781.299823966548,687.810895030509,1356.43572186883
2017-05-02 21:00:00.000,781.900846916939,685.847636270605,1365.65822037854
2017-05-02 22:00:00.000,782.505675086807,683.884376051547,1375.37382021878
2017-05-02 23:00:00.000,783.114282823678,681.921114704882,1385.65679445641
2017-05-03 00:00:00.000,783.726644642577,679.957852512436,1396.60064084177
2017-05-03 01:00:00.000,784.34273522452,677.994589714013,1408.32512239989
2017-05-03 02:00:00.000,784.962529415023,676.031326513899,1420.98631014932
2017-05-03 03:00:00.000,785.586002222631,674.068063086366,1434.79026120623
2017-05-03 04:00:00.000,786.213128817467,672.104799580333,1450.0080236848
2017-05-03 05:00:00.000,786.843884529803,670.141536123314,1466.97282748374
2017-05-03 06:00:00.000,787.478244848646,668.178272824765,1485.95057076982
2017-05-03 07:00:00.000,788.116185420344,666.215009778927,1506.30130896545
2017-05-03 08:00:00.000,788.757682047212,664.251747067228,1522.73931538789
2017-05-03 09:00:00.000,789.402710686179,662.28848476033,1524.11733244259
2017-05-03 10:00:00.000,790.051247447441,660.325222919848,1514.98294115447
2017-05-03 11:00:00.000,790.703268593147,658.361961599823,1503.21697893417
2017-05-03 12:00:00.000,791.358750536093,656.398700847945,1490.78679849903
2017-05-03 13:00:00.000,792.017669838433,654.435440706608,1478.04774399583
2017-05-03 14:00:00.000,792.680003210409,652.472181213786,1465.08098321458
2017-05-03 15:00:00.000,793.345727509104,650.508922403767,1451.9237729858
2017-05-03 16:00:00.000,794.014819737193,648.545664307786,1438.60495915595
2017-05-03 17:00:00.000,794.68725704173,646.582406954534,1425.14990700726
2017-05-03 18:00:00.000,795.363016712941,644.619150370605,1411.5811543661
2017-05-03 19:00:00.000,796.042076183028,642.65589458085,1397.91864024076
2017-05-03 20:00:00.000,796.724413025002,640.692639608684,1384.17992942615
2017-05-03 21:00:00.000,797.410004951515,638.729385476335,1370.38042559703
2017-05-03 22:00:00.000,798.098829813717,636.766132205051,1356.53355452129
2017-05-03 23:00:00.000,798.790865600126,634.802879815269,1342.65091900341
2017-05-04 00:00:00.000,799.486090435511,632.839628326757,1328.74243593195
2017-05-04 01:00:00.000,800.184482579783,630.876377758725,1314.81646624629
2017-05-04 02:00:00.000,800.886020426915,628.913128129919,1300.8799455427
2017-05-04 03:00:00.000,801.590682503857,626.949879458693,1286.93851911037
2017-05-04 04:00:00.000,802.298447469479,624.986631763073,1272.99668171283
2017-05-04 05:00:00.000,803.00929411352,623.023385060797,1259.05791994151
2017-05-04 06:00:00.000,803.723201355548,621.060139369362,1245.12485358051
2017-05-04 07:00:00.000,804.440148243942,619.096894706044,1231.19937201643
2017-05-04 08:00:00.000,805.160113954875,617.133651087925,1217.28276206244
2017-05-04 09:00:00.000,805.883077791318,615.170408531913,1203.37582436469
2017-05-04 10:00:00.000,806.609019182048,613.207167054746,1189.47897656263
2017-05-04 11:00:00.000,807.33791768068,611.243926673011,1188.45870801874
2017-05-04 12:00:00.000,808.069752964695,609.280687403146,1187.45110275586
2017-05-04 13:00:00.000,822.901079225916,611.292616445421,1200.33660690426
2017-05-04 14:00:00.000,837.391105995238,612.883989525783,1202.24127694874
2017-05-04 15:00:00.000,853.374586123275,614.954391664315,1204.11191320905
2017-05-04 16:00:00.000,854.275358236311,617.535866902162,1205.96688284916
2017-05-04 17:00:00.000,855.460741441508,620.784827107734,1207.79440234687
2017-05-04 18:00:00.000,856.946640402815,624.917103394424,1209.62219571399
2017-05-04 19:00:00.000,858.745977693811,630.04641734785,1211.45273645227
2017-05-04 20:00:00.000,860.851175176338,636.380321400251,1213.28045102482
2017-05-04 21:00:00.000,863.25426769548,644.161618776938,1215.11528447902
2017-05-04 22:00:00.000,865.926958125563,653.159864406804,1216.96619550456
2017-05-04 23:00:00.000,868.907591368233,660.97860213351,1218.84689175148
2017-05-05 00:00:00.000,872.167603179057,663.013767892397,1220.75687711924
2017-05-05 01:00:00.000,875.745499751052,659.026573864627,1222.70444076311
2017-05-05 02:00:00.000,879.677431978446,654.087893847187,1224.69362565117
2017-05-05 03:00:00.000,881.968294673037,655.544363024748,1226.72725213822
2017-05-05 04:00:00.000,883.781765017697,654.444466650872,1228.82874548004
2017-05-05 05:00:00.000,885.853217114161,643.325573804559,1230.982988579
2017-05-05 06:00:00.000,888.133278605222,642.638777426573,1233.15870724802
2017-05-05 07:00:00.000,890.663248830252,642.395508081358,1235.36298918085
2017-05-05 08:00:00.000,893.413432180243,642.514707936169,1237.60318453396
2017-05-05 09:00:00.000,896.434009578502,642.950173788651,1239.88395000461
2017-05-05 10:00:00.000,899.705642393609,643.754758055113,1242.20513503696
2017-05-05 11:00:00.000,903.315777093535,644.97331094433,1244.56903714195
2017-05-05 12:00:00.000,907.306042831427,646.628737057592,1246.96893493506
2017-05-05 13:00:00.000,911.883565917936,648.768888798185,1249.40502842153
2017-05-05 14:00:00.000,917.138936970988,651.451896833607,1251.86859791556
2017-05-05 15:00:00.000,923.095344087964,654.791951393829,1254.36572359404
2017-05-05 16:00:00.000,929.967657098078,658.886374019021,1256.89690601053
2017-05-05 17:00:00.000,937.839974478364,663.598664680599,1259.46537928894
2017-05-05 18:00:00.000,946.856318586081,669.270096898686,1262.07917589149
2017-05-05 19:00:00.000,956.869016621511,676.18816752171,1264.74290858162
2017-05-05 20:00:00.000,967.859475748922,684.667389166386,1267.45592902944
2017-05-05 21:00:00.000,979.845626036783,694.183220233964,1270.21262630245
2017-05-05 22:00:00.000,992.796661085284,701.081338266792,1273.01036419718
2017-05-05 23:00:00.000,1006.98447745623,699.715911775995,1275.85155978145
2017-05-06 00:00:00.000,1022.6702968581,692.818871109653,1278.74675467781
2017-05-06 01:00:00.000,1039.77742443119,684.967166345329,1280.74403063831
2017-05-06 02:00:00.000,1057.78331001,679.027638722288,1282.75832469016
2017-05-06 03:00:00.000,1074.58003699353,672.42674165382,1284.79126967711
2017-05-06 04:00:00.000,1085.81177311984,667.171309761345,1286.84436406576
2017-05-06 05:00:00.000,1084.33850496444,662.096431327076,1288.91846669575
2017-05-06 06:00:00.000,1081.37730867512,658.531236179892,1291.01112671198
2017-05-06 07:00:00.000,1075.63544246425,654.594729823875,1294.24728596588
2017-05-06 08:00:00.000,1069.70956665567,650.412598107073,1297.5428775026
2017-05-06 09:00:00.000,1064.86501380073,647.923891107355,1300.89272488739
2017-05-06 10:00:00.000,1059.99853892676,648.03376959777,1304.29016330018
2017-05-06 11:00:00.000,1047.1055769721,646.28115133767,1307.74194461226
2017-05-06 12:00:00.000,1030.49068335208,645.107317901333,1311.23776852668
2017-05-06 13:00:00.000,1013.19767015595,642.666139390083,1314.77723363959
2017-05-06 14:00:00.000,996.195053051359,640.518408540022,1318.36762983326
2017-05-06 15:00:00.000,979.168833091007,634.995450068964,1321.99296634678
2017-05-06 16:00:00.000,966.709920747934,631.786292327956,1325.63204676182
2017-05-06 17:00:00.000,951.297245427503,625.522343314945,1327.8255531597
2017-05-06 18:00:00.000,936.747931263127,619.329312398838,1330.67524073331
2017-05-06 19:00:00.000,928.754200448706,614.480561864927,1333.24850908538
2017-05-06 20:00:00.000,923.471223319063,607.975714932085,1335.65213185119
2017-05-06 21:00:00.000,925.501960339087,602.350064092278,1337.93409235363
2017-05-06 22:00:00.000,929.666973068592,597.317575456266,1340.12814073035
2017-05-06 23:00:00.000,935.390878464458,592.928064851665,1342.25980240141
2017-05-07 00:00:00.000,938.39205990382,604.848214706993,1344.34518951266
2017-05-07 01:00:00.000,942.458138241874,595.041436796914,1346.39904954304
2017-05-07 02:00:00.000,946.406801455913,589.33960991966,1348.42592447136
2017-05-07 03:00:00.000,947.65278108803,585.86469875512,1350.43031542553
2017-05-07 04:00:00.000,950.178222750665,584.264012165006,1352.41334402869
2017-05-07 05:00:00.000,952.240227651664,583.325602912478,1354.38319676254
2017-05-07 06:00:00.000,951.972276049552,582.671366022618,1356.34861789143
2017-05-07 07:00:00.000,971.633382454705,582.577184557878,1358.31015333871
2017-05-07 08:00:00.000,985.54047521644,581.91579032073,1360.26885596943
2017-05-07 09:00:00.000,992.43213145825,580.539587831687,1362.23718755312
2017-05-07 10:00:00.000,974.329697860327,581.40996872015,1364.20893071826
2017-05-07 11:00:00.000,989.324771780948,583.494881901981,1366.16833727452
2017-05-07 12:00:00.000,988.538724961009,581.877350818941,1368.11775284948
2017-05-07 13:00:00.000,981.125896514146,582.934115189095,1370.05271231504
2017-05-07 14:00:00.000,959.92883112196,580.96837070694,1371.97894595244
2017-05-07 15:00:00.000,956.397174680551,578.502456753317,1373.89526766728
2017-05-07 16:00:00.000,958.449679775529,576.10805375869,1375.79163942271
2017-05-07 17:00:00.000,965.64896937529,574.994470364389,1377.66789409559
2017-05-07 18:00:00.000,966.181500973443,572.304243168819,1379.53683427962
2017-05-07 19:00:00.000,964.062034422203,570.139526768877,1381.40235331015
2017-05-07 20:00:00.000,967.072241398835,567.687775816977,1383.26536055596
2017-05-07 21:00:00.000,974.884756014024,564.845721752927,1385.12833394851
2017-05-07 22:00:00.000,985.290952813104,561.689251665379,1386.99163737501
2017-05-07 23:00:00.000,997.302798895351,560.665309187744,1388.85652727617
2017-05-08 00:00:00.000,1008.90600557884,560.880522335031,1390.72510865856
2017-05-08 01:00:00.000,1019.1433032637,559.576741341797,1392.59843486836
2017-05-08 02:00:00.000,1026.64666184654,559.954624810416,1394.47747965299
2017-05-08 03:00:00.000,1036.21090442471,560.317465061947,1396.36952698344
2017-05-08 04:00:00.000,1042.53685975382,546.62874399757,1398.27822024341
2017-05-08 05:00:00.000,1050.09493132435,553.800411701016,1400.1969251347
2017-05-08 06:00:00.000,1058.57046743125,543.831544197148,1402.1240766926
2017-05-08 07:00:00.000,1065.19382851351,552.278029044884,1404.06224208574
2017-05-08 08:00:00.000,1070.50138132469,557.354700118355,1406.01495845276
2017-05-08 09:00:00.000,1076.26313257611,560.848292088487,1407.98555903266
2017-05-08 10:00:00.000,1078.5191041934,562.157522495539,1409.97005179279
2017-05-08 11:00:00.000,1080.20137755876,573.530673259019,1411.96604139016
2017-05-08 12:00:00.000,1090.75666443768,575.279149914721,1413.98657189722
2017-05-08 13:00:00.000,1080.791575202,577.595425598754,1416.03560994468
2017-05-08 14:00:00.000,1092.6251297166,580.156561075512,1418.10689184385
2017-05-08 15:00:00.000,1106.19161858931,583.258145981757,1420.20401449393
2017-05-08 16:00:00.000,1122.10952223674,586.968397440345,1422.32386932192
2017-05-08 17:00:00.000,1105.97665975775,587.940529596991,1424.47098894338
2017-05-08 18:00:00.000,1109.91922421373,587.554277270312,1426.65137376759
2017-05-08 19:00:00.000,1113.40502766912,582.872905786339,1428.86331211267
2017-05-08 20:00:00.000,1117.13537548716,582.44282446731,1431.09036301075
2017-05-08 21:00:00.000,1121.51753050637,582.30911161766,1433.33221956995
2017-05-08 22:00:00.000,1125.57806801966,581.858899548995,1435.59280528151
2017-05-08 23:00:00.000,1129.72872646319,581.470682144803,1437.85568032853
2017-05-09 00:00:00.000,1134.36705690374,581.334033639601,1440.11564305967
2017-05-09 01:00:00.000,1139.62515528679,581.442472525192,1442.3721479412
2017-05-09 02:00:00.000,1145.65319043346,581.813516587402,1444.62852927606
2017-05-09 03:00:00.000,1152.46147279785,582.457932227826,1446.88971958047
2017-05-09 04:00:00.000,1160.23456159084,583.356478831057,1449.14904268279
2017-05-09 05:00:00.000,1169.20966432576,584.552950453495,1451.41629938643
2017-05-09 06:00:00.000,1179.65240965605,586.028806878157,1453.69061688596
2017-05-09 07:00:00.000,1191.60967885971,587.806615313626,1455.96375818857
2017-05-09 08:00:00.000,1205.76935002048,589.895646033349,1458.24514024532
2017-05-09 09:00:00.000,1222.46517023646,592.307090483348,1460.53018317175
2017-05-09 10:00:00.000,1240.43644105668,594.076515287178,1462.81863326238
