when,d15cm_modulo1,d45cm_modulo1,d75cm_modulo1,d15cm_modulo2,d45cm_modulo2,d75cm_modulo2,d15cm_modulo3,d45cm_modulo3,d75cm_modulo3,d15cm_modulo4,d45cm_modulo4,d75cm_modulo4,wetness_modulo5,temperature_modulo5,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_dir,vento_rajada,radiacao,precipitacao,EToPM
2017-05-05 15:00:00.000,1012,538,575,829,682,3826,1865,1188,3448,NaN,NaN,NaN,1023,28.2142074239861,30.6,30.7,29.7,61,67,59,22.3,23.4,21.2,99.97,1000.3,999.7,4,116,8.2,3.388,0,1.05526716175911
2017-05-05 16:00:00.000,991,537,573,814,680,3789,1798,1139,3433,NaN,NaN,NaN,1023,28.6789768313994,30.4,30.6,29.8,61,64,60,22.1,23.1,21.6,99.88,999.7,998.8,4.1,117,9.1,2.619,0,0.845989294374596
2017-05-05 17:00:00.000,996,537,578,796,673,3736,1733,1114,3421,NaN,NaN,NaN,1023,29.1483027633822,30.2,31.6,29.6,62,65,59,22.2,24,21.6,99.82,998.8,998.2,3.6,124,9.2,2.77,0,0.880449206929641
2017-05-05 18:00:00.000,977,534,575,797,671,3687,1682,1077,3404,NaN,NaN,NaN,1023,29.4942571509129,30.7,30.8,29.9,60,65,60,22,23,21.7,99.78,998.2,997.7,2.9,123,7.3,2.063,0,0.503930423743538
2017-05-05 19:00:00.000,991,533,577,794,665,3611,1637,1043,3394,NaN,NaN,NaN,1023,29.7159950770797,29.2,30.7,29.2,64,66,59,21.8,22.5,21.2,99.8,998,997.7,2.2,121,7.1,0.9343,0,0.261626273100815
2017-05-05 20:00:00.000,998,533,576,797,661,3555,1600,1004,3380,NaN,NaN,NaN,1023,29.8125,28.2,30,28.2,69,69,62,22,22.3,20.9,99.84,998.4,997.9,3.2,85,4.9,0.4591,0,0.147325482036384
2017-05-05 21:00:00.000,1003,530,576,807,658,3528,1567,972,3355,NaN,NaN,NaN,1023,29.7204450720147,26.7,28.2,26.7,79,79,69,22.7,22.8,22.2,99.91,999.1,998.4,2.8,98,4.9,0.02238,0,0.0416320429596695
2017-05-05 22:00:00.000,1010,529,571,818,654,3495,1543,946,3347,NaN,NaN,NaN,952.44770991918,29.5642266931908,26.4,26.7,26.4,79,79,78,22.4,22.7,22.4,100,1000,999.1,3.6,106,6.3,-0.00354,0,0.0422520087769442
2017-05-05 23:00:00.000,1018,530,572,823,652,3465,1515,918,3325,NaN,NaN,NaN,917.512359164506,29.3124427816458,26.1,26.5,26,79,79,78,22.1,22.4,22.1,100.07,1000.7,1000,2.6,114,6.3,-0.00354,0,0.0344838539495029
2017-05-06 00:00:00.000,1018,529,573,829,652,3415,1494,893,3310,NaN,NaN,NaN,1005.21587860684,29.0605725124389,25.8,26.2,25.8,80,80,79,22.1,22.2,22.1,100.1,1001.1,1000.7,3,115,5.4,-0.00354,0,0.0354885430384054
2017-05-06 01:00:00.000,1018,530,570,830,650,3355,1478,868,3299,NaN,NaN,NaN,998.848623622026,28.8086227596549,25.8,25.9,25.7,79,80,79,21.9,22.2,21.8,100.11,1001.1,1001,2.5,136,5.2,-0.00354,0,0.0333158186176919
2017-05-06 02:00:00.000,1019,530,571,837,653,3323,1454,852,3285,NaN,NaN,NaN,923.849838842015,28.5566065672929,24.8,25.8,24.8,83,83,79,21.7,22,21.6,100.04,1001.1,1000.4,0.8,315,5,-0.00354,0,0.0106753967396287
2017-05-06 03:00:00.000,1018,530,570,840,652,3283,1438,833,3276,NaN,NaN,NaN,557.460296172272,28.3046144972659,24.9,25.5,24.5,81,84,80,21.4,22,21.1,99.96,1000.4,999.6,1,331,3.1,-0.00354,0,0.0146814587922915
2017-05-06 04:00:00.000,1019,532,569,847,654,3243,1424,815,3267,NaN,NaN,NaN,434.366404043357,28.1151000631775,24.2,25.2,24.2,79,81,79,20.2,21.4,20.2,99.79,999.6,997.9,1,300,3.1,-0.00354,0,0.0160040349747492
2017-05-06 05:00:00.000,1009,531,566,847,653,3199,1399,802,3255,NaN,NaN,NaN,424.212921486462,27.8630383952693,25,25.5,23.8,74,80,72,20.1,20.6,19.5,99.73,997.9,997.3,1.7,350,3.4,-0.00354,0,0.039909689183795
2017-05-06 06:00:00.000,1011,533,568,852,655,3168,1373,783,3239,NaN,NaN,NaN,397.926918161647,27.6492515367022,25,25.5,24.5,76,77,72,20.4,20.6,19.7,99.71,997.3,997.1,0.9,275,4.3,-0.00354,0,0.0199051097713962
2017-05-06 07:00:00.000,1008,532,568,855,657,3129,1356,770,3225,NaN,NaN,NaN,424.791919999686,27.4840007142885,25.6,25.6,24.1,75,82,75,20.8,21.1,20.2,99.71,997.2,997.1,2.7,124,6.2,-0.00354,0,0.058980418733411
2017-05-06 08:00:00.000,1009,532,569,853,656,3091,1341,760,3218,NaN,NaN,NaN,471.644005653913,27.2722496466304,25.6,25.9,25.1,77,79,74,21.3,21.6,20.8,99.79,997.9,997.1,2,140,6.2,-0.00354,0,0.0414403987027109
2017-05-06 09:00:00.000,1012,535,571,854,656,3060,1322,750,3207,NaN,NaN,NaN,233.434828803126,27.1462298000122,25.2,25.7,24.9,82,82,77,21.9,22,21.1,99.91,999.1,997.9,1.6,89,5.2,0.01259,0,0.0303970538382829
2017-05-06 10:00:00.000,NaN,NaN,NaN,860,660,3039,1309,748,3208,NaN,NaN,NaN,224.370087555699,26.9782478111075,27.3,27.3,25.1,76,83,76,22.6,22.9,21.9,99.99,999.9,999.1,2.8,130,5.8,0.4087,0,0.171194716986834
2017-05-06 11:00:00.000,995,538,572,843,662,3006,1295,739,3203,NaN,NaN,NaN,1023,26.875,27.8,28,27.1,68,76,68,21.4,22.8,21.3,100.04,1000.4,999.9,4.5,130,8.4,1.368,0,0.464924787822215
2017-05-06 12:00:00.000,968,540,573,826,664,2990,1274,732,3199,NaN,NaN,NaN,1023,26.9591984933073,29,29.2,27.8,65,70,64,21.7,22.7,21.3,100.03,1000.4,1000.2,3.9,106,7.7,2.195,0,0.699113456700762
2017-05-06 13:00:00.000,955,542,575,813,662,2977,1242,723,3197,NaN,NaN,NaN,1023,27.2503647285946,29.8,30.1,28.9,65,66,62,22.4,22.8,21.4,100.04,1000.4,1000.2,4,120,8.5,2.891,0,0.89390274660697
2017-05-06 14:00:00.000,952,545,575,789,659,2945,1209,716,3198,NaN,NaN,NaN,1023,27.665311704803,30.9,30.9,29.3,63,66,61,22.9,23.1,21.2,100,1000.4,1000,3.7,113,8.1,2.794,0,0.893639362014006
2017-05-06 15:00:00.000,937,541,577,781,659,2932,1178,702,3206,NaN,NaN,NaN,1023,28.2042157829382,30.4,31.1,29.5,60,65,58,21.7,22.9,21,99.92,1000.1,999.2,3.6,126,7.7,2.751,0,0.884956090218056
2017-05-06 16:00:00.000,947,543,580,779,656,2922,1151,695,3220,NaN,NaN,NaN,1023,28.7554962477015,30.9,31.6,30.4,58,64,56,21.7,23.7,21.3,99.84,999.2,998.4,3,121,7.4,3.233,0,1.03390606873094
2017-05-06 17:00:00.000,931,541,579,769,654,3199,1124,678,3247,NaN,NaN,NaN,1023,29.3390793734013,31.7,32.2,30.5,61,64,57,23.1,24.1,21.8,99.74,998.4,997.4,4.3,91,7,2.821,0,0.92073618411434
2017-05-06 18:00:00.000,909,537,575,769,649,3960,1104,669,3284,NaN,NaN,NaN,1023,29.8035873755813,30.6,31.9,30.1,61,64,59,22.3,23.5,22.2,99.72,997.4,997.2,3.8,109,7.3,2.231,0,0.502408332377457
2017-05-06 19:00:00.000,918,540,580,773,641,4582,1085,661,3316,NaN,NaN,NaN,1023,30.0797216500864,30.2,31.1,29.4,61,67,59,21.9,23.3,21.9,99.72,997.3,997.1,2.2,120,6.1,1.206,0,0.333384132249324
2017-05-06 20:00:00.000,915,537,575,778,635,5103,1066,647,3335,NaN,NaN,NaN,1023,30.1875,29.8,30.6,29.8,61,63,57,21.5,22.6,21,99.72,997.2,997.1,2.3,122,4.5,0.6633,0,0.210929861330952
2017-05-06 21:00:00.000,916,536,576,806,631,5535,1052,638,3355,NaN,NaN,NaN,1023,30.1445645981866,27.6,29.8,27.6,75,75,61,22.7,22.7,21.4,99.81,998.1,997.2,3.4,90,5.1,0.03117,0,0.0569236322757421
2017-05-06 22:00:00.000,921,533,574,819,623,5906,1045,632,3369,NaN,NaN,NaN,1023,29.9729604225601,26.7,27.6,26.5,77,78,75,22.2,22.8,22.2,99.9,999,998.1,2.4,90,5.2,-0.00354,0,0.0365760297903454
2017-05-06 23:00:00.000,930,534,571,843,619,6359,1040,624,3371,NaN,NaN,NaN,1022.25355325011,29.7816941562635,26.3,26.8,26.1,78,79,75,22.3,22.3,22.1,99.97,999.7,999,1.9,88,4,-0.00302,0,0.0295362303341857
2017-05-07 00:00:00.000,931,532,571,856,617,6572,1032,620,3380,NaN,NaN,NaN,1023,29.527895318512,25.9,26.4,25.5,81,81,78,22.3,22.3,22,100.04,1000.4,999.7,2.3,73,3.8,-0.00316,0,0.028632854336168
2017-05-07 01:00:00.000,935,531,571,875,617,6752,1027,615,3380,NaN,NaN,NaN,1023,29.3366392827502,26.7,26.7,25.9,77,81,77,22.3,22.4,22.1,100.07,1000.7,1000.3,2.9,109,5.3,-0.0028,0,0.0414186332319156
2017-05-07 02:00:00.000,942,534,573,888,618,6928,1020,612,3374,NaN,NaN,NaN,1023,29.0828753545869,26.9,26.9,26.7,79,79,76,22.8,22.8,22.3,100.02,1000.7,1000.2,3.1,105,6.4,-0.00267,0,0.0395902343921959
2017-05-07 03:00:00.000,943,532,570,895,616,7057,1014,606,3373,NaN,NaN,NaN,1023,28.8832930346095,26.9,27,26.8,81,81,79,23.3,23.3,22.8,99.95,1000.2,999.5,3.8,108,6.3,-0.00233,0,0.0402058419438191
2017-05-07 04:00:00.000,946,532,572,910,618,7201,1004,603,3373,NaN,NaN,NaN,1023,28.7002286001903,26.6,26.9,26.6,82,82,81,23.2,23.3,23.1,99.88,999.5,998.8,3.1,107,7,-0.0035,0,0.0333626919206955
2017-05-07 05:00:00.000,945,535,574,920,619,7280,997,598,3376,NaN,NaN,NaN,1021.1413879819,28.5088367488686,26.7,26.8,26.6,81,82,81,23.2,23.3,23.1,99.82,998.8,998.2,4,109,6.9,-0.00353,0,0.0640366912164611
2017-05-07 06:00:00.000,936,534,572,930,617,7326,988,597,3364,NaN,NaN,NaN,1005.59060709419,28.3774608628925,26.8,26.8,26.7,81,81,81,23.1,23.2,23.1,99.82,998.3,998.1,4.4,110,8.3,-0.00312,0,0.0694879589915886
2017-05-07 07:00:00.000,1023,535,568,941,617,7359,979,594,3353,NaN,NaN,NaN,1010.49888454191,28.1880134379694,26.7,26.8,26.6,80,81,80,23,23.1,22.9,99.82,998.2,998,3.9,113,7.7,-0.00289,0,0.0662190292047856
2017-05-07 08:00:00.000,1055,537,570,953,620,7398,973,589,3345,NaN,NaN,NaN,997.473185285003,28.0610511383515,26.4,26.7,26.3,81,81,80,22.8,23,22.7,99.84,998.4,998.2,3.6,113,7.7,-0.00351,0,0.0582548206885383
2017-05-07 09:00:00.000,1070,537,570,956,618,7361,963,587,3327,NaN,NaN,NaN,903.419274013548,27.9340882836213,26.3,26.5,26.1,80,82,79,22.5,22.9,22.5,99.85,998.6,998.4,2.9,125,7.6,0.0141,0,0.0555032385376595
2017-05-07 10:00:00.000,1086,537,572,965,622,7349,962,587,3328,NaN,NaN,NaN,930.514001497679,27.8072314347168,27.2,27.3,26.3,75,80,74,22.4,22.8,22.3,99.91,999.1,998.5,3.8,134,7.6,0.3654,0,0.17605216725956
2017-05-07 11:00:00.000,1086,540,575,965,627,7427,951,585,3341,NaN,NaN,NaN,1023,27.6875,27.8,27.8,27.2,73,76,72,22.4,22.8,22.3,99.94,999.5,999.1,4.1,144,7.3,0.7054,0,0.275970584445529
2017-05-07 12:00:00.000,1079,541,575,948,626,7494,939,578,3343,NaN,NaN,NaN,1023,27.69508927021,28.4,28.9,27.8,69,73,68,22.2,23.5,22,99.97,999.8,999.4,4.4,125,9.6,1.627,0,0.531876182384805
2017-05-07 13:00:00.000,1071,544,577,938,625,7583,926,581,3355,NaN,NaN,NaN,1023,27.8920138974255,29.8,30.2,28.3,64,71,63,22.3,23.2,21.9,99.96,999.8,999.5,4.5,133,11.2,2.605,0,0.820868789063503
2017-05-07 14:00:00.000,1063,544,577,910,623,7652,910,576,3347,NaN,NaN,NaN,1023,28.224027873634,29.9,30.6,29.7,65,67,62,22.6,23.3,22.2,99.96,999.8,999.6,4.6,116,9.5,2.761,0,0.858437551108386
2017-05-07 15:00:00.000,1064,542,576,907,620,7738,890,572,3336,NaN,NaN,NaN,392.219181821859,28.7363292221084,31.3,31.5,29.8,61,66,58,22.8,23.5,21.8,99.87,999.6,998.7,3.6,125,8.6,2.949,0,0.949816406136548
2017-05-07 16:00:00.000,1075,543,575,925,619,7886,881,567,3335,NaN,NaN,NaN,552.048856767338,29.2721391860195,31.4,32.2,30.8,58,62,54,22.1,23.3,21.2,99.76,998.7,997.6,3.5,143,8.3,2.91,0,0.951077169347609
2017-05-07 17:00:00.000,1087,544,578,942,618,8026,880,564,3344,NaN,NaN,NaN,613.879171985986,29.5247253016804,27,32,27,81,81,57,23.4,24.2,21.6,99.72,997.7,997.2,4.5,96,10.5,1.164,0,0.358014635698444
2017-05-07 18:00:00.000,1094,542,576,940,614,8091,866,560,3330,NaN,NaN,NaN,902.891368938357,29.6384787299155,27.7,28.1,27,83,83,79,24.5,24.5,23.3,99.68,997.2,996.6,2.8,71,7.1,0.7673,0,0.178391106265007
2017-05-07 19:00:00.000,1096,539,576,938,614,8136,858,558,3316,NaN,NaN,NaN,594.0590011647,29.6875,27.6,27.9,27,84,86,82,24.6,25.1,24.3,99.7,997.1,996.8,3.4,78,7.1,0.5493,0,0.129876681896504
2017-05-07 20:00:00.000,1105,538,574,951,610,8178,848,555,3301,NaN,NaN,NaN,1023,29.6875,26.9,27.6,26.9,86,86,83,24.3,24.5,24.1,99.72,997.3,997,1.6,73,5.1,0.2164,0,0.0660931914965748
2017-05-07 21:00:00.000,1121,538,572,965,606,8196,842,550,3289,NaN,NaN,NaN,1023,29.6697583024406,26.6,26.9,26.6,89,89,86,24.5,24.5,24.3,99.77,997.7,997.1,1.9,71,3,0.02893,0,0.0213685220685541
2017-05-07 22:00:00.000,1137,534,573,982,603,8211,843,548,3279,NaN,NaN,NaN,1023,29.5233650003721,26.5,26.7,26.5,85,89,85,23.8,24.5,23.8,99.81,998.1,997.7,2.2,87,4.9,-0.00336,0,0.022144267464367
2017-05-07 23:00:00.000,1160,535,570,1001,603,8214,841,544,3269,NaN,NaN,NaN,1023,29.3321329164639,26.6,26.7,26.4,82,85,81,23.4,23.8,23.2,99.87,998.7,998.1,3.6,98,7.2,-0.00353,0,0.0363653973240005
2017-05-08 00:00:00.000,1187,535,572,1011,603,8205,838,545,3252,NaN,NaN,NaN,1023,29.1408597126076,26.5,26.6,26.4,83,83,82,23.3,23.5,23.2,99.91,999.1,998.7,1.4,106,5.3,-0.0033,0,0.018043689397243
2017-05-08 01:00:00.000,1208,535,571,1020,604,8183,836,540,3246,NaN,NaN,NaN,1023,28.974775476966,26.4,26.5,26.3,83,84,83,23.4,23.4,23.2,99.92,999.2,999.1,2.1,112,4.3,-0.00353,0,0.0242971577345411
2017-05-08 02:00:00.000,1220,535,569,1037,606,8138,831,540,3241,NaN,NaN,NaN,1023,28.8207412755444,26.5,26.5,26.4,84,84,83,23.6,23.6,23.4,99.91,999.3,999.1,2.5,111,4.3,-0.00342,0,0.0257863420223638
2017-05-08 03:00:00.000,1247,537,573,1044,605,8060,829,539,3226,NaN,NaN,NaN,1023,28.6584602751279,26.7,26.7,26.4,83,84,83,23.5,23.6,23.5,99.88,999.2,998.8,2.6,114,4.8,-0.00258,0,0.0284809132233641
2017-05-08 04:00:00.000,1258,536,568,1055,604,7970,823,535,3217,NaN,NaN,NaN,1018.04385034462,28.5315240646539,25.8,26.7,25.8,88,88,83,23.7,23.7,23.4,99.8,998.8,998,2.8,107,6.5,-0.00302,0.4,0.0202310514936219
2017-05-08 05:00:00.000,1272,538,571,1062,607,7922,821,534,3206,NaN,NaN,NaN,582.880604434233,28.4045790799198,26.1,26.1,25.8,86,88,86,23.7,23.8,23.6,99.76,998,997.6,2.1,100,6.5,-0.00055,0,0.027090187183313
2017-05-08 06:00:00.000,1290,537,570,1075,610,7898,818,536,3199,NaN,NaN,NaN,420.666668924231,28.2776057795906,25.1,26.1,25.1,89,89,86,23.1,23.7,23,99.74,997.6,997.3,2.3,121,8.5,-0.00339,0.8,0.0217870776856815
2017-05-08 07:00:00.000,1298,538,570,1086,611,7833,819,532,3192,NaN,NaN,NaN,198.720509205591,28.1506210218313,25.3,25.3,24.8,88,89,88,23.2,23.2,22.9,99.73,997.5,997.3,2.2,115,6.3,-0.00279,0,0.0231593789954077
2017-05-08 08:00:00.000,1308,539,570,1093,611,7764,815,534,3190,NaN,NaN,NaN,196.536348545048,28.0236268153388,25.4,25.4,25.2,87,88,87,23.1,23.2,23.1,99.74,997.5,997.3,2.3,105,3.8,-0.00261,0,0.026294709158348
2017-05-08 09:00:00.000,1314,539,568,1100,614,7677,814,536,3179,NaN,NaN,NaN,246.79234772266,27.8966449276057,25.8,25.8,25.2,85,87,85,23,23.1,23,99.79,997.9,997.4,2.8,109,4.8,0.01188,0,0.0403686673572353
2017-05-08 10:00:00.000,1329,542,573,1102,614,7612,807,533,3170,NaN,NaN,NaN,758.024865814341,27.7699046278168,26.9,26.9,25.8,79,85,79,23,23.2,22.8,99.84,998.4,997.8,2.1,130,4.9,0.2872,0,0.120759402353664
2017-05-08 11:00:00.000,1356,542,569,1094,618,7553,813,628,3186,NaN,NaN,NaN,726.168005129258,27.6875,27.4,27.5,26.9,79,81,78,23.6,23.7,22.8,99.94,999.4,998.4,3.3,112,8.5,0.8075,0,0.273734261653359
2017-05-08 12:00:00.000,1698,545,575,1086,621,7418,1039,1237,3184,NaN,NaN,NaN,315.651599171794,27.7954389352748,29.5,29.5,27.4,72,80,72,24,24.7,23.1,99.94,999.4,999.3,3.9,116,8.7,1.841,0,0.587076036431015
2017-05-08 13:00:00.000,1614,542,570,1073,619,7291,1066,1123,3179,NaN,NaN,NaN,307.237293121688,27.9216102733685,28.1,30,27.5,79,81,68,24.1,24.4,23.1,99.96,999.6,999.2,3.4,107,8.9,1.835,0,0.549205267719418
2017-05-08 14:00:00.000,1583,547,573,1079,619,7191,1056,1099,3183,NaN,NaN,NaN,232.073899189039,28.1585593496575,27.2,29.7,27.2,81,82,74,23.7,25.4,23.6,99.96,999.7,999.4,5.3,98,9.5,1.408,0.4,0.417156388203389
2017-05-08 15:00:00.000,1539,545,572,1073,621,7075,1034,1036,3189,NaN,NaN,NaN,261.297604656921,28.2992341534404,25.3,27.9,24.9,91,92,81,23.8,25.5,22.7,99.87,999.6,998.7,4.9,111,12.8,1.032,3.4,0.274892020627533
2017-05-08 16:00:00.000,1512,546,575,1069,621,6976,1012,986,3196,NaN,NaN,NaN,950.525933867041,28.5381471551973,26.7,27.6,25.1,81,92,79,23.1,25.1,22.9,99.81,998.7,997.9,3.4,114,8.8,2.279,0.4,0.643366817376744
2017-05-08 17:00:00.000,2155,545,574,1076,616,6867,1091,1550,3192,NaN,NaN,NaN,250.120347081645,28.7284750806682,27.3,27.3,26.7,81,81,77,23.7,23.7,22.5,99.67,998.1,996.7,3.1,111,6.8,0.7347,0,0.247326378271246
2017-05-08 18:00:00.000,2753,541,571,1093,617,6771,1303,2782,3164,NaN,NaN,NaN,225.927463049586,28.8125,24.4,27.4,24.2,89,89,79,22.4,23.8,22.1,99.69,997.4,996.6,1.3,91,9.1,0.3383,3.6,0.0869121043648693
2017-05-08 19:00:00.000,2424,544,572,985,615,6705,1645,3755,3118,NaN,NaN,NaN,232.834861218422,28.7623019248953,24.9,24.9,24.3,88,89,87,22.7,22.9,22.3,99.69,997.2,996.8,3.3,106,6.2,0.1777,0.8,0.0514558579020665
2017-05-08 20:00:00.000,2232,544,573,919,616,6646,1833,2822,3133,NaN,NaN,NaN,221.922355358556,28.6875,25.1,25.1,24.9,88,88,87,23,23,22.7,99.8,998,996.9,3.1,88,6.2,0.1392,0,0.0452811450063912
2017-05-08 21:00:00.000,2043,542,569,900,615,6605,1816,2309,3137,NaN,NaN,NaN,199.438684469054,28.5112397224145,24.9,25.2,24.8,92,92,88,23.4,23.4,23,99.87,998.7,998,2.4,69,5.4,0.01268,0,0.0146346439093882
2017-05-08 22:00:00.000,1883,544,571,840,616,6572,2163,2881,3115,NaN,NaN,NaN,206.531707167283,28.3856368553284,24.5,24.9,24.5,92,92,92,23.2,23.4,23.2,99.92,999.2,998.7,2,71,5.5,-0.00205,0,0.0103521249561858
2017-05-08 23:00:00.000,1700,548,578,805,619,6556,2380,2764,3133,NaN,NaN,NaN,203.919177625499,28.2074914335989,24.7,24.7,24.5,92,93,92,23.4,23.4,23.2,99.99,999.9,999.2,1.9,70,4.3,-0.00226,0,0.01000537798976
2017-05-09 00:00:00.000,1592,546,574,803,621,6545,2369,2343,3176,NaN,NaN,NaN,186.14927622447,28.0718297640293,25.3,25.3,24.7,88,92,88,23.1,23.6,23.1,100.01,1000.1,999.8,3.2,109,5.9,-0.00306,0,0.0215718594628505
2017-05-09 01:00:00.000,1540,548,574,812,619,6537,2276,2069,3215,NaN,NaN,NaN,192.617878866429,27.8922765141696,25.9,25.9,25.3,82,88,82,22.6,23.1,22.6,100.01,1000.3,1000.1,4.1,118,8,-0.00104,0,0.0384422087358318
2017-05-09 02:00:00.000,1480,545,574,814,621,6514,2197,1855,3258,NaN,NaN,NaN,185.873059814314,27.7579337616054,26,26,25.9,82,83,82,22.7,22.8,22.6,100,1000.1,1000,2.8,127,7.5,-0.00203,0,0.0310324443494702
2017-05-09 03:00:00.000,1462,551,576,818,619,6484,2110,1686,3284,NaN,NaN,NaN,188.191330783947,27.5769405217152,25.8,26,25.6,82,83,82,22.5,22.8,22.5,99.92,1000,999.2,3.1,124,6,-0.00273,0,0.0326190417236465
2017-05-09 04:00:00.000,1434,552,575,823,622,6485,2032,1564,3311,NaN,NaN,NaN,187.93796184201,27.4440136239029,25.7,25.8,25.6,83,84,82,22.6,22.7,22.5,99.84,999.2,998.4,4.5,112,7.9,-0.00343,0,0.0373546362291268
2017-05-09 05:00:00.000,1409,549,574,827,623,6453,1960,1457,3335,NaN,NaN,NaN,187.279624275034,27.3183255057299,25.7,25.8,25.7,82,83,81,22.4,22.6,22.3,99.76,998.5,997.6,3.9,113,8.6,-0.00351,0,0.057916907465821
2017-05-09 06:00:00.000,1386,550,576,825,623,6410,1897,1375,3363,NaN,NaN,NaN,190.11908074648,27.1926111936237,25.8,25.8,25.5,81,83,81,22.4,22.5,22.3,99.78,997.8,997.4,4.7,114,8.2,-0.00334,0,0.0713484881295135
2017-05-09 07:00:00.000,1383,550,577,834,625,6423,1836,1304,3378,NaN,NaN,NaN,195.859229210511,27.125,25.5,25.8,25.5,82,82,81,22.2,22.4,22.1,99.77,997.8,997.7,3.7,107,8.2,-0.0035,0,0.0551814826101371
2017-05-09 08:00:00.000,1374,552,576,834,626,6402,1769,1239,3385,NaN,NaN,NaN,174.472703481437,27.0036929959487,25.7,25.7,25.4,82,83,82,22.3,22.4,22.2,99.84,998.4,997.7,3.5,132,8.2,-0.00353,0,0.052949965105351
2017-05-09 09:00:00.000,1350,550,573,835,626,6393,1724,1192,3402,NaN,NaN,NaN,182.66769817402,26.8779669805891,25.5,25.7,25.2,82,82,80,22.2,22.3,21.9,99.89,998.9,998.4,3.6,108,8.2,0.01693,0,0.0590608905392681
2017-05-09 10:00:00.000,1340,550,592,837,625,6372,1673,1326,3405,NaN,NaN,NaN,185.590445328578,26.8148064270648,26.3,26.7,25.5,79,83,78,22.3,23,22.2,99.98,999.8,998.9,3.8,115,8.2,0.2253,0,0.124624246277976
2017-05-09 11:00:00.000,1334,556,591,826,626,6405,1645,1269,3419,NaN,NaN,NaN,176.028976181249,26.75,25.8,26.3,25.8,82,82,79,22.4,22.6,22.2,100.1,1001.1,999.7,4.2,113,8.8,0.3059,0,0.136971857863454
2017-05-09 12:00:00.000,2952,553,586,821,628,6437,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2952,553,586,821,628,6437,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2952,553,586,771,626,6724,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2952,553,586,771,626,6724,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2201.70842572062,551.990022172949,568.970066518847,821,628,6437,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2201.70842572062,551.990022172949,568.970066518847,821,628,6437,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2201.70842572062,551.990022172949,568.970066518847,771,626,6724,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,2201.70842572062,551.990022172949,568.970066518847,771,626,6724,2919.28508042152,4265.64669994454,3350.88907376595,NaN,NaN,NaN,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 13:00:00.000,1996.78592592593,554.661851851852,572.352592592593,771,626,6724,3034.22512506948,3287.46692607004,3386.28904947193,NaN,NaN,NaN,267.558363508825,26.75,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 13:00:00.000,1996.78592592593,554.661851851852,572.352592592593,771,626,6724,3034.22512506948,3287.46692607004,3386.28904947193,NaN,NaN,NaN,212.877709838799,27.1871178432462,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 14:00:00.000,1820.71269487751,548.044543429844,570.035634743875,763,628,6777,3354.93285238624,2684.8179800222,3413.95338512764,NaN,NaN,NaN,249.003912800447,27.4370108999441,27.6,27.9,25.8,76,85,74,23,23.8,22.7,100.11,1001.3,1000.8,4.6,130,9.7,1.261,0,0.405815847883648
