Date,d15cm_unified,d45cm_unified,d75cm_unified,wetness_modulo5,temperature_modulo5,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_dir,vento_rajada,radiacao,precipitacao,EToPM
2017-05-09 12:00:00.000,1301.33978095423,588.506231100845,748.063979600548,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,1301.33978095423,588.506231100845,748.063979600548,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,1307.17585975187,588.219621680238,746.150967292512,207.337486715163,26.75,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 12:00:00.000,1307.17585975187,588.219621680238,746.150967292512,172.855475264036,27.0620483602001,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,100.14,1001.4,1001,2.9,106,7.3,0.4813,0.6,0.157779084116925
2017-05-09 13:00:00.000,1313.34902391096,589.417186741174,744.216874682428,267.558363508825,26.75,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 13:00:00.000,1313.34902391096,589.417186741174,744.216874682428,212.877709838799,27.1871178432462,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 13:00:00.000,1319.62204039204,589.702943894029,742.277670808912,267.558363508825,26.75,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 13:00:00.000,1319.62204039204,589.702943894029,742.277670808912,212.877709838799,27.1871178432462,25.9,27,25.7,84,87,79,22.9,23.6,22.7,100.13,1001.5,1001.3,5.2,107,8.7,1.01,0.2,0.300477789296291
2017-05-09 14:00:00.000,1325.61110469751,589.771997062527,740.301708788752,249.003912800447,27.4370108999441,27.6,27.9,25.8,76,85,74,23,23.8,22.7,100.11,1001.3,1000.8,4.6,130,9.7,1.261,0,0.405815847883648
2017-05-09 15:00:00.000,1331.84087836076,590.497863376921,738.289203404929,208.407079646018,27.6852876106195,24.6,27.6,24.2,88,89,75,22.5,22.8,21.9,100.02,1001.2,1000.2,1.9,135,12.1,0.5781,2.4,0.175467929350346
2017-05-09 16:00:00.000,1338.67413907115,592.158340449161,736.236213910144,193,27.936591163311,25.6,25.6,24.6,84,88,84,22.7,23.1,22.4,99.89,1000.1,998.9,2.2,141,7.8,0.5903,1.2,0.190412585814018
2017-05-09 17:00:00.000,1346.2505122736,594.557389732698,734.175841182265,195,28.1233351831299,27.3,27.5,25.6,78,85,78,23.1,24.1,22.6,99.77,998.9,997.7,3.3,123,6.2,1.136,0.2,0.362150742930231
2017-05-09 18:00:00.000,1355.07054715732,598.060380766506,732.112339460365,193.969444444444,28.1871180555556,29.1,29.3,27.3,72,79,70,23.5,24.5,22.8,99.73,997.7,997.3,3.5,134,6.4,1.817,0,0.391983561838746
2017-05-09 19:00:00.000,1364.98208910831,602.542175444397,730.045402096693,200.53820505696,28.1564670741873,28.7,29.2,28.7,72,73,69,23.2,23.7,22.8,99.76,997.6,997.2,3.3,100,6,1.4,0,0.316804382984933
2017-05-09 20:00:00.000,1376.33106140174,608.047789628103,727.970687975525,213.894327030033,28.0628476084538,27.6,28.8,27.6,77,77,72,23.1,23.4,23,99.8,998,997.6,2.6,101,5.9,0.5194,0,0.142380274802924
2017-05-09 21:00:00.000,1389.88684845239,614.712586936149,725.880638570268,195.061077179345,27.9378817323709,26,27.6,26,84,84,77,23.2,23.2,22.9,99.86,998.6,998,2,63,5.1,0.02101,0,0.0268527683317089
2017-05-09 22:00:00.000,1406.24951688729,622.667609189178,723.777788376453,193.007771301693,27.8129857063558,25.7,26.4,25.7,85,85,81,23,23.2,22.7,99.89,998.9,998.5,1.8,87,4.6,-0.00354,0,0.0187175895923563
2017-05-09 23:00:00.000,1426.23309103236,631.942420577644,721.674054907294,207.927897947865,27.6256932889628,25.7,26,25.6,85,86,85,22.9,23.3,22.9,99.96,999.6,998.9,2.9,93,5.1,-0.00353,0,0.0258203154905182
2017-05-10 00:00:00.000,1449.43182063641,642.849703884985,719.569940212639,206.006111111111,27.5003819444444,25.8,25.8,25.7,85,85,84,23.1,23.1,22.9,100.04,1000.4,999.6,3.9,97,6.8,-0.00354,0,0.0306967020070093
2017-05-10 01:00:00.000,1467.11103946317,655.698656396768,717.460635461913,197.060975609756,27.3753464523282,25.8,26,25.8,83,85,82,22.8,23.1,22.7,100.07,1000.8,1000.4,3.6,112,7.8,-0.00347,0,0.0334033904514742
2017-05-10 02:00:00.000,1459.92418923831,670.656121709648,715.34950948983,229.833935018051,27.2503991946681,25.8,25.9,25.7,83,84,83,22.7,22.8,22.6,100.04,1000.8,1000.4,3.2,107,6.7,-0.00354,0,0.0312321183058252
2017-05-10 03:00:00.000,1439.44106538957,687.219301765673,713.23751443968,273.88,27.1254166666667,25.9,26,25.5,79,84,79,22,22.8,22,99.96,1000.4,999.6,3,109,6,-0.00353,0,0.0373978038658243
2017-05-10 04:00:00.000,1417.55423103429,703.016688461443,711.126410284461,288.486111111111,27.0003472222222,25.6,26.1,25.6,82,82,79,22.3,22.3,22,99.91,999.6,999.1,3,108,6.9,-0.00354,0,0.0316359303339545
2017-05-10 05:00:00.000,1394.41433761047,711.162685064073,709.019342173296,314.906510851419,26.8752434613244,25.8,25.9,25.6,80,82,80,22,22.5,22,99.83,999.1,998.3,3.2,121,7.7,-0.00354,0,0.0547494477609615
2017-05-10 06:00:00.000,1374.21528437545,711.148866052883,706.881478032708,285.055,26.7503819444444,25.8,25.9,25.6,79,80,78,22,22.1,21.8,99.79,998.3,997.9,3.2,122,8.3,-0.00354,0,0.0575173440638156
2017-05-10 07:00:00.000,1354.88282053515,706.447609366,704.768746712134,236.115684093437,26.6252780867631,26.3,26.3,25.7,74,79,74,21.3,22,21.3,99.8,998.1,997.8,3.9,124,7.8,-0.00354,0,0.0853014157888422
2017-05-10 08:00:00.000,1332.1563178912,699.220169299784,702.646793210256,255.88006662965,26.5004164353137,25.6,26.3,25.6,79,79,74,21.6,21.6,21.3,99.84,998.4,998,3.3,115,9.1,-0.00354,0,0.0587813533611979
2017-05-10 09:00:00.000,1309.02944270203,693.733652056383,700.524802794334,665.732574284921,26.6246008053319,25.4,25.9,25.3,82,82,77,22,22,21.5,99.9,999,998.3,2.8,95,6.5,0.0162,0,0.0485371490119554
2017-05-10 10:00:00.000,1284.52366284859,685.88044961714,698.397524203849,1023,26.8425360710322,27,27.1,25.4,76,82,75,22.4,22.4,22,99.94,999.4,999,4.5,120,9,0.271,0,0.157423708084761
2017-05-10 11:00:00.000,1260.64901315281,678.445290411707,696.245173085239,1023,27.1547321676381,28.1,28.1,27,72,76,71,22.7,22.9,22.3,100.02,1000.2,999.4,4.6,119,9,1.3,0,0.435695763643851
2017-05-10 12:00:00.000,1237.80516043976,672.583797063417,694.022665938225,1023,27.4776520771513,28.9,29,28.1,70,73,69,22.8,23.2,22.5,100.05,1000.5,1000.2,4.7,127,9.7,2.13,0,0.661315877659681
2017-05-10 13:00:00.000,1214.12038496969,665.034884583083,691.695343204036,1023,27.8114799703264,29.6,30,28.9,66,71,64,22.5,23.7,22.4,100.06,1000.6,1000.5,5.7,139,10.5,2.929,0,0.884734461121517
2017-05-10 14:00:00.000,1190.3199207915,656.032541256612,689.31537813594,1023,28.2487843845513,30.7,31.1,29.4,64,69,63,23.1,24.3,22,100.02,1000.6,1000.2,4.3,109,10.5,2.825,0,0.893313676241196
2017-05-10 15:00:00.000,1166.00396754083,649.577112881161,687.136937600414,1023,28.6236503322259,30.3,31.1,30.3,64,68,63,22.7,24.1,22.7,99.92,1000.2,999.2,4.7,120,10.2,3.191,0,0.980405822086241
2017-05-10 16:00:00.000,1142.37667407175,643.734941506642,685.018754389851,1023,28.9363227146814,31.4,31.9,29.9,63,68,61,23.5,24.4,22.5,99.83,999.3,998.3,4.1,119,9.6,2.929,0,0.937398106158108
2017-05-10 17:00:00.000,1162.49510472831,636.894689643211,682.955304331796,1023,29.0622569444444,30.9,31.6,30.6,60,64,57,22.3,23.7,21.7,99.77,998.3,997.7,4.1,143,9.4,2.655,0,0.867218570679596
2017-05-10 18:00:00.000,1140.08932363998,630.744436818531,680.932535416517,1023,29.0625,31,31.3,30.7,62,62,59,22.7,23,21.9,99.7,997.7,997,3.8,121,9.5,2.192,0,0.498441167189718
2017-05-10 19:00:00.000,1121.05223524523,624.155648554881,678.948282217191,1023,29.0002600554785,30.4,31.1,30.3,66,66,59,23.2,23.5,21.8,99.69,997.1,996.9,3.9,100,8.8,1.486,0,0.350163369416209
2017-05-10 20:00:00.000,1110.13416131772,621.541246454743,676.991591787158,1023,28.8129175946548,29.3,30.4,29.3,65,66,64,22.1,23.1,22.1,99.74,997.4,996.8,4,105,8.1,0.7207,0,0.207583019782139
2017-05-10 21:00:00.000,1083.05908295528,595.29606472452,674.842199486811,1023,28.6254164353137,27.9,29.3,27.8,70,71,65,21.9,22.3,21.8,99.8,998,997.4,3.2,98,6.6,0.0502,0,0.0693482447513327
2017-05-10 22:00:00.000,1064.8981257333,576.315078032892,672.705590755384,1023,28.4376740947075,26.6,27.9,26.6,78,78,70,22.5,22.5,21.8,99.88,998.8,998,2.4,105,5.6,-0.00354,0,0.0348443800135266
2017-05-10 23:00:00.000,1056.03463960945,564.135240159764,670.584863650234,1023,28.2504162042175,26.5,26.6,26.3,73,78,73,21.3,22.5,21.3,99.93,999.3,998.8,1.9,128,4.6,-0.00354,0,0.036487437052938
2017-05-11 00:00:00.000,1055.74152333223,560.572435485311,668.489875023405,1023,28.0627087973274,26.2,26.6,25.8,76,77,73,21.6,21.6,21.2,99.97,999.7,999.3,2.6,101,6.1,-0.00354,0,0.0396129222154751
2017-05-11 01:00:00.000,1055.12988086934,559.57200223252,666.423564212857,1023,27.8756253474152,26.2,26.3,26,81,81,76,22.6,22.6,21.6,100,1000,999.7,2.6,119,4.9,-0.00354,0,0.0312253183279962
2017-05-11 02:00:00.000,1063.34887305838,559.3201769013,664.378419120449,1023,27.7501737076153,26.3,26.3,26.1,82,83,81,23,23,22.6,99.99,1000,999.8,3.2,114,7.3,-0.00354,0,0.0336651940146326
2017-05-11 03:00:00.000,1067.49428641654,560.229513194113,662.33486927189,1019.01663893511,27.5628466444814,26.5,26.5,26.2,82,83,82,23.1,23.2,22.9,99.99,1000,999.8,2.7,109,7.2,-0.00353,0,0.0305565869992992
2017-05-11 04:00:00.000,1073.29759983026,561.951493208045,660.290749992368,1017.00277777778,27.4376736111111,26.3,26.5,26.1,81,82,81,22.8,23.1,22.7,99.94,999.9,999.4,2.9,110,5.7,-0.00354,0,0.0335285314403761
2017-05-11 05:00:00.000,1073.11984002743,563.563613214335,658.258391843068,894.947222222222,27.2503472222222,26.3,26.4,26.2,81,82,81,22.8,22.9,22.7,99.88,999.4,998.8,4.1,104,7.2,-0.00354,0,0.0647358293859315
2017-05-11 06:00:00.000,1079.01752299837,563.446893953644,656.227167469207,887.652294853964,27.1252607788595,25.8,26.3,25.8,83,83,81,22.6,22.9,22.6,99.85,998.8,998.5,2.4,107,7.1,-0.00354,0,0.0360425289823134
2017-05-11 07:00:00.000,1081.75858965205,563.370277422317,654.204894027678,823.15512465374,27.0003462603878,26.1,26.1,25.8,81,83,81,22.6,22.6,22.4,99.85,998.6,998.4,3.2,120,5.5,-0.00354,0,0.0523411362878875
2017-05-11 08:00:00.000,1078.74719295567,564.539186897021,652.174465522818,955.668144863267,26.9585412047302,26.3,26.5,26,76,81,76,21.7,22.5,21.7,99.84,998.6,998.4,3.4,124,8.3,-0.00354,0,0.0701824761385042
2017-05-11 09:00:00.000,1072.90309728972,565.456482646337,650.144791407514,1023,27.0304138795987,26.6,26.6,26.1,73,77,73,21.4,21.8,21.3,99.9,999,998.4,4.3,132,9.6,0.0238,0,0.103443721922764
2017-05-11 10:00:00.000,1066.62670020517,565.934747878544,648.102446957032,1023,27.2489612188366,27.4,27.5,26.5,67,75,67,20.8,21.8,20.8,99.97,999.7,999,4.9,127,9.6,0.393,0,0.230514851832975
2017-05-11 11:00:00.000,1059.28191585997,565.876798835568,646.061538888242,1023,27.5738888888889,27.7,27.8,27.4,69,71,67,21.5,22,20.8,100.02,1000.2,999.6,5.7,123,11.5,1.196,0,0.42613689512946
2017-05-11 12:00:00.000,1054.29183022115,564.374326850316,644.017182217069,1023,28.0593243740795,28.7,28.8,27.7,66,70,64,21.6,21.9,21,100.03,1000.5,1000.2,5,128,11.5,1.924,0,0.623960442983005
2017-05-11 13:00:00.000,1053.17432207021,562.412732278219,641.960838495199,1023,28.6867973580663,29.3,29.7,28.6,65,68,61,22.1,22.6,20.9,100.04,1000.4,1000.3,4.9,116,9.8,2.62,0,0.811342592312599
2017-05-11 14:00:00.000,1052.69047346276,561.593164319173,639.88149713702,1023,29.1988674217189,30.3,30.3,29.3,63,66,61,22.4,23.2,21.4,100.01,1000.4,1000.1,5.3,109,9.7,2.738,0,0.865628069318599
2017-05-11 15:00:00.000,1053.35034838249,560.844238772111,637.767682799555,1023,29.6854120267261,30.7,31.1,29.8,61,66,60,22.3,23.5,21.6,99.95,1000.2,999.5,3.7,114,9.7,2.811,0,0.902324590403122
2017-05-11 16:00:00.000,1056.62636583986,559.236975388515,635.629814819689,1023,29.936875,31.6,31.6,30.6,60,63,58,22.9,23.5,21.9,99.85,999.5,998.5,3.3,122,8.4,2.949,0,0.958241665941578
2017-05-11 17:00:00.000,1062.13630582379,557.43414109813,633.491905402994,1023,30.0625,31.6,31.7,30.3,61,64,58,23.1,23.3,21.9,99.78,998.5,997.8,3.5,110,7.4,2.37,0,0.793393479796974
2017-05-11 18:00:00.000,1068.77385988788,554.482573246206,631.358071515099,1023,30.0629180602007,31.4,32.1,31,61,63,58,23,23.6,22.3,99.73,997.8,997.3,3.6,110,7.6,2.24,0,0.521981854310711
2017-05-11 19:00:00.000,1077.8211835127,554.926171527378,629.195941394386,1023,29.9378464523282,29.6,31.7,29.6,68,69,60,23.2,23.5,22.3,99.71,997.3,997.1,4.7,80,7.7,1.388,0,0.307358497244009
2017-05-11 20:00:00.000,1089.52139845188,552.950603808336,627.011769027411,1023,29.750625,28.8,29.8,28.8,66,69,65,21.8,23.3,21.8,99.73,997.3,997.1,4.6,85,9,0.5653,0,0.175415884615698
2017-05-11 21:00:00.000,1098.18162179245,552.601658859931,624.819051300039,1023,29.516111381323,27.4,28.8,27.4,72,72,66,21.9,22,21.8,99.81,998.1,997.3,3.4,98,7,0.03256,0,0.0629257433634807
2017-05-11 22:00:00.000,1106.56136602568,553.545286698792,622.61765201752,1023,29.2972397859922,26.8,27.4,26.8,73,73,71,21.6,21.9,21.6,99.9,999,998.1,3.6,103,6.3,-0.00354,0,0.055227641113068
2017-05-11 23:00:00.000,1111.80106791346,553.118571067089,620.437958391098,1023,29.0629855715871,26.2,26.8,26.2,78,78,73,22.2,22.2,21.6,99.97,999.7,999,2.5,118,6.2,-0.00354,0,0.0353567821768582
2017-05-12 00:00:00.000,1119.63264015301,553.343246463348,618.265055474239,1023,28.812848189415,26.1,26.3,26.1,81,81,78,22.5,22.5,22.2,100.05,1000.5,999.7,2.4,111,4.8,-0.00354,0,0.02956039997392
2017-05-12 01:00:00.000,1123.99302321929,553.836257559051,616.114942785785,1023,28.6256232686981,26.1,26.2,26.1,82,82,81,22.8,22.8,22.6,100.09,1000.9,1000.5,2.4,109,4.9,-0.00348,0,0.0279856499095818
2017-05-12 02:00:00.000,1127.44759526607,553.386536195227,613.997208888622,934.860310421286,28.3763157894737,26,26.1,25.9,83,84,82,22.9,23,22.8,100.07,1001,1000.7,2.1,106,4.5,-0.00354,0,0.024023644682216
2017-05-12 03:00:00.000,1133.17473233933,554.333474995589,611.886142667101,948.527161862528,28.1270083102493,26.2,26.2,26,83,83,83,23,23.1,22.9,100.03,1000.8,1000.3,2.9,107,5.6,-0.00354,0,0.0298457268189137
2017-05-12 04:00:00.000,1139.58524600399,553.893495560793,609.78184080028,931.525348189415,27.8777008310249,26.1,26.4,26.1,82,83,81,22.8,23.1,22.8,99.97,1000.3,999.7,2.6,115,6,-0.00354,0,0.0294480043616616
2017-05-12 05:00:00.000,1145.20265813303,553.88526990811,607.691048634826,927.533073929961,27.6283933518005,26.3,26.3,26.1,81,82,81,22.8,22.8,22.7,99.93,999.7,999.3,2.8,114,5.8,-0.00353,0,0.0468611652812535
2017-05-12 06:00:00.000,1152.45123276242,553.885337738532,605.607927832246,689.945555555556,27.3790858725762,26.3,26.5,26.3,81,81,80,22.9,22.9,22.7,99.91,999.3,999.1,3.6,107,6.7,-0.00346,0,0.0581548072978739
2017-05-12 07:00:00.000,1135.20764950224,575.531810017671,601.509529093729,584.157134925042,27.1297783933518,25.8,26.4,25.6,86,87,81,23.3,23.3,22.9,99.91,999.2,999.1,3,97,7,-0.00285,0.2,0.0361805644986817
2017-05-12 08:00:00.000,1117.97622103631,584.629284611681,597.428651081017,1023,26.8804709141274,26.1,26.1,25.8,83,86,83,23,23.3,22.9,99.95,999.5,999.1,3.7,114,7,-0.00213,0,0.0532391045775312
2017-05-12 09:00:00.000,1099.95262972753,587.218501885068,593.363785865718,1023,26.631163434903,26.2,26.2,25.9,82,83,82,22.8,23,22.8,99.98,999.9,999.5,4.5,108,8.4,0.01683,0,0.0708779827802246
2017-05-12 10:00:00.000,1081.37927446277,588.045591989461,589.314464674239,1023,26.3818559556787,26.8,27.3,26.1,78,82,76,22.6,23,22.3,100.05,1000.5,999.8,2.7,123,8.4,0.2652,0,0.125010152988087
2017-05-12 11:00:00.000,1062.62199133808,589.987713078875,585.278745563887,1023,26.1325484764543,27.9,28,26.8,73,78,72,22.7,23.1,22,100.12,1001.2,1000.5,3.5,131,8.8,0.8857,0,0.316865751457588
2017-05-12 12:00:00.000,1043.7099533443,588.697236534916,581.26746638269,1023,25.8832409972299,28.9,29.2,27.9,67,73,65,22,23,21.6,100.17,1001.8,1001.2,6.1,120,11.2,2.241,0,0.6997927271015
2017-05-12 13:00:00.000,1023.04315954984,588.57449567583,577.265180602708,1023,25.6339335180055,30,30,28.9,62,68,62,22,22.9,21.6,100.19,1002,1001.7,5.9,109,11.8,2.634,0,0.838250280285433
2017-05-12 14:00:00.000,1001.5156147354,584.179159766821,573.28706743729,1023,25.3846260387812,30.7,31,29.7,60,66,58,22,23,21.1,100.16,1002,1001.6,4.1,132,11,3.184,0,1.00517725654226
2017-05-12 15:00:00.000,978.471638622665,581.931730310219,569.325070464837,1023,25.1353185595568,31.5,31.7,30.7,56,63,55,21.8,23,21.2,100.08,1001.6,1000.8,4.5,137,10.1,3.323,0,1.07201343913251
2017-05-12 16:00:00.000,956.677980705283,580.787760628642,565.376879000004,1023,24.8860110803324,31.7,31.7,31.1,55,58,52,21.6,22.1,20.5,100.03,1000.9,1000.3,4.7,118,9.5,3.218,0,1.05207910091061
2017-05-12 17:00:00.000,947.92453650399,578.879223700976,561.456452747358,1023,24.636703601108,31.6,31.9,31.4,54,56,52,21.2,21.9,20.6,99.96,1000.3,999.6,3.8,122,9.7,2.804,0,0.939713911554448
2017-05-12 18:00:00.000,959.093526183352,575.977921387813,557.534644367038,1023,24.3873961218837,31.4,31.9,31.1,57,58,53,21.9,22.2,20.6,99.91,999.6,999,3.1,121,8,2.144,0,0.528856757155225
2017-05-12 19:00:00.000,974.330414205603,574.665757744107,553.616324649627,1023,24.1380886426593,30,31.4,30,65,65,54,22.6,23,20.7,99.91,999.1,998.9,4.7,84,7.5,1.489,0,0.335434195275595
2017-05-12 20:00:00.000,988.937913196468,574.244107051328,549.70663702301,1023,23.8887811634347,28.6,30.1,28.6,70,71,65,22.7,23.2,22.6,99.92,999.2,999,4.8,87,7.7,0.6397,0,0.175404492025016
2017-05-12 21:00:00.000,1003.30468139967,573.89110911506,545.805871574869,1023,23.6394736842105,27.1,28.6,27.1,75,75,70,22.3,22.7,22.3,99.98,999.8,999.2,3.9,98,7.7,0.04538,0,0.0619345563265767
2017-05-12 22:00:00.000,1017.5491370539,573.541151543329,541.914315002511,1023,23.3901662049861,26.7,27.2,26.6,75,76,74,21.8,22.2,21.8,100.03,1000.3,999.7,3.4,115,6.9,-0.00354,0,0.0493359600109595
2017-05-12 23:00:00.000,1031.71949131952,573.189742627969,538.03225054638,1023,23.1408587257617,26.6,26.7,26.4,76,77,74,22.1,22.1,21.7,100.12,1001.2,1000.3,2.9,114,6.4,-0.00354,0,0.0429759262307901
2017-05-13 00:00:00.000,1045.84117918251,572.836872531948,534.159957967941,1022.25111111111,22.8915512465373,26.2,26.6,26.2,79,79,76,22.3,22.3,22,100.16,1001.6,1001.2,2.1,114,6.2,-0.00354,0,0.0300400089348918
2017-05-13 01:00:00.000,1058.07785655674,574.700428143233,530.30536332185,1021.25111111111,22.6422437673132,26.3,26.3,26.2,81,81,79,22.7,22.7,22.3,100.19,1001.9,1001.6,2.8,113,5.1,-0.00354,0,0.0328506967746454
2017-05-13 02:00:00.000,1069.01724973106,573.867378661842,526.472090716463,1019.87666666667,22.3929362880885,26.6,26.6,26.3,81,81,80,23.1,23.1,22.7,100.2,1002,1001.7,3.7,105,6.3,-0.00354,0,0.0390577012602051
2017-05-13 03:00:00.000,1078.80717339726,575.729342726317,522.658544740298,1018.37666666667,22.1436288088644,26.8,26.8,26.5,81,81,80,23.2,23.2,23,100.19,1002.1,1001.9,2.9,101,6.2,-0.00331,0,0.0341621735622742
2017-05-13 04:00:00.000,1091.01650000271,576.778561063909,518.864898362281,1016.12907702984,21.8943213296398,26.7,26.9,26.7,81,81,80,23.2,23.3,23.1,100.13,1002,1001.3,3,108,6.8,-0.00239,0,0.0349181383924856
2017-05-13 05:00:00.000,1097.97751082191,577.786641142314,515.088150685268,1013.63081193616,21.6450138504156,26.5,26.7,26.4,82,82,81,23.2,23.2,23.1,100.06,1001.3,1000.6,2.9,110,6.2,-0.00347,0,0.04599302533828
2017-05-13 06:00:00.000,1104.3735655314,576.89532842557,511.33437928766,1014.86849048743,21.3957063711912,26.5,26.5,26.4,81,83,81,22.9,23.2,22.9,100.02,1000.6,1000.2,3.8,113,7,-0.00284,0,0.0613303026708289
2017-05-13 07:00:00.000,1113.49630011016,581.549231136978,507.598109212233,1017.36814331343,21.1463988919668,26.1,26.5,26.1,82,82,81,22.8,22.9,22.8,100.01,1000.2,1000,3.5,112,7,-0.00354,0,0.0535165514929812
2017-05-13 08:00:00.000,1112.08945525567,581.810482167272,503.880589158968,1019.86779613943,20.8970914127424,25.9,26.2,25.8,80,82,80,22.2,22.8,22.2,100.03,1000.3,1000.1,3.4,116,7.4,-0.00354,0,0.0578544331473826
2017-05-13 09:00:00.000,1098.79159242866,584.666868160093,500.18241185521,1022.36744896542,20.6477839335182,26.2,26.2,25.8,77,80,77,21.9,22.2,21.8,100.08,1000.8,1000.3,4.6,126,8.8,0.01466,0,0.090434160507488
2017-05-13 10:00:00.000,1081.4022530603,584.829233024235,496.499188391413,1023,20.3984764542936,26.4,26.4,26.1,75,78,75,21.7,21.9,21.7,100.14,1001.4,1000.8,3.4,131,8.8,0.2555,0,0.139668271882559
2017-05-13 11:00:00.000,1064.99778008531,583.889948600517,492.827763302651,1023,20.1491689750692,27.4,27.5,26.4,70,75,69,21.4,21.7,21,100.24,1002.4,1001.4,3.6,129,8,0.8223,0,0.307894301119231
2017-05-13 12:00:00.000,1049.45342185167,582.901027346534,489.175142165202,1023,19.8998614958448,28.3,28.5,27.4,68,71,65,21.8,22,20.8,100.27,1002.7,1002.4,4.3,106,8.5,1.776,0,0.571823701822665
2017-05-13 13:00:00.000,1039.84479624417,580.009730378904,485.539058736248,1023,19.6505540166208,30.1,30.1,28.2,61,69,60,21.8,22.7,21,100.27,1002.9,1002.7,4.1,115,8.4,2.543,0,0.820715628191229
2017-05-13 14:00:00.000,1041.73014092073,578.423755287117,481.912008373973,1023,19.4012465373958,30.9,30.9,29.2,61,65,59,22.7,23.2,21.2,100.22,1002.7,1002.2,4.2,109,9.1,2.929,0,0.936086611860333
2017-05-13 15:00:00.000,1048.30095383462,577.895045161455,478.299412223575,1023,19.1519390581716,31.2,31.3,30.4,56,63,55,21.2,22.9,20.7,100.14,1002.2,1001.4,3.5,147,8.4,3.14,0,1.01775505319828
2017-05-13 16:00:00.000,1060.15226793357,573.427545191034,474.700989861725,1022.8931661243,18.9026315789474,31.6,31.6,30.7,54,58,51,21.1,21.8,19.9,100.03,1001.4,1000.3,4.5,113,8.8,2.949,0,0.982372022263335
2017-05-13 17:00:00.000,1074.78184077862,570.345371677305,471.125003117285,1022.75029764267,18.6533240997232,31,31.9,30.8,52,55,50,20,21.3,19.6,99.95,1000.3,999.5,4.4,120,8.7,2.663,0,0.903739971426611
2017-05-13 18:00:00.000,1091.61760076623,568.922702124386,467.57979859815,1022.60742916104,18.4040166204986,29.9,31.2,29.9,59,60,52,21,21.5,20,99.91,999.5,999.1,3.4,114,8.1,1.636,0,0.398442066601439
2017-05-13 19:00:00.000,1109.01277554832,567.588202777718,464.065499186304,1022.46456067942,18.154709141274,29,29.9,29,64,65,59,21.4,21.7,20.9,99.92,999.2,999,3.2,99,6.2,0.7901,0,0.223454959528023
2017-05-13 20:00:00.000,1126.74534959769,566.257913475126,460.582223819574,1022.32169219779,17.9054016620498,28.3,29,28.3,65,66,63,21,21.5,21,99.95,999.5,999.2,2,108,5.3,0.371,0,0.133642283842079
2017-05-13 21:00:00.000,1144.75632562749,564.92754753945,457.130087481136,1022.17882371617,17.6560941828257,26,28.3,26,75,75,65,21.2,21.2,20.9,99.98,999.8,999.5,1.1,119,3.5,0.03201,0,0.030413179383473
2017-05-13 22:00:00.000,1161.19059196135,564.869178887983,453.702923950487,1022.03595523454,17.406786703601,25.2,26.1,25.2,81,81,75,21.8,21.8,21,100.03,1000.3,999.8,2.3,69,3.6,-0.00354,0,0.0279352665040914
2017-05-13 23:00:00.000,1175.95605310781,565.962301242305,450.301515257344,1021.89308675292,17.1574792243769,25.1,26,25.1,78,82,76,21.1,22.1,21.1,100.1,1001,1000.3,1.6,88,3.8,-0.00354,0,0.0250892470446265
2017-05-14 00:00:00.000,1189.94695109597,567.107492799991,446.925930205293,1021.75021827129,16.9081717451522,25.5,25.7,24.8,75,81,75,20.9,21.4,20.9,100.17,1001.7,1001,2.1,104,4.1,-0.00354,0,0.0351460534927302
2017-05-14 01:00:00.000,1203.51721864848,568.25459389591,443.576232630241,1021.60734978967,16.6588642659281,25.5,26.1,25.4,76,76,73,20.9,21,20.6,100.2,1002,1001.7,2.1,96,5.1,-0.00354,0,0.0337170238576199
2017-05-14 02:00:00.000,1215.32459837968,569.809376111567,440.249520776535,1021.46448130804,16.4095567867034,25.6,25.8,25.2,78,78,76,21.6,21.6,20.8,100.2,1002.1,1002,2,122,4.4,-0.00354,0,0.0299194013129631
2017-05-14 03:00:00.000,1224.07292650103,568.438734759373,436.950131296922,1021.32161282641,16.1602493074793,25.4,25.8,25.2,80,81,78,21.7,21.9,21.6,100.18,1002,1001.8,1.4,128,3.9,-0.00354,0,0.0207143901433478
2017-05-14 04:00:00.000,1234.35565373744,569.105229546866,433.670116901133,1021.17874434479,15.9109418282551,25.8,25.8,25.1,83,84,80,22.6,22.7,21.7,100.08,1001.8,1000.8,3.5,106,6.6,-0.00354,0,0.0328756648077804
