codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A359,25/05/2017,02,25.9,26.2,25.8,81,81,80,22.4,22.6,22.2,1002.7,1002.9,1002.7,2.5,118,7.3,-3.54,0.0
A359,25/05/2017,01,25.9,26.0,25.8,81,81,80,22.4,22.4,22.1,1002.9,1002.9,1002.5,2.7,109,5.3,-3.48,0.0
A359,25/05/2017,00,26.0,26.3,26.0,80,80,79,22.3,22.6,22.2,1002.5,1002.5,1001.8,2.2,118,5.5,-3.54,0.0
A359,26/05/2017,23,26.3,26.7,26.0,82,85,82,23.1,23.4,23.1,1001.8,1001.8,1001.2,3.2,88,4.4,-3.54,0.0
A359,26/05/2017,22,26.7,27.2,26.7,82,82,78,23.4,23.6,22.7,1001.2,1001.2,1000.7,2.2,87,4.1,-2.88,0.0
A359,26/05/2017,21,26.9,29.4,26.9,78,78,63,22.7,22.7,21.6,1000.7,1000.7,1000.0,1.4,34,3.7,23.58,0.0
A359,26/05/2017,20,29.4,32.0,29.4,63,63,57,21.6,22.8,21.4,1000.0,1000.0,999.6,2.1,106,5.1,458.6,0.0
A359,26/05/2017,19,31.6,32.2,31.3,59,62,56,22.6,23.7,21.8,999.6,999.6,999.2,2.3,106,5.8,1453.,0.0
A359,26/05/2017,18,31.4,31.4,27.0,58,81,57,22.2,24.5,21.6,999.5,1000.1,999.5,1.1,138,2.3,2044.,0.0
A359,26/05/2017,17,27.0,30.8,26.2,81,81,63,23.4,25.0,21.8,1000.1,1000.8,1000.1,1.0,129,8.6,1138.,0.4
A359,26/05/2017,16,30.6,32.5,29.8,71,72,58,24.7,24.9,22.6,1000.8,1001.4,1000.7,4.7,67,7.4,2444.,0.0
A359,26/05/2017,15,31.8,31.8,27.0,62,78,62,23.5,23.9,22.3,1001.4,1002.6,1001.4,3.0,71,8.6,1993.,0.0
A359,26/05/2017,14,28.7,31.9,28.7,71,71,57,22.9,22.9,21.6,1002.6,1002.7,1002.5,5.2,95,9.4,2039.,0.0
A359,26/05/2017,13,31.0,31.9,29.2,58,66,57,21.7,23.1,21.3,1002.6,1002.7,1002.5,3.5,119,8.0,2292.,0.0
A359,26/05/2017,12,29.3,30.1,29.0,63,67,60,21.5,22.4,21.2,1002.7,1002.7,1002.4,4.2,118,8.0,2000.,0.0
A359,26/05/2017,11,29.0,29.2,27.9,67,71,65,22.2,22.3,21.6,1002.5,1002.5,1002.1,2.9,119,4.9,1304.,0.0
A359,26/05/2017,10,28.0,28.0,24.9,71,84,70,22.1,22.5,21.8,1002.1,1002.1,1001.6,1.1,100,2.0,424.9,0.0
A359,26/05/2017,09,25.0,25.2,24.5,84,85,83,22.1,22.1,21.8,1001.6,1001.7,1001.5,0.7,119,1.5,16.38,0.0
A359,26/05/2017,08,25.2,25.9,25.0,83,83,80,22.0,22.2,21.9,1001.5,1001.5,1001.2,0.6,94,4.2,-3.49,0.0
A359,26/05/2017,07,25.9,26.0,25.7,80,82,79,22.1,22.5,22.1,1001.2,1001.3,1001.2,2.9,109,5.8,-3.46,0.0
A359,26/05/2017,06,25.9,26.1,25.9,81,82,81,22.5,22.8,22.5,1001.3,1001.7,1001.3,2.6,120,7.4,-3.06,0.0
A359,26/05/2017,05,26.1,26.2,25.8,82,85,82,22.8,23.1,22.7,1001.7,1001.9,1001.7,2.8,119,5.8,-2.75,0.0
A359,26/05/2017,04,25.8,26.6,25.8,84,84,80,22.9,23.0,22.7,1001.9,1002.4,1001.9,1.9,118,5.8,-3.12,0.0
A359,26/05/2017,03,26.5,26.8,26.4,80,81,79,22.7,23.2,22.7,1002.4,1002.7,1002.4,3.0,101,7.5,-3.13,0.0
A359,26/05/2017,02,26.7,26.7,26.3,81,82,81,23.2,23.2,23.0,1002.7,1002.7,1002.4,4.1,114,6.9,-3.48,0.0
A359,26/05/2017,01,26.4,26.4,26.2,82,82,81,23.0,23.0,22.8,1002.4,1002.4,1002.3,2.1,121,4.5,-3.54,0.0
A359,26/05/2017,00,26.4,26.7,26.4,81,81,78,22.8,22.8,22.6,1002.3,1002.4,1002.0,2.4,119,6.1,-3.54,0.0
A359,27/05/2017,23,26.2,26.7,26.2,86,86,85,23.7,24.0,23.6,1001.7,1001.7,1001.0,0.7,357,1.4,-2.75,0.0
A359,27/05/2017,22,26.3,26.9,26.1,85,85,82,23.6,23.6,23.3,1001.0,1001.0,1000.4,0.6,346,2.0,-3.15,0.0
A359,27/05/2017,21,26.8,27.2,26.8,82,82,79,23.5,23.5,23.2,1000.4,1000.5,1000.1,1.1,358,2.6,50.82,0.0
A359,27/05/2017,20,27.2,28.4,27.2,79,79,74,23.2,23.6,23.2,1000.1,1000.2,999.7,1.2,34,5.6,192.5,0.0
A359,27/05/2017,19,28.4,29.6,28.4,74,74,67,23.3,23.5,21.9,999.7,999.8,999.4,3.7,85,6.7,601.7,0.0
A359,27/05/2017,18,28.6,31.3,27.6,67,70,62,21.9,23.9,21.2,999.8,999.9,999.6,3.3,77,8.1,1030.,0.0
A359,27/05/2017,17,30.8,32.9,28.4,65,77,54,23.4,24.6,21.8,999.9,1000.8,999.9,5.2,68,9.6,2023.,0.0
A359,27/05/2017,16,32.6,34.2,32.1,55,57,50,22.4,22.9,21.1,1000.8,1001.6,1000.7,4.9,85,7.2,2341.,0.0
A359,27/05/2017,15,33.9,33.9,31.2,54,58,50,23.2,23.2,20.7,1001.5,1002.3,1001.5,3.0,91,5.4,2230.,0.0
A359,27/05/2017,14,32.1,33.2,30.9,53,57,50,21.4,22.1,20.5,1002.3,1002.8,1002.3,2.8,120,////,3092.,0.0
A359,27/05/2017,13,31.6,31.6,28.0,54,74,54,21.3,23.5,21.3,1002.7,1002.9,1002.7,////,////,2.9,1944.,0.0
A359,27/05/2017,12,28.0,29.1,27.9,74,75,68,22.9,23.2,22.3,1002.9,1003.0,1002.5,1.5,324,2.8,985.3,0.0
A359,27/05/2017,11,27.9,27.9,26.1,74,80,74,22.8,23.0,22.3,1002.5,1002.5,1002.2,1.1,335,3.3,1194.,0.0
A359,27/05/2017,10,26.3,26.4,24.6,80,87,80,22.6,23.0,22.3,1002.2,1002.2,1001.8,0.8,247,2.1,383.0,0.0
A359,27/05/2017,09,24.6,24.9,24.1,87,88,87,22.3,22.5,21.9,1001.8,1001.8,1001.3,1.1,295,2.8,11.56,0.0
A359,27/05/2017,08,24.9,25.4,24.9,87,87,86,22.6,23.0,22.5,1001.3,1001.3,1001.0,0.5,169,3.6,-3.54,0.0
A359,27/05/2017,07,25.3,25.3,24.9,87,87,85,23.0,23.0,22.4,1001.0,1001.0,1000.8,2.0,100,3.1,-3.54,0.0
A359,27/05/2017,06,25.3,26.3,25.3,85,85,82,22.6,23.1,22.6,1000.8,1001.0,1000.7,1.5,92,3.2,-2.42,0.0
A359,27/05/2017,05,26.2,26.4,25.9,83,84,82,23.1,23.1,22.8,1001.0,1001.6,1001.0,1.5,109,4.1,-1.64,0.0
A359,27/05/2017,04,26.4,26.4,25.8,82,84,82,23.0,23.2,22.9,1001.6,1002.3,1001.6,2.1,103,5.2,-2.75,0.0
A359,27/05/2017,03,25.8,26.4,25.7,84,84,82,23.0,23.0,22.8,1002.3,1002.7,1002.3,1.7,101,4.8,-3.54,0.0
A359,27/05/2017,02,26.4,26.6,26.4,82,82,81,23.0,23.2,23.0,1002.6,1002.9,1002.6,3.0,103,5.5,-3.32,0.0
A359,27/05/2017,00,26.4,26.4,26.1,81,82,81,22.9,23.1,22.8,1002.7,1002.7,1001.8,2.3,108,4.5,-3.53,0.0
A359,27/05/2017,01,26.6,26.6,26.3,81,82,81,23.2,23.2,22.9,1002.9,1003.0,1002.7,2.8,112,6.3,-3.25,0.0
A359,28/05/2017,23,24.4,24.5,24.3,93,93,93,23.2,23.3,23.0,1002.1,1002.2,1002.0,0.3,285,2.1,-2.21,0.0
A359,28/05/2017,22,24.4,24.4,23.9,93,93,92,23.1,23.1,22.5,1002.1,1002.1,1001.5,0.5,115,2.7,-1.48,0.0
A359,28/05/2017,21,24.1,24.5,24.0,92,92,91,22.8,23.1,22.6,1001.5,1001.5,1000.9,1.4,45,2.7,14.80,0.0
A359,28/05/2017,19,24.1,25.9,24.1,90,90,86,22.3,23.9,22.3,1000.9,1000.9,1000.2,4.4,94,6.7,294.6,2.0
A359,28/05/2017,20,24.4,24.4,24.1,92,92,90,23.0,23.0,22.3,1001.0,1001.0,1000.8,0.6,274,6.7,95.12,0.2
A359,28/05/2017,18,25.3,26.7,24.5,87,89,85,22.9,24.7,21.9,1000.6,1001.2,1000.5,1.0,104,5.9,410.7,1.4
A359,28/05/2017,17,26.6,27.0,25.5,88,91,88,24.4,25.0,23.9,1001.1,1001.2,1000.8,2.4,59,4.0,649.5,0.0
A359,28/05/2017,16,25.5,29.6,24.2,91,91,67,23.9,23.9,21.4,1001.2,1002.2,1001.2,2.3,51,7.5,480.4,6.8
A359,28/05/2017,15,29.6,31.0,28.2,67,78,65,22.8,25.3,22.7,1002.1,1002.7,1002.0,2.2,115,7.8,2772.,0.0
A359,28/05/2017,14,28.2,30.0,27.9,78,81,74,23.9,25.7,23.7,1002.7,1003.0,1002.7,4.5,102,6.8,1600.,0.0
A359,28/05/2017,13,28.5,28.6,26.9,80,87,80,24.7,25.7,24.1,1003.0,1003.1,1002.9,1.1,28,2.7,1326.,0.2
A359,28/05/2017,12,27.1,27.6,26.6,85,91,85,24.4,25.2,24.3,1003.0,1003.1,1002.7,1.1,12,2.6,1029.,0.0
A359,28/05/2017,11,26.6,26.7,25.0,91,93,91,25.0,25.2,23.8,1002.7,1002.7,1002.0,1.0,286,1.6,724.4,0.0
A359,28/05/2017,10,25.0,25.0,24.3,93,93,93,23.8,23.8,23.2,1002.0,1002.0,1001.5,0.4,325,1.2,152.9,0.0
A359,28/05/2017,09,24.4,24.7,24.4,93,93,93,23.2,23.5,23.2,1001.6,1001.6,1001.2,0.5,310,1.6,15.38,0.0
A359,28/05/2017,08,24.6,24.7,24.3,93,93,93,23.4,23.5,23.0,1001.3,1001.3,1000.8,0.4,272,2.5,-1.95,0.2
A359,28/05/2017,07,24.4,24.5,24.1,93,93,92,23.2,23.2,22.7,1000.9,1000.9,1000.4,0.5,248,3.7,-2.20,0.6
A359,28/05/2017,06,24.5,25.3,24.5,92,92,91,23.1,23.8,23.0,1000.8,1001.0,1000.8,1.2,109,4.0,-1.13,3.4
A359,28/05/2017,05,25.1,26.0,25.1,91,91,88,23.5,23.8,23.5,1001.0,1001.6,1001.0,0.3,296,2.8,-2.77,0.8
A359,28/05/2017,04,25.9,26.0,25.4,88,89,88,23.7,23.9,23.6,1001.6,1002.5,1001.6,0.8,110,1.4,-1.96,0.0
A359,28/05/2017,03,25.5,25.5,25.2,89,90,89,23.6,23.6,23.3,1002.5,1002.8,1002.4,0.2,264,1.2,-3.21,0.0
A359,28/05/2017,02,25.2,25.5,25.1,90,90,89,23.4,23.8,23.2,1002.7,1002.7,1002.5,0.6,101,1.6,-3.34,0.0
A359,28/05/2017,01,25.2,25.7,25.2,89,89,88,23.3,23.7,23.2,1002.5,1002.5,1002.4,0.5,198,1.5,-3.48,0.0
A359,28/05/2017,00,25.6,26.2,25.4,89,89,86,23.6,23.8,23.2,1002.3,1002.3,1001.7,0.6,306,1.8,-3.46,0.0
A359,29/05/2017,23,25.3,25.6,24.6,75,84,75,20.5,21.9,20.5,1001.9,1002.2,1001.9,0.9,269,3.3,-0.81,0.0
A359,29/05/2017,22,24.9,24.9,23.9,84,90,84,21.9,22.7,21.9,1002.2,1002.2,1002.1,1.1,122,4.5,-1.66,0.0
A359,29/05/2017,21,24.1,24.7,24.1,90,91,90,22.4,22.9,22.4,1002.1,1002.3,1002.1,1.3,3,3.0,27.39,0.0
A359,29/05/2017,20,24.7,26.0,24.6,90,90,83,22.9,23.2,22.7,1002.3,1002.3,1002.0,1.2,282,4.0,295.6,0.0
A359,29/05/2017,19,26.0,26.0,24.6,82,88,80,22.7,23.1,22.1,1002.1,1002.1,1001.5,0.9,232,4.6,456.1,0.0
A359,29/05/2017,18,24.7,25.0,24.0,88,91,88,22.6,23.2,22.4,1001.5,1002.1,1001.5,2.0,83,4.6,458.0,0.0
A359,29/05/2017,17,24.0,24.3,23.6,91,92,91,22.4,22.7,22.1,1002.1,1002.9,1002.1,1.6,324,4.4,319.0,1.2
A359,29/05/2017,16,23.7,24.2,23.6,91,91,88,22.2,22.4,22.0,1002.9,1003.9,1002.9,0.7,213,7.0,129.3,6.6
A359,29/05/2017,15,24.2,27.6,24.2,88,88,77,22.1,23.5,22.1,1003.7,1003.8,1003.5,3.5,167,7.0,433.1,2.6
A359,29/05/2017,14,27.3,28.0,25.8,79,86,77,23.3,24.2,22.7,1003.8,1004.4,1003.8,2.2,260,4.5,2108.,0.0
A359,29/05/2017,13,26.0,26.2,24.4,86,92,86,23.6,23.9,23.0,1004.4,1004.7,1004.3,1.3,269,2.6,1302.,0.0
A359,29/05/2017,12,24.6,24.6,23.2,92,94,92,23.3,23.3,22.2,1004.3,1004.3,1003.7,1.4,285,2.8,1162.,0.0
A359,29/05/2017,11,23.3,23.3,22.4,94,94,94,22.3,22.3,21.5,1003.7,1003.7,1003.1,1.3,273,2.4,422.2,0.0
A359,29/05/2017,10,22.5,22.5,22.2,94,94,94,21.6,21.6,21.3,1003.1,1003.1,1002.7,0.8,285,1.8,41.20,1.4
A359,29/05/2017,09,22.4,22.4,22.2,94,94,94,21.5,21.5,21.2,1002.7,1002.8,1002.5,1.3,258,2.2,-1.58,3.6
A359,29/05/2017,08,22.3,22.3,22.2,94,94,94,21.3,21.3,21.2,1002.5,1002.5,1002.2,0.4,263,3.0,-2.11,5.2
A359,29/05/2017,07,22.2,22.4,22.2,94,94,93,21.2,21.3,21.1,1002.2,1002.2,1001.8,1.7,41,4.8,-0.28,8.6
A359,29/05/2017,06,22.3,22.7,22.0,93,93,92,21.1,21.5,20.9,1002.1,1002.1,1001.4,2.6,62,3.8,-0.84,5.6
A359,29/05/2017,05,22.0,24.7,21.9,93,93,91,20.9,23.4,20.7,1001.6,1002.3,1001.6,2.3,344,3.9,-0.49,9.8
A359,29/05/2017,04,24.6,24.8,24.4,93,93,93,23.4,23.6,23.2,1002.2,1003.0,1002.2,1.2,284,2.2,-1.28,0.0
A359,29/05/2017,03,24.4,24.4,24.1,93,93,93,23.2,23.2,22.9,1003.0,1003.1,1003.0,0.3,95,1.2,-2.10,0.0
A359,29/05/2017,02,24.2,24.6,24.2,93,93,93,23.0,23.5,23.0,1003.0,1003.2,1002.9,0.6,77,1.4,-2.68,0.0
A359,29/05/2017,01,24.6,24.8,24.5,93,93,93,23.4,23.6,23.3,1002.9,1002.9,1002.7,0.4,307,1.7,-2.48,0.0
A359,29/05/2017,00,24.5,24.7,24.3,93,93,93,23.3,23.6,23.1,1002.7,1002.7,1002.1,0.4,85,1.7,-2.39,0.0
