codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_vel,vento_direcao,vento_rajada,radiacao,precipitacao
A359,02/05/2017,03,26.1,26.5,26.1,83,83,81,23.0,23.0,22.9,1001.1,1001.6,1001.1,1.9,91,3.4,-3.15,0.0
A359,02/05/2017,02,26.4,26.6,26.4,81,81,80,22.9,22.9,22.7,1001.6,1001.7,1001.6,1.9,100,4.1,-3.34,0.0
A359,02/05/2017,01,26.5,26.5,26.4,80,80,79,22.7,22.7,22.6,1001.7,1001.7,1001.3,2.2,100,4.4,-3.34,0.0
A359,02/05/2017,00,26.5,26.6,26.4,80,81,79,22.6,23.1,22.6,1001.3,1001.3,1001.1,2.5,104,4.5,-3.03,0.0
A359,03/05/2017,23,26.7,27.2,26.7,77,77,73,22.4,22.4,21.9,1000.0,1000.1,999.2,2.4,128,6.1,-3.54,0.0
A359,03/05/2017,22,27.2,27.9,27.2,73,75,73,22.0,23.1,22.0,999.2,999.2,998.8,3.3,109,6.5,-3.19,0.0
A359,03/05/2017,21,27.9,28.7,27.9,75,76,71,23.1,23.2,22.9,998.8,998.8,998.2,2.7,85,6.1,16.67,0.0
A359,03/05/2017,20,28.7,30.9,28.6,72,72,67,23.1,24.5,22.9,998.2,998.2,997.6,2.0,99,6.7,344.1,0.0
A359,03/05/2017,19,29.7,31.0,29.7,69,71,67,23.5,24.8,23.3,997.7,997.7,997.6,2.9,66,7.2,1333.,0.0
A359,03/05/2017,18,30.2,31.7,30.0,69,69,59,23.9,24.4,21.9,997.6,998.0,997.6,4.6,77,7.0,1875.,0.0
A359,03/05/2017,17,30.4,31.7,30.1,62,64,58,22.2,23.6,21.7,998.0,998.5,997.9,3.6,111,7.1,2210.,0.0
A359,03/05/2017,16,30.2,30.2,29.4,64,67,59,22.6,23.0,21.2,998.5,999.3,998.5,3.1,104,7.4,1443.,0.0
A359,03/05/2017,15,30.1,31.5,30.1,59,61,54,21.2,22.4,20.3,999.3,1000.1,999.2,3.7,116,10.8,3110.,0.0
A359,03/05/2017,14,30.3,30.5,29.5,56,62,55,20.6,21.8,20.3,1000.0,1000.6,1000.0,5.1,140,10.8,3142.,0.0
A359,03/05/2017,13,29.6,29.9,28.7,58,64,58,20.4,21.5,20.2,1000.6,1000.9,1000.5,3.9,140,10.0,2809.,0.0
A359,03/05/2017,12,29.0,29.0,27.9,63,69,61,21.4,21.9,20.7,1000.8,1000.8,1000.6,4.2,135,9.4,2182.,0.0
A359,03/05/2017,11,28.0,28.2,27.1,68,69,67,21.5,21.9,20.8,1000.6,1000.6,999.9,4.4,128,8.4,1413.,0.0
A359,03/05/2017,10,27.2,27.3,25.8,68,76,68,20.9,21.3,20.8,999.9,999.9,999.5,3.0,128,7.3,403.0,0.0
A359,03/05/2017,09,25.8,25.9,25.3,76,79,76,21.2,21.6,21.2,999.5,999.5,999.0,2.5,123,5.6,12.40,0.0
A359,03/05/2017,08,25.8,26.4,25.8,77,77,74,21.5,21.6,21.3,999.0,999.0,998.6,2.5,111,7.7,-3.54,0.0
A359,03/05/2017,07,26.3,27.0,26.3,74,75,69,21.4,21.4,20.8,998.6,998.7,998.5,3.3,134,7.7,-3.54,0.0
A359,03/05/2017,06,26.3,26.6,26.1,75,78,75,21.4,22.1,21.4,998.6,998.9,998.6,2.4,119,7.9,-3.54,0.0
A359,03/05/2017,05,26.3,26.3,25.9,78,80,78,22.1,22.4,22.0,998.8,999.2,998.8,3.1,120,7.9,-3.54,0.0
A359,03/05/2017,04,25.9,26.2,25.8,79,79,76,22.0,22.0,21.4,999.2,999.5,999.2,2.8,118,6.8,-3.54,0.0
A359,03/05/2017,03,25.9,26.1,25.7,77,77,69,21.4,21.4,19.9,999.5,999.9,999.5,2.8,127,4.8,-3.54,0.0
A359,03/05/2017,02,26.1,26.2,24.8,69,74,68,19.8,20.3,19.4,999.9,1000.1,999.9,2.1,138,4.8,-3.53,0.0
A359,03/05/2017,01,25.7,25.9,25.4,70,72,68,19.8,20.1,19.4,1000.0,1000.2,1000.0,1.3,121,2.8,-3.54,0.0
A359,03/05/2017,00,25.4,26.6,25.3,72,73,67,20.0,20.5,19.9,1000.2,1000.2,1000.0,1.3,103,7.2,-3.54,0.0
A359,04/05/2017,23,25.5,25.5,24.8,84,89,84,22.6,23.0,22.5,1000.1,1000.1,999.1,2.9,112,4.7,-1.95,0.0
A359,04/05/2017,22,24.8,25.0,24.5,89,91,89,22.9,23.2,22.8,999.1,999.1,998.4,1.2,125,3.3,-2.07,0.0
A359,04/05/2017,21,24.9,25.7,24.4,90,91,77,23.1,23.4,21.3,998.4,998.5,997.9,0.5,201,14.0,31.70,2.4
A359,04/05/2017,20,25.9,29.2,25.9,77,77,69,21.5,23.7,21.5,997.9,998.0,997.0,5.8,85,14.0,483.0,2.6
A359,04/05/2017,19,29.2,31.0,29.2,69,69,61,22.9,23.5,21.8,997.0,997.0,996.8,3.9,90,7.3,1134.,0.0
A359,04/05/2017,18,30.2,30.9,29.1,62,69,61,22.1,23.9,22.1,996.9,997.4,996.9,3.6,120,7.3,2254.,0.0
A359,04/05/2017,17,29.1,30.8,29.0,68,70,63,22.7,23.7,22.0,997.4,998.3,997.4,4.3,118,9.1,1940.,0.0
A359,04/05/2017,16,30.0,30.9,29.4,64,67,60,22.4,23.7,21.6,998.3,999.0,998.3,3.6,125,8.2,2619.,0.0
A359,04/05/2017,15,30.4,30.4,29.4,66,69,62,23.2,23.9,21.8,999.0,999.9,999.0,4.6,116,8.8,3022.,0.0
A359,04/05/2017,14,29.7,30.4,28.6,66,69,63,22.7,23.6,21.5,999.9,1000.4,999.9,4.3,117,8.1,2961.,0.0
A359,04/05/2017,13,29.0,29.6,28.4,66,70,61,21.9,22.9,20.8,1000.3,1000.6,1000.2,3.5,120,9.1,2381.,0.0
A359,04/05/2017,12,29.1,29.2,26.8,62,73,61,21.1,22.2,20.5,1000.6,1000.6,1000.2,4.1,132,8.8,1651.,0.0
A359,04/05/2017,11,27.5,27.5,25.6,71,81,71,21.8,22.1,21.5,1000.3,1000.3,999.8,4.0,119,7.3,773.3,0.0
A359,04/05/2017,10,25.6,25.7,25.4,81,81,78,22.2,22.2,21.5,999.8,999.8,999.0,2.1,88,7.7,204.0,0.0
A359,04/05/2017,09,25.4,25.5,24.5,79,89,79,21.5,22.6,21.5,999.0,999.0,998.6,3.8,121,9.8,24.55,0.0
A359,04/05/2017,08,24.6,24.6,23.5,89,93,89,22.5,22.9,22.2,998.9,999.2,998.8,3.1,122,9.4,0.258,1.6
A359,04/05/2017,07,23.6,24.3,23.4,92,92,90,22.3,22.7,21.9,999.2,999.3,998.7,2.5,58,6.5,-1.31,4.4
A359,04/05/2017,06,23.5,25.4,23.3,91,92,84,21.9,22.6,21.6,999.1,999.4,998.7,2.3,194,9.5,-1.58,6.4
A359,04/05/2017,05,25.3,26.5,25.3,84,85,84,22.4,23.6,22.4,998.8,999.2,998.8,3.2,107,6.1,-3.51,0.0
A359,04/05/2017,04,26.4,26.8,26.4,84,85,82,23.6,23.7,23.5,999.2,999.7,999.2,1.9,95,5.2,-2.44,0.0
A359,04/05/2017,03,26.6,26.7,26.6,83,84,83,23.5,23.6,23.4,999.7,1000.2,999.7,2.6,117,6.2,-2.06,0.0
A359,04/05/2017,02,26.6,26.8,26.6,83,83,80,23.4,23.4,22.9,1000.2,1000.8,1000.1,2.7,116,5.5,-2.90,0.0
A359,04/05/2017,01,26.7,26.8,26.3,80,81,79,22.8,22.8,22.7,1000.8,1001.0,1000.6,2.6,111,4.4,-3.00,0.0
A359,04/05/2017,00,26.4,26.9,26.3,80,80,77,22.7,22.7,22.4,1000.6,1000.6,1000.0,1.8,102,6.1,-3.44,0.0
A359,05/05/2017,23,26.1,26.5,26.0,79,79,78,22.1,22.4,22.1,1000.7,1000.7,1000.0,2.6,114,6.3,-3.54,0.0
A359,05/05/2017,22,26.4,26.7,26.4,79,79,78,22.4,22.7,22.4,1000.0,1000.0,999.1,3.6,106,6.3,-3.54,0.0
A359,05/05/2017,21,26.7,28.2,26.7,79,79,69,22.7,22.8,22.2,999.1,999.1,998.4,2.8,98,4.9,22.38,0.0
A359,05/05/2017,20,28.2,30.0,28.2,69,69,62,22.0,22.3,20.9,998.4,998.4,997.9,3.2,85,4.9,459.1,0.0
A359,05/05/2017,19,29.2,30.7,29.2,64,66,59,21.8,22.5,21.2,998.0,998.0,997.7,2.2,121,7.1,934.3,0.0
A359,05/05/2017,18,30.7,30.8,29.9,60,65,60,22.0,23.0,21.7,997.8,998.2,997.7,2.9,123,7.3,2063.,0.0
A359,05/05/2017,17,30.2,31.6,29.6,62,65,59,22.2,24.0,21.6,998.2,998.8,998.2,3.6,124,9.2,2770.,0.0
A359,05/05/2017,16,30.4,30.6,29.8,61,64,60,22.1,23.1,21.6,998.8,999.7,998.8,4.1,117,9.1,2619.,0.0
A359,05/05/2017,15,30.6,30.7,29.7,61,67,59,22.3,23.4,21.2,999.7,1000.3,999.7,4.0,116,8.2,3388.,0.0
A359,05/05/2017,14,30.0,30.2,29.2,65,69,62,22.8,23.4,21.6,1000.3,1000.8,1000.3,4.0,126,8.1,3070.,0.0
A359,05/05/2017,13,29.3,30.0,28.3,67,71,65,22.5,23.6,22.0,1000.8,1000.9,1000.7,4.4,121,8.9,2733.,0.0
A359,05/05/2017,12,28.8,28.9,28.0,69,74,68,22.7,23.3,22.0,1000.8,1000.9,1000.3,4.7,112,9.3,2276.,0.0
A359,05/05/2017,11,28.0,28.0,26.6,73,83,72,22.6,23.4,22.1,1000.3,1000.3,999.6,3.4,118,8.3,1256.,0.0
A359,05/05/2017,10,26.6,26.6,24.7,83,89,83,23.4,23.5,22.7,999.6,999.6,998.9,2.5,98,4.9,287.0,0.0
A359,05/05/2017,09,24.7,25.6,24.7,88,88,83,22.7,22.7,22.3,999.0,999.0,998.3,2.6,96,5.6,17.07,0.4
A359,05/05/2017,08,25.3,25.8,25.2,84,84,81,22.4,22.4,22.2,998.3,998.3,998.1,2.9,97,7.3,-2.45,0.0
A359,05/05/2017,07,25.7,25.7,25.2,81,84,80,22.2,22.3,21.9,998.3,998.4,998.3,2.8,112,5.4,-1.50,0.0
A359,05/05/2017,06,25.3,25.3,24.5,84,90,84,22.3,22.8,22.3,998.3,998.9,998.2,1.5,128,5.4,-2.24,0.0
A359,05/05/2017,05,24.6,24.7,24.1,90,92,90,22.8,23.0,22.6,998.9,999.3,998.9,3.3,100,9.1,-1.34,0.0
A359,05/05/2017,04,24.5,25.7,24.5,91,91,87,22.8,23.6,22.8,999.3,999.8,999.3,5.3,84,9.1,-1.32,0.6
A359,05/05/2017,03,25.7,26.3,25.7,87,87,84,23.4,23.6,23.3,999.8,1000.2,999.7,3.0,78,5.0,-1.27,0.2
A359,05/05/2017,02,25.9,26.2,25.9,87,87,83,23.5,23.5,23.1,1000.2,1000.5,1000.2,2.0,80,4.2,-0.82,0.2
A359,05/05/2017,01,26.2,26.3,25.8,83,84,83,23.1,23.1,22.8,1000.5,1000.6,1000.4,2.2,105,6.1,1.706,0.0
A359,05/05/2017,00,25.8,25.8,25.5,83,84,83,22.8,22.8,22.5,1000.4,1000.5,1000.1,3.2,113,5.0,0.170,0.0
A359,06/05/2017,23,26.3,26.8,26.1,78,79,75,22.3,22.3,22.1,999.7,999.7,999.0,1.9,88,4.0,-3.02,0.0
A359,06/05/2017,22,26.7,27.6,26.5,77,78,75,22.2,22.8,22.2,999.0,999.0,998.1,2.4,90,5.2,-3.54,0.0
A359,06/05/2017,21,27.6,29.8,27.6,75,75,61,22.7,22.7,21.4,998.1,998.1,997.2,3.4,90,5.1,31.17,0.0
A359,06/05/2017,20,29.8,30.6,29.8,61,63,57,21.5,22.6,21.0,997.2,997.2,997.1,2.3,122,4.5,663.3,0.0
A359,06/05/2017,19,30.2,31.1,29.4,61,67,59,21.9,23.3,21.9,997.2,997.3,997.1,2.2,120,6.1,1206.,0.0
A359,06/05/2017,18,30.6,31.9,30.1,61,64,59,22.3,23.5,22.2,997.2,997.4,997.2,3.8,109,7.3,2231.,0.0
A359,06/05/2017,17,31.7,32.2,30.5,61,64,57,23.1,24.1,21.8,997.4,998.4,997.4,4.3,91,7.0,2821.,0.0
A359,06/05/2017,16,30.9,31.6,30.4,58,64,56,21.7,23.7,21.3,998.4,999.2,998.4,3.0,121,7.4,3233.,0.0
A359,06/05/2017,15,30.4,31.1,29.5,60,65,58,21.7,22.9,21.0,999.2,1000.1,999.2,3.6,126,7.7,2751.,0.0
A359,06/05/2017,14,30.9,30.9,29.3,63,66,61,22.9,23.1,21.2,1000.0,1000.4,1000.0,3.7,113,8.1,2794.,0.0
A359,06/05/2017,13,29.8,30.1,28.9,65,66,62,22.4,22.8,21.4,1000.4,1000.4,1000.2,4.0,120,8.5,2891.,0.0
A359,06/05/2017,12,29.0,29.2,27.8,65,70,64,21.7,22.7,21.3,1000.3,1000.4,1000.2,3.9,106,7.7,2195.,0.0
A359,06/05/2017,11,27.8,28.0,27.1,68,76,68,21.4,22.8,21.3,1000.4,1000.4,999.9,4.5,130,8.4,1368.,0.0
A359,06/05/2017,10,27.3,27.3,25.1,76,83,76,22.6,22.9,21.9,999.9,999.9,999.1,2.8,130,5.8,408.7,0.0
A359,06/05/2017,09,25.2,25.7,24.9,82,82,77,21.9,22.0,21.1,999.1,999.1,997.9,1.6,89,5.2,12.59,0.0
A359,06/05/2017,08,25.6,25.9,25.1,77,79,74,21.3,21.6,20.8,997.9,997.9,997.1,2.0,140,6.2,-3.54,0.0
A359,06/05/2017,07,25.6,25.6,24.1,75,82,75,20.8,21.1,20.2,997.1,997.2,997.1,2.7,124,6.2,-3.54,0.0
A359,06/05/2017,06,25.0,25.5,24.5,76,77,72,20.4,20.6,19.7,997.1,997.3,997.1,0.9,275,4.3,-3.54,0.0
A359,06/05/2017,05,25.0,25.5,23.8,74,80,72,20.1,20.6,19.5,997.3,997.9,997.3,1.7,350,3.4,-3.54,0.0
A359,06/05/2017,04,24.2,25.2,24.2,79,81,79,20.2,21.4,20.2,997.9,999.6,997.9,1.0,300,3.1,-3.54,0.0
A359,06/05/2017,03,24.9,25.5,24.5,81,84,80,21.4,22.0,21.1,999.6,1000.4,999.6,1.0,331,3.1,-3.54,0.0
A359,06/05/2017,02,24.8,25.8,24.8,83,83,79,21.7,22.0,21.6,1000.4,1001.1,1000.4,0.8,315,5.0,-3.54,0.0
A359,06/05/2017,01,25.8,25.9,25.7,79,80,79,21.9,22.2,21.8,1001.1,1001.1,1001.0,2.5,136,5.2,-3.54,0.0
A359,06/05/2017,00,25.8,26.2,25.8,80,80,79,22.1,22.2,22.1,1001.0,1001.1,1000.7,3.0,115,5.4,-3.54,0.0
A359,07/05/2017,23,26.6,26.7,26.4,82,85,81,23.4,23.8,23.2,998.7,998.7,998.1,3.6,98,7.2,-3.53,0.0
A359,07/05/2017,22,26.5,26.7,26.5,85,89,85,23.8,24.5,23.8,998.1,998.1,997.7,2.2,87,4.9,-3.36,0.0
A359,07/05/2017,21,26.6,26.9,26.6,89,89,86,24.5,24.5,24.3,997.7,997.7,997.1,1.9,71,3.0,28.93,0.0
A359,07/05/2017,20,26.9,27.6,26.9,86,86,83,24.3,24.5,24.1,997.2,997.3,997.0,1.6,73,5.1,216.4,0.0
A359,07/05/2017,19,27.6,27.9,27.0,84,86,82,24.6,25.1,24.3,997.0,997.1,996.8,3.4,78,7.1,549.3,0.0
A359,07/05/2017,18,27.7,28.1,27.0,83,83,79,24.5,24.5,23.3,996.8,997.2,996.6,2.8,71,7.1,767.3,0.0
A359,07/05/2017,17,27.0,32.0,27.0,81,81,57,23.4,24.2,21.6,997.2,997.7,997.2,4.5,96,10.5,1164.,0.0
A359,07/05/2017,16,31.4,32.2,30.8,58,62,54,22.1,23.3,21.2,997.6,998.7,997.6,3.5,143,8.3,2910.,0.0
A359,07/05/2017,15,31.3,31.5,29.8,61,66,58,22.8,23.5,21.8,998.7,999.6,998.7,3.6,125,8.6,2949.,0.0
A359,07/05/2017,14,29.9,30.6,29.7,65,67,62,22.6,23.3,22.2,999.6,999.8,999.6,4.6,116,9.5,2761.,0.0
A359,07/05/2017,13,29.8,30.2,28.3,64,71,63,22.3,23.2,21.9,999.6,999.8,999.5,4.5,133,11.2,2605.,0.0
A359,07/05/2017,12,28.4,28.9,27.8,69,73,68,22.2,23.5,22.0,999.7,999.8,999.4,4.4,125,9.6,1627.,0.0
A359,07/05/2017,11,27.8,27.8,27.2,73,76,72,22.4,22.8,22.3,999.4,999.5,999.1,4.1,144,7.3,705.4,0.0
A359,07/05/2017,10,27.2,27.3,26.3,75,80,74,22.4,22.8,22.3,999.1,999.1,998.5,3.8,134,7.6,365.4,0.0
A359,07/05/2017,09,26.3,26.5,26.1,80,82,79,22.5,22.9,22.5,998.5,998.6,998.4,2.9,125,7.6,14.10,0.0
A359,07/05/2017,08,26.4,26.7,26.3,81,81,80,22.8,23.0,22.7,998.4,998.4,998.2,3.6,113,7.7,-3.51,0.0
A359,07/05/2017,07,26.7,26.8,26.6,80,81,80,23.0,23.1,22.9,998.2,998.2,998.0,3.9,113,7.7,-2.89,0.0
A359,07/05/2017,06,26.8,26.8,26.7,81,81,81,23.1,23.2,23.1,998.2,998.3,998.1,4.4,110,8.3,-3.12,0.0
A359,07/05/2017,05,26.7,26.8,26.6,81,82,81,23.2,23.3,23.1,998.2,998.8,998.2,4.0,109,6.9,-3.53,0.0
A359,07/05/2017,04,26.6,26.9,26.6,82,82,81,23.2,23.3,23.1,998.8,999.5,998.8,3.1,107,7.0,-3.50,0.0
A359,07/05/2017,03,26.9,27.0,26.8,81,81,79,23.3,23.3,22.8,999.5,1000.2,999.5,3.8,108,6.3,-2.33,0.0
A359,07/05/2017,02,26.9,26.9,26.7,79,79,76,22.8,22.8,22.3,1000.2,1000.7,1000.2,3.1,105,6.4,-2.67,0.0
A359,07/05/2017,01,26.7,26.7,25.9,77,81,77,22.3,22.4,22.1,1000.7,1000.7,1000.3,2.9,109,5.3,-2.80,0.0
A359,07/05/2017,00,25.9,26.4,25.5,81,81,78,22.3,22.3,22.0,1000.4,1000.4,999.7,2.3,73,3.8,-3.16,0.0
A359,08/05/2017,23,24.7,24.7,24.5,92,93,92,23.4,23.4,23.2,999.9,999.9,999.2,1.9,70,4.3,-2.26,0.0
A359,08/05/2017,22,24.5,24.9,24.5,92,92,92,23.2,23.4,23.2,999.2,999.2,998.7,2.0,71,5.5,-2.05,0.0
A359,08/05/2017,21,24.9,25.2,24.8,92,92,88,23.4,23.4,23.0,998.7,998.7,998.0,2.4,69,5.4,12.68,0.0
A359,08/05/2017,20,25.1,25.1,24.9,88,88,87,23.0,23.0,22.7,998.0,998.0,996.9,3.1,88,6.2,139.2,0.0
A359,08/05/2017,19,24.9,24.9,24.3,88,89,87,22.7,22.9,22.3,996.9,997.2,996.8,3.3,106,6.2,177.7,0.8
A359,08/05/2017,18,24.4,27.4,24.2,89,89,79,22.4,23.8,22.1,996.9,997.4,996.6,1.3,91,9.1,338.3,3.6
A359,08/05/2017,17,27.3,27.3,26.7,81,81,77,23.7,23.7,22.5,996.7,998.1,996.7,3.1,111,6.8,734.7,0.0
A359,08/05/2017,16,26.7,27.6,25.1,81,92,79,23.1,25.1,22.9,998.1,998.7,997.9,3.4,114,8.8,2279.,0.4
A359,08/05/2017,15,25.3,27.9,24.9,91,92,81,23.8,25.5,22.7,998.7,999.6,998.7,4.9,111,12.8,1032.,3.4
A359,08/05/2017,14,27.2,29.7,27.2,81,82,74,23.7,25.4,23.6,999.6,999.7,999.4,5.3,98,9.5,1408.,0.4
A359,08/05/2017,13,28.1,30.0,27.5,79,81,68,24.1,24.4,23.1,999.6,999.6,999.2,3.4,107,8.9,1835.,0.0
A359,08/05/2017,12,29.5,29.5,27.4,72,80,72,24.0,24.7,23.1,999.4,999.4,999.3,3.9,116,8.7,1841.,0.0
A359,08/05/2017,11,27.4,27.5,26.9,79,81,78,23.6,23.7,22.8,999.4,999.4,998.4,3.3,112,8.5,807.5,0.0
A359,08/05/2017,10,26.9,26.9,25.8,79,85,79,23.0,23.2,22.8,998.4,998.4,997.8,2.1,130,4.9,287.2,0.0
A359,08/05/2017,09,25.8,25.8,25.2,85,87,85,23.0,23.1,23.0,997.9,997.9,997.4,2.8,109,4.8,11.88,0.0
A359,08/05/2017,08,25.4,25.4,25.2,87,88,87,23.1,23.2,23.1,997.4,997.5,997.3,2.3,105,3.8,-2.61,0.0
A359,08/05/2017,07,25.3,25.3,24.8,88,89,88,23.2,23.2,22.9,997.3,997.5,997.3,2.2,115,6.3,-2.79,0.0
A359,08/05/2017,06,25.1,26.1,25.1,89,89,86,23.1,23.7,23.0,997.4,997.6,997.3,2.3,121,8.5,-3.39,0.8
A359,08/05/2017,05,26.1,26.1,25.8,86,88,86,23.7,23.8,23.6,997.6,998.0,997.6,2.1,100,6.5,-0.55,0.0
A359,08/05/2017,04,25.8,26.7,25.8,88,88,83,23.7,23.7,23.4,998.0,998.8,998.0,2.8,107,6.5,-3.02,0.4
A359,08/05/2017,03,26.7,26.7,26.4,83,84,83,23.5,23.6,23.5,998.8,999.2,998.8,2.6,114,4.8,-2.58,0.0
A359,08/05/2017,02,26.5,26.5,26.4,84,84,83,23.6,23.6,23.4,999.1,999.3,999.1,2.5,111,4.3,-3.42,0.0
A359,08/05/2017,01,26.4,26.5,26.3,83,84,83,23.4,23.4,23.2,999.2,999.2,999.1,2.1,112,4.3,-3.53,0.0
A359,08/05/2017,00,26.5,26.6,26.4,83,83,82,23.3,23.5,23.2,999.1,999.1,998.7,1.4,106,5.3,-3.30,0.0
A359,09/05/2017,23,25.7,26.0,25.6,85,86,85,22.9,23.3,22.9,999.6,999.6,998.9,2.9,93,5.1,-3.53,0.0
A359,09/05/2017,22,25.7,26.4,25.7,85,85,81,23.0,23.2,22.7,998.9,998.9,998.5,1.8,87,4.6,-3.54,0.0
A359,09/05/2017,21,26.0,27.6,26.0,84,84,77,23.2,23.2,22.9,998.6,998.6,998.0,2.0,63,5.1,21.01,0.0
A359,09/05/2017,20,27.6,28.8,27.6,77,77,72,23.1,23.4,23.0,998.0,998.0,997.6,2.6,101,5.9,519.4,0.0
A359,09/05/2017,19,28.7,29.2,28.7,72,73,69,23.2,23.7,22.8,997.6,997.6,997.2,3.3,100,6.0,1400.,0.0
A359,09/05/2017,18,29.1,29.3,27.3,72,79,70,23.5,24.5,22.8,997.3,997.7,997.3,3.5,134,6.4,1817.,0.0
A359,09/05/2017,17,27.3,27.5,25.6,78,85,78,23.1,24.1,22.6,997.7,998.9,997.7,3.3,123,6.2,1136.,0.2
A359,09/05/2017,16,25.6,25.6,24.6,84,88,84,22.7,23.1,22.4,998.9,1000.1,998.9,2.2,141,7.8,590.3,1.2
A359,09/05/2017,15,24.6,27.6,24.2,88,89,75,22.5,22.8,21.9,1000.2,1001.2,1000.2,1.9,135,12.1,578.1,2.4
A359,09/05/2017,14,27.6,27.9,25.8,76,85,74,23.0,23.8,22.7,1001.1,1001.3,1000.8,4.6,130,9.7,1261.,0.0
A359,09/05/2017,13,25.9,27.0,25.7,84,87,79,22.9,23.6,22.7,1001.3,1001.5,1001.3,5.2,107,8.7,1010.,0.2
A359,09/05/2017,12,25.7,25.9,25.2,87,87,82,23.4,23.4,22.4,1001.4,1001.4,1001.0,2.9,106,7.3,481.3,0.6
A359,09/05/2017,11,25.8,26.3,25.8,82,82,79,22.4,22.6,22.2,1001.0,1001.1,999.7,4.2,113,8.8,305.9,0.0
A359,09/05/2017,10,26.3,26.7,25.5,79,83,78,22.3,23.0,22.2,999.8,999.8,998.9,3.8,115,8.2,225.3,0.0
A359,09/05/2017,09,25.5,25.7,25.2,82,82,80,22.2,22.3,21.9,998.9,998.9,998.4,3.6,108,8.2,16.93,0.0
A359,09/05/2017,08,25.7,25.7,25.4,82,83,82,22.3,22.4,22.2,998.4,998.4,997.7,3.5,132,8.2,-3.53,0.0
A359,09/05/2017,07,25.5,25.8,25.5,82,82,81,22.2,22.4,22.1,997.7,997.8,997.7,3.7,107,8.2,-3.50,0.0
A359,09/05/2017,06,25.8,25.8,25.5,81,83,81,22.4,22.5,22.3,997.8,997.8,997.4,4.7,114,8.2,-3.34,0.0
A359,09/05/2017,05,25.7,25.8,25.7,82,83,81,22.4,22.6,22.3,997.6,998.5,997.6,3.9,113,8.6,-3.51,0.0
A359,09/05/2017,04,25.7,25.8,25.6,83,84,82,22.6,22.7,22.5,998.4,999.2,998.4,4.5,112,7.9,-3.43,0.0
A359,09/05/2017,03,25.8,26.0,25.6,82,83,82,22.5,22.8,22.5,999.2,1000.0,999.2,3.1,124,6.0,-2.73,0.0
A359,09/05/2017,02,26.0,26.0,25.9,82,83,82,22.7,22.8,22.6,1000.0,1000.1,1000.0,2.8,127,7.5,-2.03,0.0
A359,09/05/2017,01,25.9,25.9,25.3,82,88,82,22.6,23.1,22.6,1000.1,1000.3,1000.1,4.1,118,8.0,-1.04,0.0
A359,09/05/2017,00,25.3,25.3,24.7,88,92,88,23.1,23.6,23.1,1000.1,1000.1,999.8,3.2,109,5.9,-3.06,0.0
A359,10/05/2017,23,26.5,26.6,26.3,73,78,73,21.3,22.5,21.3,999.3,999.3,998.8,1.9,128,4.6,-3.54,0.0
A359,10/05/2017,22,26.6,27.9,26.6,78,78,70,22.5,22.5,21.8,998.8,998.8,998.0,2.4,105,5.6,-3.54,0.0
A359,10/05/2017,21,27.9,29.3,27.8,70,71,65,21.9,22.3,21.8,998.0,998.0,997.4,3.2,98,6.6,50.20,0.0
A359,10/05/2017,20,29.3,30.4,29.3,65,66,64,22.1,23.1,22.1,997.4,997.4,996.8,4.0,105,8.1,720.7,0.0
A359,10/05/2017,19,30.4,31.1,30.3,66,66,59,23.2,23.5,21.8,996.9,997.1,996.9,3.9,100,8.8,1486.,0.0
A359,10/05/2017,18,31.0,31.3,30.7,62,62,59,22.7,23.0,21.9,997.0,997.7,997.0,3.8,121,9.5,2192.,0.0
A359,10/05/2017,17,30.9,31.6,30.6,60,64,57,22.3,23.7,21.7,997.7,998.3,997.7,4.1,143,9.4,2655.,0.0
A359,10/05/2017,16,31.4,31.9,29.9,63,68,61,23.5,24.4,22.5,998.3,999.3,998.3,4.1,119,9.6,2929.,0.0
A359,10/05/2017,15,30.3,31.1,30.3,64,68,63,22.7,24.1,22.7,999.2,1000.2,999.2,4.7,120,10.2,3191.,0.0
A359,10/05/2017,14,30.7,31.1,29.4,64,69,63,23.1,24.3,22.0,1000.2,1000.6,1000.2,4.3,109,10.5,2825.,0.0
A359,10/05/2017,13,29.6,30.0,28.9,66,71,64,22.5,23.7,22.4,1000.6,1000.6,1000.5,5.7,139,10.5,2929.,0.0
A359,10/05/2017,12,28.9,29.0,28.1,70,73,69,22.8,23.2,22.5,1000.5,1000.5,1000.2,4.7,127,9.7,2130.,0.0
A359,10/05/2017,11,28.1,28.1,27.0,72,76,71,22.7,22.9,22.3,1000.2,1000.2,999.4,4.6,119,9.0,1300.,0.0
A359,10/05/2017,10,27.0,27.1,25.4,76,82,75,22.4,22.4,22.0,999.4,999.4,999.0,4.5,120,9.0,271.0,0.0
A359,10/05/2017,09,25.4,25.9,25.3,82,82,77,22.0,22.0,21.5,999.0,999.0,998.3,2.8,95,6.5,16.20,0.0
A359,10/05/2017,08,25.6,26.3,25.6,79,79,74,21.6,21.6,21.3,998.4,998.4,998.0,3.3,115,9.1,-3.54,0.0
A359,10/05/2017,07,26.3,26.3,25.7,74,79,74,21.3,22.0,21.3,998.0,998.1,997.8,3.9,124,7.8,-3.54,0.0
