2016,12,26,14,40,42,33.25,4.91,-7781,411589,414070,376000,414540,414540,414540,414540,376427,415010,415010,415010,415010,415480,415480,415480,415480,415480,415480,415480,,-13399,414189,407960,407490,407490,407490,407490,407490,407490,407020,407490,407490,407490,415950,415950,415950,462688,415950,415950,415950,462688,,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,40,48,33.25,4.91,-6494,411335,376427,414540,415010,415010,413600,414540,376000,413600,375572,414070,460600,414540,414540,414540,414540,414540,414540,414540,,-13521,413781,369590,407020,452766,369590,406550,369590,407490,510537,407020,407490,369590,415480,415480,415950,415480,415950,415480,376854,415480,,,,0,-4699,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,41,00,33.25,4.96,-3974,409344,414540,414540,414540,414070,376427,414070,414070,414540,414070,376000,414070,415010,415010,414540,414540,414540,414540,415010,415010,,,,-16240,411993,407020,407020,369590,407020,407020,407490,407020,407960,407490,407490,407490,415480,415950,415950,415950,415480,462688,415950,415950,,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,42,00,33.25,4.96,-10857,405945,376000,414540,414540,376427,414540,414540,414070,376000,376427,414540,414070,415010,376427,415010,415010,414540,415010,415010,414540,,,,-16158,412077,407490,407490,407020,407490,407490,407490,406550,370018,407960,407490,407490,462688,415950,415950,415950,415950,415950,415950,415480,,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,43,00,33.25,4.96,13649,393688,414540,415010,376427,376427,376427,414070,414070,376000,414540,414070,414070,414070,376427,376427,414540,376427,376427,376427,376427,,,,-41033,403759,369163,407020,369590,369590,369590,406550,369590,370018,407490,369590,407490,415480,415950,462688,415480,415480,415480,415950,415950,,,,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,44,00,33.50,4.96,9532,388662,376427,414540,414540,376427,414540,414070,413600,375572,376000,376000,376000,414540,376000,345058,376000,415010,376000,376854,414540,,,,-16063,407701,406550,406550,406080,369163,406550,406550,406550,406550,368736,406550,406550,415010,415480,461122,415010,415010,415010,415010,414540,,,,4,-4696,-4689,-4689,-4694,-4689,-4689,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4694,-4700,
2016,12,26,14,45,00,33.50,4.91,-4325,381817,376427,376854,376000,376427,376000,376000,376427,376000,414070,376000,376000,414540,376000,344275,415010,376427,376427,376427,414540,,,,-25400,399097,369590,369590,406550,406550,406550,369163,369590,406550,369590,369163,407490,415480,415010,415010,376854,415010,415480,415480,415480,,,,5,-4697,-4689,-4694,-4689,-4694,-4689,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,46,00,33.50,4.96,-466,376621,376427,376427,376427,376427,376427,376427,376427,376427,376427,376427,376000,376854,376854,376854,377281,376427,376854,376854,376854,,,,-35647,394140,369590,407020,369590,369590,369163,369590,369590,369590,369590,407020,369163,415010,415480,415480,415480,415480,415480,415480,415480,,,,4,-4698,-4689,-4694,-4694,-4689,-4694,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,26,14,47,00,33.50,4.96,-13128,376986,344666,376427,376427,376427,376000,376427,376000,376000,376000,376000,344275,376427,376427,376854,376427,376427,414540,376854,376854,,,,-41610,387481,369590,369163,369590,369163,369590,369590,369590,369590,369590,338400,369590,415010,415480,415480,415480,376854,415480,376854,415480,,,,-1,-4683,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4678,-4684,-4684,-4684,-4684,-4684,
2016,12,26,14,48,00,33.50,4.96,-10282,482798,461122,461122,518762,414540,518762,518762,518762,460600,460600,460600,460600,461644,461644,519937,461644,519350,519937,519937,461122,,,,-36199,496905,453288,452766,452766,452766,452766,509950,509950,509950,452766,509950,509950,519937,520525,519937,520525,519937,520525,462166,520525,,,,-2,-4682,-4684,-4678,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4678,-4684,-4684,-4678,-4684,-4684,-4684,-4684,-4684,-4678,-4678,
2016,12,26,14,49,00,33.50,4.96,-5827,469186,461122,461122,461122,461122,519350,460600,460600,461122,461122,461122,460600,519937,461122,519937,461644,461644,461644,461644,461644,,,,-25293,481250,452766,510537,452766,453288,453288,453288,509950,509950,452766,452766,453288,520525,462166,461644,462166,462166,519937,520525,520525,,,,0,-4682,-4684,-4678,-4684,-4678,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4678,-4684,-4684,-4684,-4678,-4678,-4684,-4684,-4684,-4684,-4684,
2016,12,26,14,50,00,33.50,4.93,-5821,469088,519350,461122,460600,461122,460600,461122,461122,460600,460600,460600,461122,519937,461122,461644,461644,461644,461644,461644,519350,,,,-41143,478630,452766,509950,452766,452766,452766,452766,453288,453288,452766,452766,452766,462166,520525,462166,461644,520525,520525,519937,520525,,,,0,-4682,-4684,-4684,-4684,-4678,-4684,-4678,-4684,-4684,-4684,-4678,-4684,-4678,-4684,-4678,-4684,-4684,-4684,-4684,-4684,-4684,-4684,-4684,
2016,12,26,14,51,00,33.50,4.93,-5726,468946,461122,461122,519350,460600,460600,461122,460600,460600,460600,460600,460600,519937,460600,461122,461122,461122,461122,519350,461644,,,,-40989,473354,452766,452766,453288,452766,452766,452766,452766,453288,452766,452766,452766,520525,462166,462166,462166,520525,461644,520525,461644,,,,0,-4681,-4684,-4684,-4684,-4684,-4684,-4684,-4678,-4678,-4678,-4678,-4684,-4678,-4684,-4673,-4684,-4678,-4684,-4684,-4684,-4684,-4678,-4684,
