2016,12,28,19,19,46,32.75,4.74,970,153596,155823,156184,156184,156184,150225,156365,156365,150400,156365,150400,150400,150400,150400,156365,156365,156365,156365,156365,,-4317,154206,153111,153111,153111,153111,153111,153111,153111,153111,153111,147266,147266,156365,156365,156365,156365,156365,156365,156365,156365,,,,17,-4691,-4515,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
2016,12,29,08,42,10,27.00,5.67,-5468,52088,45562,46216,48703,50073,48586,49260,49892,50601,50601,51328,52076,52013,52779,52716,54572,54572,56265,55340,56198,56198,56198,,-14076,64018,55991,55855,55991,55991,56883,54347,55991,56331,58153,59106,62144,67871,69122,69122,70417,71758,71758,71758,71758,71758,73149,73149,0,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,-4700,
