when,d15cm_modulo1,d45cm_modulo1,d75cm_modulo1,d15cm_modulo2,d45cm_modulo2,d75cm_modulo2,d15cm_modulo3,d45cm_modulo3,d75cm_modulo3,d15cm_modulo4,d45cm_modulo4,d75cm_modulo4,wetness_modulo5,temperature_modulo5
2017-04-26 17:00:00.000,835,248.009727784523,666.038911138092,746.84749780976,683.316388645529,1012.2147205187,623.59831454022,633.719662908044,604.878651632176,432.562593305384,1248.0937655509,604.093765550897,1023,28.25
2017-04-26 18:00:00.000,822.760350788814,245.023964921119,663.928105236644,754.43692047426,681,1008.21846023713,618.388753425909,632.694376712955,602.083130138864,440.103263947494,1241.07062447255,601.586944210024,1023,28.4234240902293
2017-04-26 19:00:00.000,812,242.07552626377,660.54684241738,768.051627708228,675.084511687532,1007.22065108329,614.655147966508,628,605.344852033492,446.366753661012,1226,593.755497559325,1023,28.6470800034693
2017-04-26 20:00:00.000,816.470684768014,242.132328807996,656.470684768014,784.933649894111,669.377566737259,1005.51026694904,614,626.827045080252,603.781969946499,456.023053888845,1221.26924722225,588.438451666648,1000,28.8125
2017-04-26 21:00:00.000,817.385499122256,241.192749561128,654.843502633232,803.20644921916,665,998,613.559270130403,620.559270130403,604.118540260806,470.214883890795,1208.95867095075,588.479335475373,1004,28.9375
2017-04-26 22:00:00.000,812.488406139369,237,650.744203069685,825.329089449223,664.334182110155,997.665817889845,614.506440459056,621.025761836223,601.532202295278,482.01475442472,1197.98524557528,586.594098230112,1023,29
2017-04-26 23:00:00.000,808.597436653018,237.319487330604,645.680512669396,841.767734135324,660.345966766915,993.383867067662,616.357181821709,618.357181821709,601.90478788114,493.166879966699,1193.13299205328,582.53324801332,1023,29
2017-04-27 00:00:00.000,813.316016946189,239.233147698911,641.233147698911,860.232779246172,661.922406917943,998.204011529905,615.39808055352,616.39808055352,600.79616110704,498.627558330042,1184.36718505434,580.329828922924,1023,29
2017-04-27 01:00:00.000,809.895875974044,236.895875974044,641.552062012978,873.98249736487,661.118436511826,995.745624341218,617.343304134164,614.343304134164,602.029912402492,501.242311717141,1180.13743692815,579.25316576353,1023,29
2017-04-27 02:00:00.000,807.513443749616,237.513443749616,636.973112500768,891.161547247759,661.612817584081,992.676905504483,618.28766995764,614.57533991528,601.28766995764,503.85706510424,1175.90768880196,578.176502604136,1023,28.911788311003
2017-04-27 03:00:00.000,807.783627966566,236.681612429585,634.840806214792,902.206136280437,659.804090853625,991.185682012312,620,613.305772405559,602.537181603706,506.471818491339,1171.67794067577,577.099839444743,1023,28.8328519369449
2017-04-27 04:00:00.000,808.476347745916,237.646236036298,635.061291891107,916.337811332921,662.417226416615,990.417226416615,620,611.524175050089,601,509.086571878438,1167.44819254958,576.023176285349,1023,28.75
2017-04-27 05:00:00.000,805.159577356688,238,630.723405830921,924.458672407559,662.432334050945,990.729336203779,622.882002276197,611,606.764004552394,511.701325265537,1163.2184444234,574.946513125955,1023,28.6875
2017-04-27 06:00:00.000,799.323095700378,239.220515950063,626.661547850189,939.027895504934,663.895087889985,991.790175779971,621.183311859168,610.061103953056,602.183311859168,514.316078652636,1158.98869629721,573.869849966561,1023,28.5625
2017-04-27 07:00:00.000,797.692550561224,240,625.461604698516,947.388349976517,664.925566651011,986.925566651011,623.995729891956,612.991459783912,604.008540216088,516.930832039735,1154.75894817102,572.793186807168,1023,28.5
2017-04-27 08:00:00.000,796.349167132592,241,624.087291783148,956.868504069692,663.868504069692,989.215092151,626.052679363178,612,608,519.545585426834,1150.52920004483,571.716523647774,1023,28.375
2017-04-27 09:00:00.000,849.669217519671,242.958652189959,623.979326094979,965.944542302777,665.506932212153,994.506932212153,624.672064999181,613.10931166694,604.10931166694,522.160338813933,1146.29945191864,570.63986048838,1023,28.2670308072523
2017-04-27 10:00:00.000,868.197108133977,242.039421626795,624.960578373205,970.487216583554,668.495738861185,1011.62357302564,626.19843352985,614.51906011791,607.67937341194,524.775092201032,1142.06970379245,569.563197328987,1023,28.1875
2017-04-27 11:00:00.000,873.133169107582,241.174333708859,624.651332582282,969,667.963903884182,1034.96390388418,622,613.201242613809,608,527.389845588131,1137.83995566626,568.486534169593,1023,28.125
2017-04-27 12:00:00.000,891.008562423223,243.855919653825,621,971.548467304711,667.548467304711,1037.1292461459,620.751958515393,612,608.751958515393,530.00459897523,1133.61020754007,567.409871010199,1023,28
2017-04-27 13:00:00.000,902.82133302368,245.595259328071,618.607111007893,980.573605265082,669.049070176721,1046.04907017672,614.814832822041,617.833313075204,611.888875383469,550.705137986241,1117.81633386699,570.589724027519,832.636784823009,26.2082784170075
2017-04-27 14:00:00.000,921.692201184791,244.25873641749,620.293682087452,987.124175066926,756.39764259095,1002.86127982782,662.68782905253,649.805873293251,614.397513988352,567.106060239308,1136.33237890141,562.484251873206,888.239701866103,26.6903853002401
2017-04-27 15:00:00.000,939.561034714928,245.780517357464,620.097413212678,991.399002352659,892.710719993609,832.104734109565,983.072445031143,797.836075469921,622.737243688446,745.603310163568,1139.14335921517,608.865427050376,889.048894927992,26.7001255870962
2017-04-27 16:00:00.000,952.072157426461,244.24584918619,621.660493980975,978.374630991468,819.171589105581,733.680152893707,1058.64030673643,801.270102744076,620.760694471487,778.810351279552,1139.89509006348,632.695424391476,889.858087989882,26.7098658739523
2017-04-27 17:00:00.000,958.851723516357,245.050204484992,620.549717615964,975.367474936407,815.188083681993,746.567964558258,1066.84140758271,797.620809066066,649.562646725885,778.534954252163,1138.29060303434,642.418136836667,890.667281051771,26.7196061608084
2017-04-27 18:00:00.000,965.631289606253,245.854559783793,619.438941250953,972.360318881345,811.204578258405,759.455776222808,1075.04250842899,793.971515388057,678.364598980284,778.259557224775,1136.68611600521,652.140849281859,891.476474113661,26.7293464476644
2017-04-27 19:00:00.000,972.410855696148,246.658915082594,618.328164885942,969.353162826283,807.221072834817,772.343587887358,1083.24360927527,790.322221710047,707.166551234683,777.984160197386,1135.08162897608,661.863561727051,892.28566717555,26.7390867345205
2017-04-27 20:00:00.000,979.190421786044,247.463270381395,617.217388520931,966.346006771222,803.237567411228,785.231399551908,1091.44471012155,786.672928032037,735.968503489081,777.708763169998,1133.47714194695,671.586274172242,893.09486023744,26.7488270213766
2017-04-27 21:00:00.000,985.96998787594,248.267625680196,616.106612155919,963.33885071616,799.25406198764,798.119211216458,1099.64581096783,783.023634354028,764.77045574348,777.43336614261,1131.87265491781,681.308986617434,893.904053299329,26.7585673082327
2017-04-27 22:00:00.000,992.749553965836,249.071980978997,614.995835790908,960.331694661098,795.270556564052,811.007022881008,1107.84691181411,779.374340676018,793.572407997878,777.157969115221,1130.26816788868,691.031699062626,894.713246361219,26.7683075950887
2017-04-27 23:00:00.000,999.529120055731,249.876336277799,613.885059425897,957.324538606036,791.287051140464,823.894834545558,1116.04801266039,775.725046998008,822.374360252277,776.882572087833,1128.66368085955,700.754411507817,895.522439423108,26.7780478819448
2017-04-28 00:00:00.000,1006.30868614563,250.6806915766,612.774283060886,954.317382550975,787.303545716876,836.782646210108,1124.24911350667,772.075753319999,851.176312506675,776.607175060444,1127.05919383041,710.477123953009,896.331632484998,26.7877881688009
2017-04-28 01:00:00.000,1013.08825223552,251.485046875401,611.663506695875,951.310226495913,783.320040293288,849.670457874658,1132.45021435295,768.426459641989,879.978264761074,776.331778033056,1125.45470680128,720.199836398201,897.140825546887,26.797528455657
2017-04-28 02:00:00.000,1019.86781832542,252.289402174202,610.552730330864,948.303070440851,779.336534869699,862.558269539208,1140.65131519923,764.77716596398,908.780217015473,776.056381005668,1123.85021977215,729.922548843392,897.950018608776,26.8072687425131
2017-04-28 03:00:00.000,1026.64738441531,253.093757473003,609.441953965853,945.29591438579,775.353029446111,875.446081203758,1148.85241604551,761.12787228597,937.582169269871,775.780983978279,1122.24573274302,739.645261288584,898.759211670666,26.8170090293691
2017-04-28 04:00:00.000,1033.42695050521,253.898112771805,608.331177600841,942.288758330728,771.369524022523,888.333892868308,1157.05351689179,757.47857860796,966.38412152427,775.505586950891,1120.64124571388,749.367973733776,899.568404732555,26.8267493162252
2017-04-28 05:00:00.000,1040.20651659511,254.702468070606,607.22040123583,939.281602275667,767.386018598935,901.221704532858,1165.25461773807,753.829284929951,995.186073778669,775.230189923502,1119.03675868475,759.090686178967,900.377597794445,26.8364896030813
2017-04-28 06:00:00.000,1046.986082685,255.506823369407,606.109624870819,936.274446220605,763.402513175347,914.109516197408,1173.45571858435,750.179991251941,1023.98802603307,774.954792896114,1117.43227165562,768.813398624159,901.186790856334,26.8462298899374
2017-04-28 07:00:00.000,1053.7656487749,256.311178668208,604.998848505808,933.267290165543,759.419007751758,926.997327861958,1181.65681943063,746.530697573932,1052.78997828747,774.679395868725,1115.82778462649,778.536111069351,901.995983918224,26.8559701767934
2017-04-28 08:00:00.000,1060.54521486479,257.115533967009,603.888072140797,930.260134110481,755.43550232817,939.885139526508,1189.85792027691,742.881403895922,1081.59193054186,774.403998841337,1114.22329759735,788.258823514542,902.805176980113,26.8657104636495
2017-04-28 09:00:00.000,1067.32478095469,257.91988926581,602.777295775786,927.25297805542,751.451996904582,952.772951191058,1198.05902112319,739.232110217912,1110.39388279626,774.128601813948,1112.61881056822,797.981535959734,903.614370042003,26.8754507505056
2017-04-28 10:00:00.000,1074.10434704458,258.724244564612,601.666519410774,924.245822000358,747.468491480994,965.660762855608,1206.26012196947,735.582816539903,1139.19583505066,773.85320478656,1111.01432353909,807.704248404926,904.423563103892,26.8851910373617
2017-04-28 11:00:00.000,1080.88391313448,259.528599863413,600.555743045763,921.238665945296,743.484986057406,978.548574520158,1214.46122281575,731.933522861893,1167.99778730506,773.577807759171,1109.40983650996,817.426960850117,905.232756165781,26.8949313242177
2017-04-28 12:00:00.000,1087.66347922438,260.332955162214,599.444966680752,918.231509890235,739.501480633817,991.436386184708,1222.66232366203,728.284229183883,1196.79973955946,773.302410731783,1107.80534948082,827.149673295309,906.041949227671,26.9046716110738
2017-04-28 13:00:00.000,1094.44304531427,261.137310461015,598.334190315741,915.224353835173,735.517975210229,1004.32419784926,1230.86342450831,724.634935505874,1225.60169181386,773.027013704395,1106.20086245169,836.872385740501,906.85114228956,26.9144118979299
2017-04-28 14:00:00.000,1101.22261140417,261.941665759816,597.22341395073,912.217197780111,731.534469786641,1017.21200951381,1239.06452535459,720.985641827864,1254.40364406826,772.751616677006,1104.59637542256,846.595098185692,907.66033535145,26.924152184786
2017-04-28 15:00:00.000,1108.00217749406,262.746021058618,596.112637585719,909.21004172505,727.550964363053,1030.09982117836,1247.26562620086,717.336348149855,1283.20559632265,772.476219649618,1102.99188839343,856.317810630884,908.469528413339,26.933892471642
2017-04-28 16:00:00.000,1114.78174358396,263.550376357419,595.001861220707,906.202885669988,723.567458939465,1042.98763284291,1255.46672704714,713.687054471845,1312.00754857705,772.200822622229,1101.38740136429,866.040523076076,909.278721475229,26.9436327584981
2017-04-28 17:00:00.000,1121.56130967385,264.35473165622,593.891084855696,903.195729614926,719.583953515876,1055.87544450746,1263.66782789342,710.037760793835,1340.80950083145,771.925425594841,1099.78291433516,875.763235521267,910.087914537118,26.9533730453542
2017-04-28 18:00:00.000,1124.19467393274,263.797717399747,590.194673932743,903.431300334613,713.137399330774,1066.21565016731,1237.16634791567,696.10251506395,1329.71760544765,771.650028567453,1098.17842730603,885.485947966459,910.897107599008,26.9631133322103
2017-04-28 19:00:00.000,1124.42828857661,264,591.715134270163,908.474109125625,705.05178174875,1073.65938193969,1202.80759393117,683.082025048311,1303.72556888285,771.374631540064,1096.57394027689,895.208660411651,911.706300660897,26.9728536190664
2017-04-28 20:00:00.000,1126.58090812473,266.916181624946,587.541909187527,915.82916692576,697.738690439177,1084.26130956082,1177.78560478212,673.406202092176,1276.81240418435,771.099234512676,1094.96945324776,904.931372856842,912.515493722786,26.9825939059224
