when,module,battery,d15cm,d15cm_bias,d45cm,d45cm_bias,d75cm,d75cm_bias
2017-04-25 15:00:00.000,2,5.394134521484370,935,283,917,-103,1200,-266
2017-04-25 16:00:00.000,2,5.197088241577140,853,261,849,-81,1168,-279
2017-04-25 17:00:00.000,2,5.368690490722650,818,257,816,-79,1151,-285
2017-04-25 18:00:00.000,2,5.1500563621521,796,258,791,-73,1124,-253
2017-04-25 19:00:00.000,2,5.318515777587890,780,253,775,-71,1168,-234
2017-04-25 20:00:00.000,2,5.318515777587890,778,256,758,-69,1141,-217
2017-04-25 21:00:00.000,2,5.318515777587890,781,259,744,-64,1120,-210
2017-04-25 22:00:00.000,2,5.318515777587890,784,256,732,-60,1100,-203
2017-04-25 23:00:00.000,2,5.269270420074460,786,256,725,-56,1086,-203
2017-04-26 00:00:00.000,2,5.293778896331780,792,254,722,-54,1084,-199
2017-04-26 01:00:00.000,2,5.269270420074460,790,250,718,-48,1073,-195
2017-04-26 02:00:00.000,2,5.269270420074460,792,256,713,-57,1068,-191
2017-04-26 03:00:00.000,2,5.269270420074460,795,257,713,-51,1062,-188
2017-04-26 04:00:00.000,2,5.244987964630120,794,254,708,-44,1054,-184
2017-04-26 05:00:00.000,2,5.081082344055170,799,254,705,-37,1050,-182
2017-04-26 06:00:00.000,2,5.058499813079830,798,254,707,-42,1049,-180
2017-04-26 07:00:00.000,2,5.197088241577140,792,243,701,-48,1033,-175
2017-04-26 08:00:00.000,2,5.173465251922600,797,243,702,-37,1035,-174
2017-04-26 09:00:00.000,2,5.1500563621521,798,247,700,-35,1032,-174
2017-04-26 10:00:00.000,2,5.103867053985590,793,234,698,-32,1023,-177
2017-04-26 11:00:00.000,2,5.220928192138670,782,242,701,-42,1029,-176
2017-04-26 12:00:00.000,2,5.244987964630120,767,238,699,-35,1022,-168
2017-04-26 13:00:00.000,2,5.244987964630120,771,228,697,-41,1020,-167
2017-04-26 14:00:00.000,2,5.244987964630120,754,224,694,-35,1015,-179
2017-04-26 15:00:00.000,2,5.244987964630120,742,217,691,-30,1018,-178
2017-04-26 16:00:00.000,2,5.244987964630120,741,228,686,-42,1009,-168
2017-04-26 18:00:00.000,2,5.220928192138670,752,227,681,-35,1007,-169
2017-04-26 19:00:00.000,2,5.197088241577140,765,238,676,-45,1006,-174
2017-04-26 20:00:00.000,2,5.220928192138670,784,234,670,-34,1008,-164
2017-04-26 21:00:00.000,2,5.197088241577140,800,237,665,-35,998,-151
2017-04-26 22:00:00.000,2,5.197088241577140,822,251,665,-31,997,-159
2017-04-26 23:00:00.000,2,5.173465251922600,839,250,660,-41,992,-159
2017-04-27 00:00:00.000,2,5.173465251922600,866,245,660,-32,995,-161
2017-04-27 01:00:00.000,2,5.126857757568350,879,251,663,-29,997,-157
2017-04-27 03:00:00.000,2,5.103867053985590,904,242,661,-26,987,-160
2017-04-27 04:00:00.000,2,5.103867053985590,921,248,663,-24,991,-152
2017-04-27 05:00:00.000,2,5.103867053985590,929,252,663,-30,993,-156
2017-04-27 06:00:00.000,2,5.058499813079830,944,250,665,-31,994,-154
2017-04-27 07:00:00.000,2,4.948532581329340,949,262,666,-26,988,-146
2017-04-27 08:00:00.000,2,4.970141410827630,960,245,667,-24,996,-159
2017-04-27 09:00:00.000,2,5.126857757568350,970,262,665,-36,994,-152
2017-04-27 10:00:00.000,2,5.126857757568350,969,262,668,-26,1026,-181
2017-04-27 11:00:00.000,2,5.126857757568350,969,258,666,-37,1033,-184
2017-04-27 12:00:00.000,2,5.126857757568350,973,253,669,-25,1041,-191
2017-04-27 13:00:00.000,2,5.126857757568350,982,258,670,-26,1047,-191
2017-04-27 15:00:00.000,2,5.103867053985590,990,267,861,-73,792,-171
2017-04-28 18:00:00.000,2,5.036116600036620,903,250,714,-15,1066,-222
2017-04-28 19:00:00.000,2,5.013930797576900,908,244,706,-22,1072,-231
2017-04-28 20:00:00.000,2,5.013930797576900,914,255,698,-31,1084,-224
2017-04-28 21:00:00.000,2,4.991940021514890,925,265,693,-35,1083,-223
2017-04-28 22:00:00.000,2,4.991940021514890,943,253,690,-33,1096,-228
2017-04-28 23:00:00.000,2,4.970141410827630,956,258,686,-26,1096,-232
2017-04-29 00:00:00.000,2,4.948532581329340,966,268,682,-31,1104,-219
2017-04-29 01:00:00.000,2,4.948532581329340,977,262,684,-28,1106,-225
2017-04-29 02:00:00.000,2,4.948532581329340,985,261,684,-27,1112,-227
2017-04-29 03:00:00.000,2,4.948532581329340,993,263,684,-22,1108,-227
2017-04-29 04:00:00.000,2,4.927110195159910,998,257,685,-26,1140,-228
2017-04-29 05:00:00.000,2,4.927110195159910,1008,251,684,-22,1230,-235
2017-04-29 06:00:00.000,2,4.905872344970700,1012,252,685,-17,1257,-248
2017-04-29 07:00:00.000,2,4.905872344970700,1019,266,687,-23,1268,-239
2017-04-29 08:00:00.000,2,4.884817123413080,1024,252,684,-16,1275,-246
2017-04-29 09:00:00.000,2,4.905872344970700,1024,260,686,-24,1278,-240
2017-04-29 10:00:00.000,2,4.905872344970700,1031,262,684,-20,1293,-248
2017-04-29 12:00:00.000,2,4.905872344970700,995,256,689,-29,1302,-237
2017-04-29 13:00:00.000,2,4.8227219581604,976,251,688,-19,1309,-243
2017-04-29 14:00:00.000,2,4.927110195159910,952,247,690,-27,1319,-241
2017-04-29 15:00:00.000,2,4.970141410827630,932,243,686,-27,1324,-246
2017-04-29 16:00:00.000,2,4.991940021514890,915,238,687,-26,1333,-245
2017-04-29 17:00:00.000,2,4.927110195159910,900,240,680,-21,1330,-244
2017-04-29 18:00:00.000,2,4.970141410827630,894,235,676,-28,1334,-253
2017-04-29 19:00:00.000,2,4.948532581329340,908,246,671,-25,1340,-249
2017-04-29 20:00:00.000,2,4.948532581329340,926,250,666,-24,1334,-249
2017-04-29 21:00:00.000,2,4.927110195159910,943,238,660,-20,1336,-244
2017-04-29 22:00:00.000,2,4.927110195159910,965,246,661,-19,1341,-249
2017-04-29 23:00:00.000,2,4.927110195159910,976,244,661,-22,1346,-245
2017-04-30 00:00:00.000,2,4.905872344970700,990,255,661,-23,1351,-242
2017-04-30 01:00:00.000,2,4.905872344970700,999,245,654,-19,1343,-241
2017-04-30 02:00:00.000,2,4.905872344970700,1008,247,656,-20,1345,-251
2017-04-30 03:00:00.000,2,4.905872344970700,1021,256,661,-22,1348,-238
2017-04-30 04:00:00.000,2,4.884817123413080,1034,256,661,-17,1355,-247
2017-04-30 05:00:00.000,2,4.884817123413080,1043,253,657,-19,1358,-236
2017-04-30 06:00:00.000,2,4.884817123413080,1053,256,659,-18,1364,-242
2017-04-30 07:00:00.000,2,4.884817123413080,1068,257,665,-22,1416,-235
2017-04-30 08:00:00.000,2,4.8639421463012600,1078,246,664,-17,1443,-253
2017-04-30 09:00:00.000,2,4.8639421463012600,882,258,1112,-97,1522,-257
2017-04-30 10:00:00.000,2,4.8639421463012600,1190,298,1024,-83,1641,-278
2017-04-30 12:00:00.000,2,4.884817123413080,967,283,837,-69,1824,-296
2017-04-30 13:00:00.000,2,4.8227219581604,922,257,836,-56,1905,-320
2017-04-30 14:00:00.000,2,4.884817123413080,877,261,798,-57,1996,-325
2017-04-30 15:00:00.000,2,4.905872344970700,846,257,868,-80,2108,-345
2017-04-30 16:00:00.000,2,4.884817123413080,842,257,817,-71,2159,-370
2017-04-30 17:00:00.000,2,4.884817123413080,836,264,800,-64,2374,-416
2017-04-30 18:00:00.000,2,4.626676559448240,816,257,783,-50,2691,-514
2017-04-30 19:00:00.000,2,4.8639421463012600,797,252,764,-58,3020,-573
2017-05-04 13:00:00.000,2,5.081082344055170,-1,0,-1,0,-1,0
2017-05-04 14:00:00.000,2,5.036116600036620,892,-259,756,-58,5514,-752
2017-05-04 15:00:00.000,2,5.197088241577140,869,-264,748,-54,5660,-728
2017-05-04 16:00:00.000,2,5.197088241577140,850,-240,737,-60,5703,-718
2017-05-04 17:00:00.000,2,5.197088241577140,830,-238,729,-54,5839,-728
2017-05-04 18:00:00.000,2,5.197088241577140,816,-228,715,-57,5815,-721
2017-05-04 19:00:00.000,2,5.173465251922600,817,-232,707,-59,5793,-683
2017-05-04 20:00:00.000,2,5.173465251922600,822,-248,700,-55,5804,-728
